Y,O,Z,J,X
c,93,27.602792570582622,14,17.751669444996022
g,10,39.9628783070847,2,43.14883560301103
n,61,72.19131016223079,73,69.95238700451108
w,47,52.47362775147509,58,49.33005215206649
c,82,67.61680374855328,69,66.77153321047213
r,2,53.86308017579682,30,68.05812704662114
b,91,27.890143030360516,6,25.444441727890656
k,18,13.021684685375467,59,44.24861452045399
y,60,11.176418793761778,29,10.34517055679589
e,68,4.65490901716501,8,35.7794513969728
a,40,65.94721068597528,17,15.211467964878533
w,14,45.45175488627707,52,96.57791631497732
w,61,79.93647853565625,92,9.483189992753472
v,19,90.7861285794162,39,67.89805109450442
s,4,89.78774747414799,95,5.805592566760809
m,56,53.089905800667225,74,15.506314973961011
f,70,18.073973426404677,20,80.79622453158635
p,85,78.9111072677557,33,35.790883691521735
n,8,94.25426450945427,28,29.72988937269051
x,20,60.16749584329906,73,32.384233412878594
z,48,84.32351708547668,57,62.78258717726427
i,25,40.12411103225845,73,11.924441465474622
l,89,51.57049018878003,34,72.97736207209219
y,94,36.52255286994696,41,22.783933122782894
i,89,56.61978734808084,5,48.99551987790649
b,3,60.570918115988526,96,62.60811313670882
y,36,69.85018313167521,27,97.10714471958563
h,20,5.679735603358882,67,12.54147752796284
j,44,64.08530346148991,55,47.36687088974647
q,89,67.81996781463408,69,26.164518866818742
i,33,46.032230100846505,21,13.145372798550781
h,66,51.54470316180139,76,95.93777073236969
o,82,69.7362295379337,22,89.55704697876627
h,34,43.591905438857715,1,0.8943248000862325
r,70,73.36188500751206,99,38.85202132954731
x,25,63.22717564467322,89,90.13196102817709
y,49,20.51406636523151,9,53.00310298206745
n,40,36.1126527701728,49,59.18176157532916
l,66,32.03034126502359,16,25.097942924754125
b,32,58.67850053691402,59,89.6157182668798
z,73,23.338099800245583,44,94.39585789023421
p,87,20.531482838203587,39,69.00720701881909
b,34,73.96332197259554,88,35.83802761096455
z,77,58.21616624094841,6,52.380100151250254
w,49,49.58030252183294,96,57.12768198864355
h,44,42.119897308228225,85,66.77557752432986
d,49,52.55592417072107,89,33.239211422905356
a,12,1.1257242428577396,97,89.66369682640678
f,97,97.19330013725919,7,11.93122640074067
n,9,11.164821084624066,52,14.527523626880068
x,38,10.434972959246968,31,55.98010835144144
h,93,92.5133657869339,15,83.67428488892509
q,40,67.40628194505473,47,65.79915133735508
c,35,5.018617613079634,73,37.32043281003785
s,11,10.879282378526279,92,95.57989974721107
m,78,25.783674395159906,35,26.52395713717578
i,3,30.409430973515285,64,97.70678737385924
r,69,70.30387258560606,99,62.17752325832713
g,14,29.075269988300068,95,38.47512635803039
l,14,51.83365274855418,1,14.468552502587894
s,43,9.762893423825037,60,80.87310931074968
x,74,77.78090708992826,23,75.68022651541796
u,79,9.525239880169522,84,26.70259495236533
j,79,53.19157187149717,78,21.944761144938273
f,81,37.693987943611106,90,44.29208308718161
e,11,25.172707261035356,71,78.10972809539305
y,29,12.082158550911915,68,56.1383537943442
t,36,41.30345829499175,44,47.68763373912782
e,63,19.164387129756953,11,81.33551777326328
c,22,71.64357737489469,76,7.341741555096004
b,41,63.50915005265527,2,41.49047504321324
z,74,4.280505048622096,59,8.180991657617954
o,59,51.18982857107062,92,69.24548351447743
c,68,11.327388711141085,62,51.71699623288987
x,19,20.439570803512186,29,66.84298235859035
o,0,29.181767523265854,14,76.76628386420768
g,29,17.553560017511305,51,3.399936925430058
t,34,51.07113023761204,94,25.899449824917497
e,59,16.908564116424284,59,44.81814372804619
c,27,41.70852075868019,4,5.763516806953117
c,68,68.75316970342845,10,46.70818527242383
v,50,33.647097761115084,10,15.899104671620634
x,47,49.24208696328881,30,74.39042523282393
b,15,57.93885043895203,63,83.24592244134497
v,72,45.245915222864,72,61.227248400756196
w,84,11.74002928583171,43,80.91796763897334
w,14,75.1289555103364,92,45.05066990279617
h,64,7.690188799571695,38,24.75672544463432
t,35,79.90593644644058,76,27.488160747645452
j,67,7.979568219674604,90,14.52966881320653
z,51,58.68850449139966,20,4.582400924153063
b,49,54.28674984900057,56,75.8228520872956
x,79,8.49838121184716,13,2.3269513753065407
b,64,3.0278139723859065,7,96.6583863288913
p,41,35.359752700190164,34,86.31567562913301
h,42,60.880216645685294,58,49.953192142000105
o,52,96.95017615189326,54,11.451109169597363
c,28,67.61728579427178,73,65.58854705726482
o,0,13.581989490773605,88,52.338610298486586
o,24,72.45411749334922,94,60.594104914519534
w,30,89.13271149294755,42,37.28754922720269
j,71,33.81624036183116,57,51.65946570529082
r,70,89.41609632985806,92,90.19862491440861
p,22,58.32058438851637,32,9.686176125587032
l,67,19.31252919480112,46,19.206464814666923
j,7,24.119935054677843,23,82.97248720692407
s,8,27.483135169849938,25,30.12578230998907
r,27,6.753630117503329,8,25.547952318166555
x,40,66.23026148385641,73,39.413563119738235
h,33,28.32943101898295,79,40.61747475365385
b,36,73.36636744505152,74,63.41155837349284
c,28,80.92167201323772,38,5.507504900685401
b,50,9.390816157076742,52,75.04122466796065
g,93,25.48293417483566,88,31.51415270296858
i,77,27.50449931824839,14,60.47544127678876
h,75,94.10651898129913,45,89.559155779031
w,20,98.85917975906902,64,36.370761484579425
l,46,5.85914175978105,28,82.28782013413209
j,49,69.0150158305618,24,19.4641991791195
p,79,47.06570318888279,60,42.29987583753507
f,84,54.68424257320385,70,36.9623948551274
k,96,59.019923920401766,37,1.1844420978041725
i,11,88.79739621819706,24,45.26793378402558
l,19,53.82126128331045,43,67.81007353796535
d,42,77.99388077937847,93,63.109977136483586
d,76,36.20128601362496,58,4.764819755358229
m,94,11.788680483899972,55,60.007064306646875
n,43,62.835875449778,70,58.59465587488123
j,53,20.788368026375124,44,73.65233001289262
r,6,28.413524193627936,85,49.88598918315331
h,56,70.55681394919128,72,87.07628858944668
h,52,86.41209064927887,61,65.40387626799118
s,85,35.92842858045808,68,10.69060278854641
t,93,26.35332510494174,90,21.459421160582526
y,43,80.38199138792919,86,17.142876309737286
a,25,6.403165815681233,44,88.43175934690646
e,21,60.9475818725837,86,68.56713577141112
k,11,24.274247528213976,83,53.18372252858256
w,16,15.908628577778462,15,28.729532890463716
g,37,42.30553604148069,89,1.3897239062760525
m,86,40.81502980017376,2,86.46663635230526
c,49,16.419885233887765,84,87.8899126083948
x,22,80.72844094326427,96,65.01782697695997
y,61,15.555536755702216,7,33.053746448710505
p,48,42.07675168821036,29,27.970351179691345
r,83,76.30515540314984,33,8.73073130961176
p,82,21.487152678814525,16,44.97074622051673
r,33,67.19750993773121,0,43.466716213494195
q,78,1.8608964760074675,83,62.30873394966099
p,31,32.63916634107571,78,39.99287449793838
u,12,20.2286257116838,69,11.068788274209119
u,4,79.46637108003962,45,76.21272429803786
p,36,49.02548439622284,99,83.39275282936805
r,44,60.95049464959573,47,37.52650054548238
r,5,37.16401243640354,84,19.831093689492285
j,86,0.5705920079345894,34,74.25985793816488
z,29,24.254773374479033,42,91.20525057018558
q,17,84.93047192159784,21,23.582978356310168
a,15,39.86681814807967,42,10.931146361940403
k,13,4.654225427786562,48,61.20674064770082
j,67,98.68823965763754,84,6.745532689301326
l,10,71.20132752912387,6,13.830102620694273
c,88,42.1810189540828,45,86.1768881644104
h,99,79.67767812899764,10,85.34152745906205
l,24,49.46619057660024,56,12.676606184932194
j,43,36.12672806601018,84,37.344592248179865
u,97,85.30574782041575,79,13.293574406423037
m,77,92.63657100862366,70,88.69853836873338
g,42,48.19974479528653,60,0.6513698173128635
n,99,20.60265177866355,8,28.015367357202457
f,73,89.81792976370726,26,92.20349628154618
i,43,36.362543435073036,14,54.88943582037743
q,91,78.70648374095406,13,99.16260162258949
o,9,62.03679140450963,59,42.57185224677828
s,43,34.00259801043548,40,70.40137135073736
s,61,57.418968023527526,66,91.74475742582247
b,97,22.83367803525892,23,5.180127622388097
h,75,76.4395903255855,90,7.3787057861618095
h,32,56.40530320813315,36,69.655477004346
p,5,14.226388913209998,56,12.530887874196894
i,94,36.48356618223876,67,15.089412997092289
t,95,30.609500359589127,14,62.19658774379796
v,97,95.7928712452663,69,7.233958394459217
x,67,25.35915231210877,47,96.40432891094629
x,59,4.917414933157193,38,39.953099930150714
s,1,15.237245318504499,14,95.4350005029167
q,89,46.39281238848248,11,1.2820892809011886
n,83,59.56257091017052,86,14.22271893088044
u,16,2.51419011452626,12,46.86431946943833
k,93,97.338559064943,81,27.926504129201703
u,95,16.19326758003371,100,27.068175109466196
j,11,52.471899366905106,27,79.79635225985669
a,72,14.622844919195288,23,47.54376889250278
k,45,18.75235371357552,91,14.977413888603186
e,44,58.21883057376341,72,62.047699267211854
m,28,86.66156541502676,47,31.321068050683674
u,60,75.74473937277149,21,56.30533991025103
b,66,43.989415023103604,97,9.9556023618526
q,78,38.001787301600444,36,91.16064095795595
r,98,21.065295986922628,34,70.58312167847433
e,54,93.83430306870115,41,5.627816630366045
y,95,46.124763165436455,6,92.02892509158596
f,77,3.7365523535732414,77,12.83968032850471
f,50,40.135716158719745,59,39.92146679189109
c,3,90.06704625119667,2,43.067094360161704
o,21,40.906767321030244,36,67.20973668330483
c,49,70.51711085538422,78,95.11346594885178
s,45,89.45657267566331,14,59.640883376985585
g,7,25.67288141693198,2,17.33717848901216
i,38,19.748611326238176,9,2.510751313986892
x,56,55.80198588255444,16,79.09157773183982
n,46,83.26924074034396,69,56.1171490139263
j,37,42.56960460540833,2,18.065296755904935
l,39,94.57503922736001,14,74.81949168038146
k,23,27.748343196746916,70,28.614062241752748
b,25,41.843552340446124,91,36.50707781284641
d,61,72.91245780909821,9,40.38484593524434
w,18,85.75683443200111,53,67.65372752929979
t,36,6.0714152019095025,25,84.80942469725586
s,42,58.18382000776585,80,38.06825794194987
a,53,51.33333877665138,18,6.472001173231812
i,94,36.792782531792945,88,88.57191696544754
w,18,12.38749476489901,83,48.65117861684555
q,85,97.5553722557473,100,32.93702955426302
b,25,75.3600293581098,8,23.19534833075568
l,5,87.53131659509243,84,63.32129294096023
g,88,43.8381294411446,75,86.84787196813161
m,91,22.75943541410186,31,49.43978353638382
t,100,94.89314660006156,33,96.14632552541644
v,0,38.33968283239171,0,81.99339074715584
w,14,85.83458762616196,19,47.823358451972794
l,72,21.828614640459033,80,25.093493769801434
j,58,15.17008613817924,28,33.312083919823976
y,77,65.3922729675888,42,10.95633424716146
p,85,23.72882007671162,55,84.97590624737076
c,83,57.0831122088842,12,1.3840676594620738
d,46,94.95909114890287,55,50.65900002924805
t,23,30.38873029921835,99,2.6072512949197324
g,59,34.20895091410354,69,39.00288114497026
u,4,99.77430236510544,47,68.38963743056439
y,1,11.818177612239877,27,46.24701243655514
e,82,98.5406555216092,85,65.74630324626621
z,1,68.83947234922844,83,29.249472026075797
x,67,98.34955456707767,29,29.57012700223338
c,63,60.75183197932734,81,48.66061458347068
j,67,78.22365530619307,79,31.24187301151452
d,9,61.86335452825416,95,75.90355793278553
a,82,42.183581620073454,81,14.001253062515351
z,34,41.241555609933314,56,39.667271821716774
w,79,92.79610925992013,4,58.17332588728233
v,35,88.55733921935204,87,75.61536757471004
x,52,52.592641157155306,7,13.690688581306187
a,59,3.0865897776325646,58,51.04409711075192
k,94,2.057613266602365,100,6.847702239564812
e,81,0.9901789133695993,0,42.56698804272519
t,57,52.57543548635585,1,82.77675822473981
s,98,17.467206140807278,37,78.85817195907855
o,11,0.19491173102915704,31,12.45687171776254
h,25,86.83872000499329,79,88.44848065945558
j,66,83.69369106565591,36,31.21510653396704
y,68,8.027467726007842,55,38.47087924603767
x,1,92.59068467185345,60,49.38514010104974
v,38,37.863191221592004,66,41.96771180221786
s,93,8.619176380216963,59,92.42825065451208
i,34,70.40485601448088,79,12.7427805799449
z,6,44.16889940841598,7,47.77253921075266
n,54,21.375488311047796,47,74.45440976259786
m,54,30.59128432487802,2,3.1511378252325084
r,95,69.29622627330923,25,84.77048327113232
h,86,9.426781375933269,33,6.485301411898314
p,47,11.195355147768648,17,40.15698810225431
j,29,86.32283133007022,82,74.99717480103544
j,43,57.641465064154616,75,46.80515770579616
i,97,15.637178596648415,38,51.67779210830601
c,29,24.412555182920503,90,10.607772984697483
x,43,94.17941500296924,60,60.65497444604703
z,91,23.91951859877811,22,30.680639845925118
o,69,73.58222478765263,25,27.30575652364796
e,73,87.30663858131862,75,29.99713517316309
v,30,2.281420665065881,91,4.95777481792593
h,56,2.904983334888689,44,7.704508396262632
a,40,88.1065557896111,94,70.89072585535727
h,34,22.43968897820675,50,40.86015246314554
q,12,25.261502334760966,18,96.6940406327071
q,96,82.0933482946834,53,81.23004765446032
l,80,47.84385574631784,7,83.87551858582964
a,57,87.42867257223989,23,5.304997739201022
e,96,23.986774371976594,8,80.85815885331313
s,49,99.38602773611387,46,83.90166635346536
u,34,42.26466503265437,16,25.87051320474346
q,2,67.61450728388328,50,74.62450735423633
k,6,58.32614545865169,66,62.07549501618487
m,51,70.97050270375364,88,25.65149362946526
q,99,97.78340419371216,54,88.47728915102414
b,19,82.4560429376203,35,57.07163968457688
w,27,33.80744226111923,73,29.17746732868858
y,88,5.685991961832282,7,69.05550719822305
p,38,96.34856738366291,62,7.0857209650377895
n,46,89.45085689078319,90,86.10488352581174
s,20,11.334864626341368,64,36.310332208112015
i,58,77.48333964315769,90,55.563405485700414
i,88,16.6607790466314,86,50.605344730199334
v,65,33.4699636821256,31,28.584326579839114
q,40,11.622716846187252,70,45.076381824404656
i,50,11.684630431167776,29,47.87503933716389
k,42,87.83196790112324,50,37.05756091618946
h,35,96.56140935046129,0,39.58545336025203
w,3,98.46392931341839,62,56.387569922595915
s,50,2.678167157777589,51,18.53620109970928
w,24,38.439420180167986,80,12.793723518408784
c,5,63.80857540711209,38,32.871760316237456
g,53,90.39678875626721,67,82.41466062470421
m,99,43.14358076505378,81,13.544851646889766
l,40,89.30872784401173,13,50.55906711160464
h,48,52.82037601610645,49,57.588411848383736
y,83,91.14058230684765,43,63.629572109410105
d,98,81.02138350117517,3,14.27985171956646
o,10,47.68134467557266,60,38.09530092740645
m,100,40.48700310976723,51,58.029026117131835
d,25,10.163692575806948,36,41.39634239227453
y,27,62.836647688093116,81,40.69285708590793
u,12,44.042603784536894,94,59.76121724743587
h,75,1.6846284812013446,33,82.31161218894219
w,15,46.90349796663208,7,59.83553423323165
m,64,72.86451408502079,90,95.3897700654933
c,32,53.885363952987255,3,3.350013586223155
b,49,72.29726008720799,32,97.7941061338221
x,31,44.42310672325901,81,62.958047397099456
s,20,41.86529803388924,53,6.670724172922293
d,76,51.83451374147757,10,17.81041552987809
i,1,53.943864910238716,85,18.745498843520014
o,7,67.66553308938454,26,41.26468943830258
r,37,71.56469974994701,58,95.14369703434514
m,18,28.19098359971092,84,87.01310597641226
h,44,51.534280021833304,13,14.162034672033553
m,1,46.381176873123785,65,37.851053115776004
k,14,39.69473418388625,50,57.61508880126104
t,13,98.62349310256621,30,20.732069075135595
a,41,63.01537020668929,9,81.49080561637464
e,6,80.86821789328823,73,19.024142630005848
r,33,95.06022070620122,84,88.1390333340253
i,88,17.622740416673686,3,26.980059337616346
u,32,33.415251992681796,55,27.175965968725947
u,30,67.72564571763112,35,65.30085320866725
y,63,19.345729614832162,34,96.82715662060859
v,64,98.34933474064819,88,80.19351140767337
l,96,16.264808715133338,33,91.66435671085142
t,71,54.06100823590834,68,17.54321230435012
h,49,66.71892696255466,60,10.377515216486167
b,85,35.63319194906509,72,72.50649135530459
n,43,52.76105187346194,7,70.77510078669094
j,15,28.313595911423995,20,59.15759832013452
c,78,41.85622234226983,73,82.08119137367117
n,76,66.28023414025131,74,28.815155524967228
s,26,77.89308863383552,14,30.41852371524595
j,87,31.915723389097373,50,52.28688737160988
q,100,83.81632188416516,31,54.32460656270505
h,48,45.21430330832268,43,20.492208274157885
a,85,48.13453183795108,36,46.5883876591743
y,5,25.65141038675839,6,11.44276179997451
q,48,21.74707926531825,1,17.814851105990236
t,66,37.83094701008981,34,91.48237022918549
a,63,30.09368583235551,74,56.28688569846466
v,41,11.247193875359173,39,5.260010804044047
x,17,6.973465758840414,15,97.58799422589249
n,40,63.20975351325484,44,73.53375469949532
n,89,80.45304050254765,89,57.09480164969071
a,1,3.155270006059463,85,32.42301596842244
x,70,19.70684169257665,18,87.65842799957943
n,98,94.0304931952828,46,54.36645893099799
g,64,14.355035175116837,18,88.86786017049415
i,16,45.466272520982365,11,46.27257949417375
g,10,33.96659986504008,95,84.45282375348864
b,11,23.829918537788963,17,32.914220566766225
g,46,36.36016887696404,88,87.53273686984151
c,34,34.31105680931809,59,13.844013100034658
o,93,4.05784616667998,18,23.46516884332569
y,81,71.22114256875433,92,94.22907526240884
g,14,14.097436465192503,98,12.536008099592188
h,10,98.00090072898338,57,69.63649702301213
e,37,27.094401025168956,81,50.150410226198204
i,55,20.959114121478894,46,66.00745032583475
q,2,8.960115887743925,100,71.6780382446576
a,95,20.013824098027854,89,10.1888985156939
d,97,68.99420610828791,89,28.00045542753423
