V,Q,O,T,S
n,59,26.604388169144123,88,35.42294611942405
k,74,34.9354469287789,68,60.3622314803878
k,33,28.379861808600303,25,69.50757263463935
e,55,21.819408263505537,26,4.005794993908496
i,100,68.92566470497381,97,32.5645253655716
e,30,52.035530224823155,76,51.53014903858174
k,98,42.37525466560105,30,20.718994504746746
m,36,30.879449797510805,63,22.040210805883287
b,97,37.44192481611351,11,69.59853971856894
n,20,10.112966612995656,13,3.444872139332167
y,84,52.66823615107199,45,38.66162958445874
m,59,48.59489038023362,65,87.73931762666692
l,42,26.348222796733502,73,11.486859821514962
y,41,49.48968199202489,21,8.114933011048942
y,70,32.53331666869563,31,72.88343081523904
z,60,81.14111616637614,54,47.58930810694319
n,95,53.86445364369104,40,56.0957104598388
d,12,38.82693472797201,89,57.0408559421695
q,10,60.06069675762318,1,46.13306543939034
l,31,46.144724564725514,39,77.21172623708866
m,20,59.8566474811159,34,19.605648978944156
v,52,86.3342573960211,92,53.01249494207036
m,36,68.64823049677366,33,20.13885007030205
z,54,17.455087944674,17,40.9617157857887
n,90,86.15362254910869,23,55.349599161872376
b,75,68.15267834746697,60,92.45219373742302
x,46,13.163421102225803,37,50.97000913901907
x,45,2.770806013276117,26,6.505087092294093
l,1,11.394132578400084,38,6.31604139465749
f,84,14.22910994194535,65,50.10831249090935
p,6,88.75711499767137,74,24.582493674220395
r,1,7.501234637285636,81,56.08151101512182
d,11,34.966900903990336,77,30.55656626874277
c,92,88.52789267147654,19,46.03388696036653
x,14,8.654488794284454,46,88.46674642459742
i,18,21.7780871789489,30,61.2516717336387
y,2,98.03771457734192,23,70.59591240047294
z,71,37.54538211455542,75,5.157720240979014
y,86,86.1260865636413,7,79.1688058646079
p,83,75.78149273613401,81,6.583157656970706
i,48,90.98171063479066,57,60.941446424151714
n,31,83.05375697268737,17,53.18171834365334
j,43,8.009474014055684,67,1.0244335534601356
u,20,74.53413028531718,84,85.87434259083054
v,79,57.86514777936112,64,28.099721616034657
e,5,75.31750539480359,80,39.75938791674226
w,50,67.27175842436783,34,52.92569222193721
s,83,64.99620342257319,78,11.539293393869377
o,46,46.3406743509093,70,79.31158657326903
d,52,99.51036772875986,40,32.39892280730857
h,76,10.57089451077352,8,75.1187907763594
b,4,65.10485170692792,61,48.837694362250296
n,69,51.31048617084223,91,88.51038276833081
d,65,69.12004814357825,45,35.43702133779445
n,83,82.0322869694895,29,15.082912633816804
z,28,77.22835901500963,29,39.11122105945921
n,22,50.35273123447709,65,35.56669272721157
s,33,93.18297159153417,84,66.7229160484661
o,37,0.5242676804121715,66,22.090732794370826
d,50,93.38475802298265,79,81.25616712075075
r,3,4.523633654383696,43,50.03245969217528
s,68,5.330001185269284,78,82.97303938224559
y,2,2.188616519091502,4,47.738111964023524
u,98,64.03027331388638,60,14.40384179808467
p,9,83.0644686650517,0,36.395410517389216
q,37,86.42679220153673,10,23.988275007608316
c,8,46.961699165194325,21,31.10066428894124
p,63,64.42236649187024,52,79.51427713834062
q,3,79.4666646137336,17,22.219157650044096
n,19,80.91155695213509,53,77.26179153559309
z,61,51.332922202085825,63,72.0529748408758
h,58,0.6922826398422011,38,46.25935796173658
n,83,70.22837858202939,9,47.919764159569425
r,44,3.479696347376171,24,42.579570565563884
x,72,49.09634685623938,85,50.93828391600796
b,32,65.99430088198534,96,22.66802879876455
s,26,48.279283517722085,29,37.48679174342337
g,89,44.50178792438351,95,67.81089589862195
k,89,55.19878349765675,89,17.593363501784086
j,55,63.094132420344295,87,64.57166243415037
s,94,47.83007133368737,19,15.088643032684834
k,97,95.51230367419133,40,10.347740949550188
p,85,41.14265796328424,69,32.33336080841852
o,99,7.614322091932568,26,13.500684074285518
b,76,66.38534671640981,11,23.65766227437307
f,56,48.04526673348683,18,51.482228615779
q,78,0.1611773583656051,8,95.9504434278254
o,56,24.676607107484028,83,14.107922177486987
h,32,38.23102039717514,59,69.94203244553249
z,17,47.60456738533213,86,43.84226099406312
w,87,82.35622725648692,39,89.57056852481729
p,81,15.287901160549977,11,98.16338736662804
s,43,15.55212226666015,42,53.13499489326774
m,35,90.46049456234269,39,26.110786949875276
i,4,35.39182980195037,31,75.18225419078318
y,95,52.45504413156456,75,77.19956591531269
o,83,98.42464826732919,89,12.455730379202612
w,52,28.5891851377569,96,35.6182823543041
d,67,21.324901188676538,0,50.273661176117415
d,96,33.50557039047568,36,25.885220094461637
z,46,10.068315409116257,38,30.43668040769869
o,74,0.7197485250131974,48,26.572442397532125
n,8,78.31045261350363,36,15.690975437836595
a,1,20.04505547940274,100,87.58033633246953
z,86,55.01312871018652,46,91.85588220960267
e,15,10.315429191925595,41,73.71647419434102
o,59,13.597687447192397,72,40.228502965177626
t,73,81.4943270843541,3,23.631499095192233
o,63,50.889266352908756,53,53.53788827003447
j,13,83.11750182597393,25,4.885249082477616
m,20,95.45227989708877,37,58.06760746949755
l,95,6.1876668311178324,18,87.56383443152023
a,89,37.339196143677064,26,33.06281948422614
c,100,49.041056769976585,90,74.89027259522322
z,91,41.64071734720627,47,15.891923251600836
s,100,68.73608522178168,54,83.98769080902306
d,51,17.88734268362443,55,87.99303409383582
j,79,47.064386340828015,83,55.38647716475528
f,16,34.91400122892203,97,37.42562377309259
e,84,84.44222578759215,20,63.67716929650749
y,27,79.29590798637619,53,29.607957010804252
r,34,91.46918551559902,70,85.86815792353613
n,19,27.45535454952521,21,32.781772674819244
e,23,92.45350081259656,24,92.26135007494356
s,51,69.46586980169607,67,47.19919967551376
u,82,35.179621553468664,91,45.52784843506458
i,36,20.430153476520463,83,79.71141171367725
w,4,54.99332115167832,54,14.104723803390273
o,93,60.22443642112688,24,23.47032223499982
v,43,70.95007651911503,59,47.82339560872258
c,65,4.152454642139536,87,61.672510701456794
b,63,69.12372413860055,51,48.172503169329374
c,57,32.956291346362676,97,67.73002558724407
s,95,0.9769197760146509,99,9.348457349607974
q,44,31.89527529615609,87,4.522287242751
t,82,90.00891701493342,72,31.57459102175604
a,1,99.9113060021808,43,45.04539894177149
l,55,72.49718985595639,17,95.6718669332371
v,98,18.702795858184974,16,90.24967652418458
w,36,57.64974485271747,77,5.539977875549984
d,42,61.041352273003135,51,79.57413600155824
z,35,65.67868600903098,64,0.04524987765152089
s,30,3.1921975544174863,39,25.564863075359547
i,13,43.33130564942831,51,54.53649904299391
x,26,64.62306703262996,40,54.15267401747862
m,85,38.40982878122718,79,80.87388031315372
o,92,20.774819267597287,0,0.15675178865866002
n,10,91.59186193658338,88,2.6778797898564854
f,59,89.96170790470688,100,19.144200952687275
v,12,70.26298201107535,28,86.9765787640036
m,9,99.2657263457833,13,26.941437412168778
j,92,67.50545167983609,86,85.14399641868208
p,46,41.01556907791003,79,57.253887483935685
y,53,44.60848915541186,59,74.51288806817169
s,7,0.6465778227331742,55,49.01467997622082
j,70,22.56281294359419,3,91.99015190299296
r,61,76.70888489393789,53,94.57188889723705
k,54,88.01394619887543,28,85.21014934659871
d,58,75.12125014953277,15,45.08545540906783
i,28,36.75782521362302,31,1.843522389132246
n,42,13.685416279711827,71,99.28041687641566
s,69,74.303276273519,31,96.87822005926189
q,24,26.568623630545783,83,1.7438066377257422
j,53,2.3106822654668346,21,37.31434267277047
b,40,37.41922696166594,89,61.94195504006401
e,70,56.54374849049023,97,7.289683559910831
e,8,94.2357292432265,6,14.136920446869382
v,80,29.099884899575844,65,78.61682838875826
u,5,97.85495873555419,71,46.84222892681888
y,72,29.92146407438927,77,18.240756360527975
i,23,79.5804411078483,40,46.59833916281095
l,19,35.48730466983112,53,98.9421836984056
r,94,71.46449098745514,77,87.91048107960802
u,3,34.78347698993949,26,8.05824507777093
y,86,62.920913059871566,87,55.28524822772264
s,69,71.09669946459832,41,66.79279783671468
n,27,44.31341643917291,90,63.00856151037443
i,21,84.78287090256687,99,19.55644797122057
d,9,93.92892683594253,12,61.865186980903296
v,92,46.38017194661016,31,84.45264427807948
f,85,91.75830527447279,79,10.561221393533115
r,18,36.48402643369616,21,54.09676103831974
u,66,75.06880117113495,51,67.13607352847413
l,43,50.96693713220355,85,59.6121809786495
c,20,47.67709510551897,85,75.35719508573273
y,100,68.99309487755242,20,84.33932578722367
k,82,62.88078306811197,24,63.14390267794992
t,77,10.93399439395738,6,61.387848591477756
v,1,61.85328293417688,66,94.84794459177527
m,93,62.401291997443806,22,34.003016789670305
g,96,97.4275228850733,43,9.266366303303474
f,21,19.582691782056983,55,20.37320125603528
k,70,69.49082462328411,11,44.76905616262482
g,52,1.4647676095130513,66,57.75610984291786
f,59,9.68565571184844,55,87.01261245405053
y,64,58.23152449132367,65,53.160891128213486
y,87,7.996532016276325,72,83.04732309521663
u,71,54.12509069276242,5,53.09342384156843
o,61,36.412237563251395,44,23.27256099674132
p,2,91.38147338668772,82,58.69129771069007
n,20,72.48518239344095,47,72.10935606123108
p,63,3.840503216891533,1,49.24952504307585
y,29,69.55378258991428,66,38.91734957364129
z,100,52.15606970438459,26,0.21181806863361796
w,46,32.10686415790388,33,76.0013794111762
p,23,8.177803510453696,2,5.718951829388674
f,91,66.27098163509056,82,76.69802740234049
v,48,79.57404296218617,1,29.93097512096311
q,26,40.12819632571642,88,95.77098742943052
x,83,26.40864811309871,85,96.50801407971218
t,78,82.51891427281501,84,39.09736872730816
u,7,46.38544956282099,24,84.14835753088931
u,19,84.0744317609764,80,48.10870241095394
z,60,53.79035439420065,93,96.66144999022322
q,42,75.47996488749912,81,29.395346416010327
c,91,30.951007713048273,20,9.915352472894822
z,14,80.49676603597388,84,83.5268156734621
b,43,93.47155573181945,92,94.18187204887685
n,51,78.9644392480808,65,57.50361963955973
m,18,62.340889108446305,29,46.9431994998645
s,65,8.112285581422507,18,35.47765612846947
f,20,94.07825761820149,50,55.85311781480278
y,26,39.11980431941111,83,69.13491856039171
f,7,63.40819992554566,51,59.97212784585082
q,66,47.52334650303498,46,89.31626507431064
l,69,41.38717384143579,29,9.133552446218541
k,23,40.33554644260189,87,22.679838972408906
p,77,15.812097126265579,55,13.664203821227794
b,21,29.819354415204778,100,32.47384428058721
h,55,12.669772480846076,96,60.08462434217392
i,58,75.87754766727342,34,90.53491066660538
o,22,38.57005591082937,91,31.451943257351054
w,69,96.22617721142706,73,68.56334044812853
n,83,49.72696327386677,40,26.621679018042954
a,75,52.696782844521636,14,19.687394189884944
i,2,11.40769320557623,58,74.64186704578502
i,68,62.57991739273866,59,49.384226950389746
q,34,14.364441459293342,80,87.58452211604443
w,63,82.17237848679997,69,28.68127166141432
y,65,7.032258799984437,37,6.028703488028675
y,9,33.64120535313789,1,63.67327239643916
l,46,50.29295576544389,14,86.99898877752483
b,49,33.401688638407165,96,25.219483719584534
m,71,39.708140775217004,88,19.791614957529312
h,100,19.868898157850158,30,8.643883115128526
f,18,77.6877484067841,73,22.785700484646576
b,33,27.920489662905023,82,31.584958877497947
a,35,35.89822581693276,81,37.625440856217274
n,52,39.82172543251525,79,58.063851116003384
j,63,87.26688887716439,2,25.678708095606673
w,6,36.0219315866493,32,38.32978003968962
t,69,53.46431507976469,92,15.30203755696321
c,3,84.9424891486529,4,59.865611606296255
l,67,78.10528892779763,62,59.167389282070694
c,40,22.87374711549568,78,28.06961196668477
m,83,97.13434529830312,82,46.41108216649879
w,79,44.748892883472344,68,59.98603345867611
m,70,90.00977413959345,18,52.40436097846691
q,85,61.8940111062976,58,68.04255775888717
h,64,91.39676346131655,3,84.2995946137653
u,98,27.062367369949847,43,26.757337685493276
b,15,58.374659424052965,13,1.3664020846186342
u,4,52.295644967726005,75,75.02613577217195
l,69,4.397443452056027,98,61.16119568823264
y,95,85.23640243636672,38,84.48207136418003
e,68,97.77278211326396,62,69.79477511909946
m,44,90.36933628713514,83,88.04793773361428
e,28,41.17915026708252,81,89.5478292840704
z,9,65.47985711414461,45,82.42601073472059
d,4,55.72465666276103,62,18.87532830033154
n,68,36.698998455314346,71,36.994292609195256
r,84,66.92544037422473,57,47.75577474729514
e,13,36.81066633779393,20,97.98554564228176
j,62,32.28131493910382,9,7.01912322859144
t,23,88.19895770305814,74,21.855634035741012
p,23,10.725851656362174,86,32.196894351995574
j,34,91.3647635581591,23,32.10248613386321
t,49,12.878865972300746,42,73.26526090987356
p,66,99.31742194615461,7,87.84588285311392
t,60,43.86059461000889,6,70.9249203867518
c,10,10.823698632202184,82,16.4467667644007
x,87,61.12712149016125,57,7.560679691332018
t,63,79.32950831695243,64,50.488029302506185
f,60,71.64861032273858,41,67.45633489722108
p,87,85.85799626029414,45,91.81838295219555
f,31,68.23530649690053,53,82.01412319418725
h,12,23.87019858709929,97,17.887640856233833
j,6,50.04951441065776,91,5.321491634582653
o,80,69.63173537510319,56,33.61891233658649
k,100,49.99605957021372,61,81.8198169461935
m,88,48.88904728445836,13,54.76142307894437
f,49,61.6001556301316,85,1.6458181286044704
l,65,58.34975323867791,3,90.03775619037194
y,91,28.485881601138065,19,74.12486850541272
j,35,92.98438363354633,6,59.789574196963656
g,33,78.5189534161597,35,76.11596759440471
k,13,64.86617917378213,95,48.065881862272406
c,13,57.61026529780355,20,16.200370434552347
c,27,12.754475085458761,82,47.76733338298831
g,77,48.05163799212926,25,50.35659043879156
c,24,67.10419409375785,98,10.977511396140793
b,96,75.96358533400328,67,72.51008547286023
n,96,14.597547174986591,25,7.528772455063537
x,46,86.49137177078993,14,13.978063088282333
v,81,42.85908503525193,50,64.9317034242679
t,38,48.02539849679477,76,70.7233569036437
l,77,26.801002825109688,68,23.86254693181217
z,73,67.83025754641076,33,25.155896937436893
i,88,13.777900384817364,39,59.77177537678027
o,43,16.115912979026692,62,30.04096906909056
z,43,65.32424893635888,44,66.99941416682303
c,55,14.669059192255773,19,69.39803496558328
f,23,35.394769726244746,11,0.3757389980089232
p,52,15.831189529088075,94,92.87471774373003
r,39,60.56745433524146,89,91.75546367847302
o,68,67.49109162703859,80,10.161728433957595
w,40,4.942017737046511,37,12.904483172416214
k,51,88.97450249681525,93,60.08422368499541
y,93,72.12941282028582,68,74.63273714011648
r,59,78.0839371063674,55,46.54497494307081
y,62,92.36429374518869,61,87.27654936014673
b,24,62.80561313666969,92,97.46516634263898
b,92,20.898127249304864,14,88.28976417028915
u,89,17.366634533280923,62,7.173802320089118
l,93,23.084492774196097,99,35.4493602693531
g,88,81.98817295226054,72,63.46325270785728
s,0,13.401009097675287,10,46.7796560152004
i,96,23.741560245982495,37,9.248800970037841
x,92,56.45019378240783,95,97.44223474661943
g,91,88.87510993288265,54,34.24774153348245
h,84,93.06069605639848,25,40.318204130850276
k,67,86.24276725671024,22,76.91228625274891
c,85,5.166285888816969,30,86.30584165860327
r,58,44.18704419087882,70,66.08488530903051
i,87,59.016975369962665,68,54.52060500328615
x,92,80.4243799735506,33,97.53626885464179
u,60,5.814006631063062,89,84.943988684893
d,84,56.0449564321463,63,85.4704350259613
h,16,89.34249724217898,92,96.95778846257858
n,94,87.08334446981479,74,87.25982635161496
j,13,46.84377571932398,57,46.62908211551103
m,5,20.172768414631893,58,45.12542366201791
o,31,61.11198444137098,57,31.58899793987845
p,30,34.07217956923881,70,16.686270090934485
w,72,80.64799671559084,2,20.945719982103384
c,80,46.29758346333283,17,11.354681187777393
d,60,97.41709551086046,55,12.040525439507432
c,32,40.529185053580164,19,31.37473444416723
p,68,37.917961725737634,83,58.64156583328772
b,30,90.42578456286643,83,90.80617531364396
j,68,3.9826024186035647,53,30.940077560399693
w,38,36.2880300930486,58,27.574744454581392
y,85,87.23338983009585,93,37.2263749230618
y,62,17.46254806049873,58,39.079553767756224
t,13,29.781492373461017,34,23.0688795288021
b,17,31.902418597896908,32,44.724457609656135
b,55,88.56241064235626,8,58.506299374571334
v,4,45.015958467613984,3,36.204626783524084
x,34,52.72677600448955,20,99.8437682048926
s,14,33.03011170364669,74,40.227913806822755
a,45,39.38922305206025,25,38.392777837396594
p,51,36.2342341213309,95,36.41003163152469
x,32,27.065897320258227,4,40.22092661072333
n,52,45.184804679373805,62,30.8149591587629
s,42,66.65525182714862,60,42.82260169751145
x,64,18.936306163296678,16,5.842449056133026
m,99,43.35152984932805,56,24.606711148728632
o,66,45.842151988297864,64,8.347215106761618
n,15,25.705420789540344,56,89.19913009801004
y,31,81.18215347168412,4,64.35014552149141
j,52,98.3304721912486,48,5.829759393940536
t,67,83.63117898920993,64,80.0938058889033
v,65,70.32263562700233,84,32.577917396395165
j,63,61.53619347524042,35,66.41643661551076
t,81,50.51312909590088,60,38.75783692010207
r,0,74.79841632316551,21,89.0557510550778
m,59,33.402497069619244,54,71.4097049468939
e,12,20.621981618976026,30,49.35003095675713
j,42,33.3172164188031,59,49.83884710948377
m,61,84.43534898140467,55,76.88661566389865
i,58,77.76097287970428,26,65.48119071001065
v,8,91.10305680488358,0,58.16026772944502
t,99,11.611736980924281,35,45.56004429578928
m,87,44.5536514262532,43,47.367314908568815
