C,L,J,Z,T
d,56,45.58576235883317,53,74.39266089717809
x,41,79.65288961209438,93,40.26449045446877
h,83,57.072545021715335,74,90.23212989534267
s,79,40.73785418107634,40,64.52887593261053
j,90,25.20731168165239,78,67.04954739069046
d,71,24.21018271996389,19,99.28413705492399
r,63,55.70381986369086,55,95.24814707327637
h,11,25.548539257154403,44,83.14466958928915
s,62,12.665497362273449,98,72.9155562236109
t,44,76.47110325651099,35,47.676803745985744
f,65,76.49224045749527,9,8.912956455047782
i,15,29.722576920353806,2,53.67138359552048
a,4,27.954695354061542,91,51.961712868991015
h,98,54.80474121836957,71,22.598767611536818
n,23,50.43396981171884,93,48.47062198091508
y,3,35.90702235700374,59,68.65640233242942
f,47,0.7654818317354262,48,15.029757426930368
g,84,50.89235291729713,93,21.377670735781173
i,39,36.79687025015904,33,1.4273939399108482
m,95,16.3991655875389,9,76.66223149430944
o,100,43.801858631241174,88,94.08146633325322
k,43,96.15089079037912,10,24.31411225017698
r,41,85.74645547469706,27,28.10868144794081
c,15,35.553180450608494,45,90.45372481540065
i,87,78.9676539520079,46,17.217730940356535
o,100,49.06548879169094,88,53.148833464098566
w,14,29.713525569300636,88,85.24625302533659
p,17,10.029295626493406,100,55.49434573852462
f,73,20.38744677907659,83,63.88072699612065
r,42,87.710401240339,24,48.969585701872035
z,43,31.444902458623382,80,22.88002288791393
d,6,54.92401391379359,22,6.1527757210014355
j,64,5.208273686238218,75,5.528122715977679
r,68,11.900302206970048,96,19.638318487271434
c,69,90.54604789479517,37,99.42138448799597
b,61,25.685259367600633,61,39.88767092836287
t,66,28.80901812426656,50,6.034434477775319
r,56,33.84876387815907,74,96.16238658215705
v,26,75.46831641050636,59,14.340675955647054
x,58,40.469701924594894,63,13.610732507226741
k,75,61.76080936829057,42,72.81945792077005
p,83,50.86483703134248,46,49.44403474071333
m,5,73.83238452970924,14,39.10693029463107
v,20,41.12439773780013,31,56.64542098900059
d,57,67.90711314384423,83,28.30740941432689
r,30,73.20787192617169,0,43.012019052256
s,0,7.614938412241634,69,4.652060808072589
x,26,45.76329342571505,13,7.737017777500732
v,62,83.20882975539763,29,52.371249941848944
m,65,44.404496710271545,65,52.52783086659119
t,38,60.874742391262004,81,34.298335906167786
i,86,67.04675602587949,7,93.93616474252381
q,27,41.099281310016266,64,33.22802305507603
t,99,42.77938448722065,24,71.98130560230787
p,90,55.606522281794035,30,80.15129944752192
f,78,44.15763729388307,67,3.2792601084699613
b,32,38.78577187319882,12,69.98191560577504
j,52,64.69206262449543,81,7.022129238447938
r,14,91.51473320741712,67,94.95617928780676
k,25,81.64149762084605,100,40.257162361287335
z,15,93.07271186935318,0,6.679612265579992
h,77,24.272624915133513,97,41.27339711120263
b,92,55.574324168161674,89,42.638214641186245
k,64,13.655109402581244,28,72.79287757476428
g,92,70.85167738786909,75,95.10584104275021
r,90,65.64312679600688,69,6.918398343416088
r,21,22.7188725059025,53,2.3123915627886182
p,75,84.418388289863,25,50.76575115919392
s,43,38.6882369614418,2,83.48398059626983
j,39,51.888377075845895,23,89.24730100198614
f,69,53.53407400654093,56,79.50703282946017
c,63,40.78098293906993,57,28.652749328097382
b,66,90.63139514613175,20,69.41233234652219
i,80,65.70576732561713,41,80.71390156642457
w,48,39.75295832243716,67,15.253985244447366
r,88,35.93497747286658,48,72.28870089256854
f,52,53.28383041704091,53,72.0324692177496
e,35,86.4397214192853,12,4.529197941605412
v,65,77.93764702094987,44,15.802464636073898
f,1,21.284838612109837,81,20.339480250034836
e,52,90.84157657441693,1,60.28454266672886
m,9,50.48505397222717,39,45.559429363928786
d,46,21.18871057167009,40,78.98406483020928
i,15,86.3063319798773,87,2.577498217062535
f,48,41.81040884981061,33,92.99677128200602
g,89,35.80975107420635,31,53.735547474167575
j,12,35.748514476468344,8,20.73260185029587
m,14,72.71499420785764,50,7.431599243871789
f,1,97.8511182406736,29,78.07355553381025
e,87,65.61458232195825,15,1.3156914400656028
o,76,70.29607453823127,72,98.76435239603967
j,33,47.72254618073251,60,57.943299803168216
k,25,88.09119073503085,76,61.857101139717955
d,41,31.136439156975428,65,40.683817331305505
p,40,0.9226032921905158,66,22.243147169877265
s,6,6.422294387958038,61,90.94950672712218
x,93,8.544660158314443,1,81.00902404294267
u,11,51.86867339582353,55,32.713040774101465
a,9,68.6503912794642,65,87.37701408628105
q,46,74.90207216513626,93,86.92448318439048
n,92,63.56171825723903,10,5.177143780548921
b,89,50.72077628479479,40,17.863735293301364
z,19,38.3678915850346,4,84.25137042314952
y,58,29.197680107932733,23,12.547865535915692
g,94,92.19082077833124,21,57.82286243989674
c,17,70.76314475042761,97,75.28704687324463
y,29,17.06924962285312,93,46.55949632893412
g,72,56.38609521995346,48,70.23257704411537
r,68,77.19745533306774,3,25.580006800681453
x,33,33.93983324818958,67,56.76690473343618
m,15,27.275129643501593,2,18.951974606461818
d,37,45.98026162672626,87,90.45633958759714
l,62,34.30471078377303,63,55.169977090755175
c,6,65.49493189370531,76,46.52715753075307
e,10,89.22949647878661,91,32.882891136351944
y,73,71.91268937156622,48,45.38347258063972
q,45,73.03349516835837,37,41.57641894107101
h,17,58.2969580795617,42,60.67800757084778
h,61,67.82742472527207,43,23.70895060563377
v,40,97.76017382352713,59,92.49797907912472
h,57,40.92380733196689,53,56.996637588564305
x,99,7.21841455723744,67,31.94168551048685
b,55,63.256980874350845,51,25.195856465255094
y,98,85.00005732087756,75,57.190265034195264
a,22,50.67527241928045,45,79.08735437777023
r,83,88.02288418103055,17,6.927260345380393
q,11,86.67581263164399,5,50.68330362002305
s,11,9.6282718222937,53,50.7197478239952
m,97,7.361978103588774,56,47.998185539883444
z,53,30.72683212373597,11,35.77741150046448
z,32,95.72470570584109,74,92.04791049586642
k,84,43.277038532728895,83,11.41894958477403
q,35,78.7171453125896,83,15.42901763876461
o,59,44.3313583540479,77,20.90410152347979
c,55,15.658936160048187,80,67.11464118124042
d,23,71.02893472476802,32,65.62246988586871
v,27,17.773887937504263,43,23.680608564854623
b,22,44.19971533724092,89,94.68617407639395
l,8,35.31251626509454,46,21.22637368776622
g,90,75.33136105962889,73,44.60027970233096
u,49,19.76505294833992,26,83.7197835260745
e,26,90.08520445518604,57,35.62537606739854
b,96,95.04127157779956,86,35.741250974288754
o,44,84.76575341326044,31,14.927805655457437
w,22,86.60226318198093,77,25.349454179104825
i,20,54.17534516909298,25,1.4968004215956454
k,51,19.39855958175105,37,10.746677750583045
w,36,2.453387032746035,43,30.30591032716935
c,51,74.14442165455753,49,67.5969494239245
j,3,71.63885060072165,47,3.062062962851697
x,6,97.43853830430584,67,13.261750412423346
o,84,28.52461046511623,17,42.57220252094631
o,13,28.19397305619119,58,76.00706253241432
r,44,46.12803032358054,90,58.23926944403666
o,38,37.27324714442759,63,60.98936167143976
i,64,89.028088493911,10,0.3779406207689906
c,33,6.3736653961137035,32,39.13530395145703
b,77,93.30999501501806,81,17.440302729272016
w,31,64.33284052722932,24,18.856060100432337
p,93,10.491964861174619,94,73.3818982962162
h,30,31.521981926247868,71,72.3750479334299
p,100,98.90062672052674,92,71.15052447830415
k,87,66.64139067683354,48,81.23887625961984
x,32,99.35254910393222,36,77.32579627205523
t,15,99.2585744602943,82,65.91535739344518
l,73,74.78510869836217,31,35.900759270865436
h,37,54.90098724404696,6,50.06154634541251
h,21,5.876222785479957,8,8.361606856673177
f,14,28.891096691457506,61,12.32706093078837
b,1,95.46661945098005,63,56.39254759843346
l,23,39.105453753391636,45,20.327885264368174
b,40,81.89044695951199,32,57.22950429734293
x,86,83.72188962502973,4,56.22322825197639
a,5,90.14830456836627,33,90.02524626232825
r,9,46.782073717419046,7,78.97668574894045
b,78,73.0438469076199,22,95.15610439990306
n,17,96.6160263620671,98,81.07499648781359
g,96,25.349751036675816,30,47.804748303334286
g,82,21.097751712192693,86,44.63256288074611
q,28,76.11074547937605,4,14.531667205199472
l,86,90.85723459266269,2,68.38655677680464
i,16,66.88641048630869,99,74.58482063352679
z,97,44.25035700773233,20,37.68397191828685
k,17,87.51146319787037,71,30.975600976060257
i,23,52.571074037706055,9,49.79566227810119
h,67,66.88616134584106,45,1.8032093245576974
s,83,16.04559421971562,92,25.471390758363622
m,74,81.767993586221,60,93.10857076833064
x,59,26.884381457331475,63,76.64498273985558
n,0,69.47573697438322,41,40.30415686303424
h,70,56.366374844618306,17,46.011747306474085
n,100,50.45771454363138,99,54.20607144596642
i,21,58.207556734582724,51,26.22889367220812
g,49,88.15790244453481,82,76.23244837414774
r,11,80.49207557704814,89,57.10371302489096
g,54,0.30918069245450264,9,55.52899433230849
v,34,49.214983394289426,100,53.4706251737592
f,97,89.5377189935554,17,15.88192164078237
k,48,90.72270002078542,63,63.55171063916107
b,87,67.87599868545179,9,65.56694749046552
k,63,5.205436912030259,71,95.07837922956985
d,27,68.18362611776408,69,84.81814424320444
c,72,80.41992070466698,3,3.2261298039936714
o,37,5.618497340740181,25,3.9180153453557964
l,22,23.062607778074884,59,52.80741964713
k,92,19.374170184441763,17,55.49486913640506
y,53,82.78081418282136,22,2.1278281256357223
j,40,7.388817583157947,9,7.759169486066286
u,33,50.7680962459662,65,60.1396533333429
q,42,61.01707484381477,17,22.664058251611586
j,92,97.5617191537789,41,58.38121290065879
e,35,88.47029342624452,71,67.09091452716761
d,96,72.00002555628669,42,49.766867302715504
e,56,96.12193522676564,53,44.46750290741763
o,26,58.15505659797565,45,48.0828312180895
q,53,50.76049431237022,69,22.15823217518563
q,45,6.848701335129926,60,69.1677727926299
q,82,77.87045749356105,64,1.7294446758942317
f,25,72.6044185895534,8,41.67231492299519
f,19,45.89550461026063,48,63.042131590153204
q,5,50.750001833618406,97,65.79179957920233
i,56,96.913899121361,75,7.114809500611951
y,82,38.19923923274927,47,12.52148903007686
l,0,90.48905007973612,34,54.63864614107561
u,27,8.875196035630871,35,28.831324665836387
k,44,33.6722518659064,97,60.05185468526114
l,91,37.68338418094957,45,16.965270079037452
j,98,87.38661921231329,100,46.6820207967679
r,88,75.2364007246886,56,59.8561737878222
u,80,94.78493880271724,0,14.246909250729622
c,60,74.25779414923983,37,96.48093624258554
m,91,59.07757564425521,56,77.0046774995788
x,57,53.384135280442756,45,50.78401561366639
n,32,76.84252212106996,32,88.91708632769603
h,42,83.91327376693447,41,56.030997026951965
t,45,73.82333311492025,65,14.567666479568043
s,86,60.46876877668703,95,84.30208420256254
o,78,72.96717917841754,94,42.49177608044993
p,78,28.446722816442794,52,21.551222705056205
f,21,6.951957374866124,27,77.56012849012454
w,96,55.58833254431866,36,31.227859634937328
n,58,47.83242583801079,87,83.96578608082999
z,3,47.28945175195879,89,26.982518451892744
t,89,76.91950367815639,92,68.98065546340729
g,93,78.593074282634,33,81.8690738263388
l,48,86.93573585455799,18,96.19005354106098
n,4,57.579338690497416,25,97.80647725711204
l,15,60.60858297521639,46,5.636156425890205
v,31,90.25247614200278,91,91.71096105628592
u,68,42.1934887301765,82,43.392527208747275
k,72,67.58866242508282,73,34.11559535425799
m,95,47.41890634311744,41,80.3674542901605
b,99,80.45128249393224,77,2.856252582855212
a,79,65.34770488673716,99,68.41061549985832
h,78,36.7729492674419,55,11.5349072998168
y,76,48.030687889220715,72,8.555799917884077
y,23,94.76372985712345,26,89.54063175948264
b,74,88.65815297046333,43,98.32547938355259
f,55,67.99922667901794,94,79.51198409010904
h,89,36.53484495186572,95,90.64685799434166
b,75,31.03468843821543,9,88.23087340662042
c,57,73.06692369891302,83,74.54182776654605
y,38,86.68183258086073,15,46.243729880322974
n,94,45.63519665241043,55,76.12080071446525
r,0,49.82570864686171,37,51.304483110468965
n,87,63.85917468531256,22,40.100571158088016
t,29,15.20415049694236,90,41.45545819761624
j,53,76.79885918840998,29,49.900460726455755
o,27,26.778085406060715,36,13.882466985733688
h,27,20.15605385660586,23,86.29980476243524
t,15,30.972591579271082,90,50.77942864870525
i,23,34.80392742373305,34,41.06724350820351
y,16,8.192855070894877,80,28.43416494877139
u,4,18.591368930747297,48,97.08863589798679
e,14,0.38020187575884545,33,47.344930758229886
r,0,44.867498360701944,90,88.24432290571664
l,76,26.558396596913102,96,3.0315929836865485
n,29,27.158299406761778,57,6.810297675576238
n,1,15.954479693751633,39,36.71770980585281
v,26,37.573452315637255,76,29.615747211982434
j,39,14.09361494723581,33,26.086721421815195
g,24,31.498536104400333,44,15.57504132268852
o,9,6.229822860842282,97,97.19505074560739
l,93,28.46774839465367,90,56.836833628113595
y,57,40.51283837981623,70,13.998552760780925
a,21,24.400081094058702,47,72.16408427699754
s,39,46.34884655461722,18,13.785414176542488
o,19,95.23756308593249,29,78.75865714144366
b,66,70.4459364494614,18,46.066213679902724
k,65,1.8465912059161038,83,37.36735929551699
p,2,22.891940194697025,87,2.7573652632139845
u,81,7.9172295357032185,100,99.57785722850578
z,58,16.675675634249075,1,79.33039758004334
g,7,19.249584346960425,83,3.979908379990116
p,69,50.69657449437869,86,15.362457130577056
y,12,81.26614657778774,15,26.6723028874122
m,78,65.01922687719373,73,59.65949878416465
s,27,67.23631779825175,53,78.4464976786579
a,43,36.86437199001868,5,69.73646812440073
e,56,45.460180280968196,64,29.167498712507765
g,37,19.573508510699256,97,48.9235575299924
f,72,84.52955012010572,72,35.47007567919175
d,66,20.0185354591881,82,91.54023989544655
z,37,32.318786858321104,79,99.42169662907516
m,56,35.58553151781424,40,71.2362830165781
x,39,20.898097793862547,93,98.04818185810974
t,14,4.824368822839475,79,12.661254487828867
y,89,97.15228824440638,94,13.112729998166595
x,19,63.619259521164096,40,95.1481736632659
n,40,80.26241459463095,5,79.2194193141424
i,78,53.77536865456608,35,98.22516908850655
d,12,85.28013752943733,76,82.8390762390109
j,35,16.389963406885876,49,55.957794384520156
k,46,37.35836826405965,14,92.93756985335258
p,27,65.43937315540985,60,76.87737513274782
n,66,90.62260945871684,90,67.9665049411267
v,97,63.84337052132124,63,64.2934464659483
t,80,90.97417943855723,71,23.62236567605881
i,47,9.892521667913634,15,59.486090786780686
n,34,44.68268043546353,99,70.34656635367311
k,53,67.03820621751863,58,77.69403229302962
w,14,43.479333063444116,95,83.71189724368926
y,82,82.84859685772727,53,9.104718315122506
d,88,28.137105681273756,52,15.026831321936262
f,34,8.981067570083212,33,73.83626550986368
y,9,7.420378933627392,27,44.33406324556536
r,99,85.78991650159067,53,98.11158443030347
a,62,30.846345088390514,82,94.21908378873276
v,94,75.89350328351753,61,48.23615563121515
i,13,15.024462584051845,32,33.141205825282846
k,0,93.84730090783053,93,92.860293675134
z,72,48.78082601251607,11,67.82595608385064
t,0,57.38500425852837,95,88.46041243445984
i,79,22.80338690472704,34,83.178295058808
a,69,53.2816300022082,89,22.43628370961327
i,6,3.46597643871267,35,33.47346842427803
k,70,56.57118794566719,48,89.26739288552594
p,83,56.02609089173621,52,1.065563057717267
v,95,54.70156848766429,28,76.59568719662353
i,55,66.96818289986592,82,4.9292177308035034
p,98,86.49923038957759,48,31.0580382989854
d,77,87.1535910361964,87,2.1834019237227387
g,51,38.679132999696364,26,41.372915991071366
r,51,13.011127603826866,32,45.03712373283151
o,55,2.7770932566643536,45,20.46001421068022
m,64,95.77079478013535,28,3.774243087343221
w,47,67.78124774270069,36,90.552082374078
g,68,22.0415795569336,40,62.7660405283273
p,3,19.48005704973491,97,18.7238120070649
b,18,54.71040885921966,31,71.46806890640023
v,10,32.853279997501595,22,52.69985873942314
w,98,93.03829798053363,67,98.07454400757102
h,50,84.15065222262558,12,44.28454640783629
x,76,56.226854807304264,82,13.517787935237457
x,85,53.162237062293606,30,74.98452413866394
t,53,43.92884336974843,1,56.040804774116225
y,34,75.1626062485012,12,86.88009816183288
g,95,3.104332430206369,60,70.17188288030447
e,57,18.808793216369068,8,25.175967043652005
l,42,94.09700131192372,95,94.931439679596
x,64,94.93087122873186,25,85.61413376118635
c,43,5.903443898765226,45,81.21957017207052
w,18,59.54204535552523,70,39.55703645912417
q,38,39.99505302610218,49,36.707417519687745
m,27,45.990088033655596,39,82.94487806880855
v,77,72.02833157873964,71,13.140545553907168
d,79,40.609843179562375,99,5.028836193071906
i,31,98.05335702216983,80,50.13319292592268
b,83,79.795014298677,69,7.796294463807163
v,60,48.166442071782235,15,18.137668076968737
d,61,88.23655167248245,53,43.86148210792113
n,68,28.439049152787565,88,71.10313531728505
u,49,71.08614796636445,40,12.59490133800012
l,57,45.832089706393,78,67.36519654174349
x,24,2.8642107199951528,20,34.48647211800139
t,17,34.56765210314286,26,88.71827761341137
f,60,1.9263048578319508,46,17.09294523669387
r,42,29.924208169075893,39,81.44622854273305
a,75,96.48310740691424,43,17.085849503018913
f,54,56.29450203750951,37,12.86344313554878
l,56,68.97026481513363,25,9.651744678244889
f,94,93.00776120710056,69,96.8877932522945
q,78,99.87991967695282,43,38.66816368899476
e,76,68.45846240537047,45,95.72613692244299
e,53,8.335107884449556,3,70.90659090223052
w,26,92.78518651141063,13,67.71982449741277
