U,O,S,G,P
j,52,27.534250464844455,24,80.13795165433001
b,23,40.7747968124226,94,60.36505016419742
s,37,31.512865582596817,3,65.07942680707241
n,2,72.33284245938681,70,10.580619282989566
j,63,22.679255301677347,30,72.04690263962607
u,92,67.3494688645895,16,3.600869116763372
s,82,81.73121534842385,58,25.206991094134146
z,87,35.983941538927475,65,27.364150204955106
u,6,37.62247999753969,31,43.06346357929337
d,55,18.234804715543508,72,3.2978933643323605
z,68,86.33670552801995,26,72.69325885337587
k,73,81.88869872475718,75,50.29287351172997
h,29,99.39410911187858,99,75.32913502514164
a,62,52.47182854822899,81,56.6491746853258
j,56,64.33124690242536,25,92.90447079897355
k,8,20.558905679010774,42,66.31799034727597
i,15,60.220624864399916,18,29.59886536896367
p,93,78.54553425157947,76,96.48705423085268
k,0,58.06019703520645,18,13.115399286857098
j,84,44.00265093588981,28,79.93959633236695
q,18,95.16918806154344,2,47.5624356702381
j,85,98.05370763000677,59,97.51857034105154
b,52,34.041468149914834,24,96.32651201000519
i,74,35.226122311772265,80,62.091722016550435
h,34,76.1127330273493,60,66.09583784482118
a,12,40.905924175510386,31,23.077494202867534
z,0,19.584715889493577,40,70.62386377641181
g,100,38.341115635170134,66,82.21664688974256
v,20,51.90030184194564,8,0.5519277957764523
p,99,71.94993997323628,77,39.59911377812756
v,24,18.375454614255126,3,22.110946377009235
j,9,58.945325095308064,28,57.34978819857448
h,36,8.346581012029375,77,82.14518632408756
p,73,76.74985079345934,84,43.39990763872527
c,4,13.938457586808328,83,70.12123805297615
o,68,73.24204213759555,81,77.98680186008541
h,35,6.96909184337663,30,89.48777715841922
p,53,37.15532236122888,71,84.65699045202066
q,1,64.97132152517881,43,77.37101125135057
m,63,37.474005695979976,14,26.70850404091043
u,17,79.55999842673077,96,91.28862054177857
y,86,6.972334117739198,50,90.68275933273976
w,42,41.445267887376815,7,99.95064826223832
l,57,4.366028494142182,15,13.875825375131413
c,92,20.315139200399656,42,87.30313366524425
x,32,16.810372668695315,32,42.21247187631284
y,25,19.47124387441551,73,7.626443171737007
r,61,91.13202256848889,94,61.675515375865686
e,97,53.9846085340519,99,4.550130354483139
u,62,39.55267815775028,51,7.161518749447371
u,83,80.4540880463625,62,65.81855596777538
f,33,7.548834738889476,34,56.30898365163327
y,86,31.443703361492435,6,28.718854410649108
i,89,30.04763041413335,38,52.65062400047543
s,10,63.79662119143955,33,43.89187700410366
w,46,97.52598964540222,35,58.55589076866091
h,20,58.46449260647678,20,74.68118935390599
n,48,3.53662367351536,12,0.9012026710147336
r,22,98.99650754249788,76,96.94452292510914
l,73,25.524291877565762,58,30.92246888953809
s,38,73.04628338995771,84,18.794175211300303
k,43,68.09272981984485,13,56.759984866555335
x,92,70.06028665610394,83,11.893903263374261
r,0,22.93305941920616,22,96.36268372717896
i,99,45.44471496636814,22,7.232416260677555
v,62,6.6878550095606615,24,83.93410148875921
c,78,55.74197053771239,10,19.04958943982782
g,63,90.13878139045607,19,24.28062462393543
t,82,38.37649827386286,36,83.7954794794608
k,49,27.720267786011675,58,9.236848771314332
m,20,66.05716523722475,23,91.29678514353667
r,1,35.67242300231369,72,93.44631664395756
j,94,71.90977125820291,59,88.96536216254714
z,19,2.6977982278599155,75,37.2823145347945
q,87,4.4268518100122005,88,37.619916380063636
z,52,47.86829275943303,0,25.31320379391261
r,28,16.27852768367183,59,76.41532755891586
n,81,11.337036966162072,68,59.93776692075456
j,34,19.168782226241866,41,17.831527902304
w,50,32.46711906980495,95,63.09433950587692
y,84,45.25904339846699,1,92.33538461969846
m,16,80.97337165911765,51,4.604924703387359
b,78,77.60499624410879,17,6.311680171709321
r,54,65.58585181890824,9,50.14642424512286
m,11,60.61378743862305,70,46.272243532875166
k,82,24.867730282467914,99,65.60751761261263
w,93,74.34197651841015,29,21.352196226597698
n,34,93.64416178494773,21,17.290543073486564
z,15,51.63530491516703,55,61.55443045727078
y,30,81.96772819238412,100,71.70793558288076
j,45,82.38700272479444,10,6.463194161818098
b,48,93.92044682512537,20,59.731796838649565
o,64,29.006700313199076,97,3.828939909855511
j,79,92.75487389374274,57,62.686487290826996
z,55,8.110866694733277,28,54.671847134119844
v,33,82.78572149400757,88,24.105717161304685
f,43,65.24001234799006,85,8.7924113504529
l,75,39.6942908896345,2,59.81995779723871
c,90,95.76852531705947,57,57.71487575864217
p,30,3.3490974195665713,11,19.083541164269967
y,81,54.793144457560615,87,14.397415774338363
b,19,30.052164821973946,4,98.0456602145699
d,65,75.8815571914976,71,15.275335820272506
z,66,75.9251816653679,37,62.313825616887385
x,61,28.043102383184483,89,75.83881589473755
d,15,33.789833489015166,66,85.47023551544443
b,100,33.91425095239755,42,18.644022999623168
k,0,10.790923575687284,97,61.80710643564916
e,5,92.05724085408868,15,12.509238229722575
w,70,48.93781869709486,54,55.283798909115504
g,50,97.91929898716678,17,18.794728597959075
k,59,13.667996765355085,74,60.51383282611542
b,90,27.875994608290465,80,81.02517665181222
u,77,31.9051742915916,5,29.885121090976074
o,95,30.681276191727903,85,71.67069369986963
d,78,12.19250477535253,57,5.351442799237582
a,55,30.953097426703515,63,62.566892852086774
e,3,29.41405194052692,41,67.26954720869982
r,75,59.421029144469784,14,78.48845975182572
v,65,3.025140122095793,58,66.89121670336179
s,79,1.6977402248970486,62,27.980222092687146
k,0,97.03858857899141,89,6.32238818396117
w,50,17.956318061806552,35,50.883925320189505
c,25,50.54801667841014,5,44.82302895001261
b,26,86.42862028393218,35,71.72525612319393
a,45,32.174505830120836,98,96.28068556219897
k,80,44.13211292687889,56,98.46357225760237
j,16,12.906922024728784,36,25.856541764752095
i,26,67.25053264213466,65,68.55742582945132
e,86,58.099265481750706,42,87.99839693692394
r,76,50.80056467442648,8,1.4983447693797225
x,27,47.89646897109473,96,32.21992612005027
a,94,12.082779913654651,89,17.322342574890538
v,45,73.20575365840803,85,38.89796894844396
d,41,83.71865849355254,38,76.29733950130662
i,77,14.945772955915382,52,44.02384253793048
a,23,60.10869665590549,61,91.28936113231143
p,77,29.234915152347373,29,88.64674457130505
x,98,69.48675590226517,90,74.88991503071163
n,55,12.901985316622188,41,65.04492977322957
i,97,26.902518178580024,32,86.59282893038915
r,29,44.17662133972515,74,99.61477005548437
k,39,76.84894644612463,94,99.33771258278728
n,95,38.67622343281491,26,85.97991725812196
a,4,0.9383793590566292,76,15.48995023565951
d,19,74.19035670886309,18,11.076228929397281
q,62,39.57129108623053,0,57.034153650100464
h,35,64.59764340358328,85,92.20650366019267
j,34,11.512672572067896,68,39.37166983166516
w,27,48.51154951726263,80,57.25835599160671
r,61,16.55596773232312,95,72.47621806353209
o,21,93.53426471507561,41,82.42175242261371
r,33,57.5742121373394,39,75.77565673049578
h,94,39.00426106782562,86,4.372244440829798
o,74,1.285606852040544,13,97.95965158859647
e,6,13.624483567861724,49,54.89894551068119
y,70,25.56568428479554,72,52.303332402975514
s,30,64.94699222865829,98,36.47687521845874
h,93,38.019692372922556,77,50.260782200740316
n,11,47.84215267131358,62,40.925240377123885
v,75,13.570506994901155,57,41.64295251675013
a,100,21.384953696656883,100,47.25281946875918
x,44,58.80004817521901,88,59.20671426111726
u,14,82.96309729210887,17,96.19147907831798
i,0,63.194409787769544,55,58.770768714246316
y,1,21.12827760281085,58,24.26553085825577
u,96,63.20458694258879,47,24.564253251352874
n,52,25.55462804031996,47,91.52776971719211
d,92,2.4323917701146502,91,48.57862495791969
t,63,28.806098305320262,10,54.25840759139396
b,96,20.824577120850908,51,72.79313048170523
d,86,28.839365830849474,31,56.51855633554291
d,2,92.4026451099189,18,6.73673559324135
n,83,58.75635337912025,71,49.32917194899945
e,19,64.59709926133911,33,89.94653088632622
u,63,75.18021755086043,50,67.62841913222071
v,7,72.83767969827034,90,3.659092293161781
q,14,31.129666373008803,5,52.81172501375181
c,10,99.80431167481814,6,50.69250970502443
r,85,2.719368207744566,4,29.99378781106984
w,28,90.28778224134926,89,8.132203688089835
n,7,59.57919865788317,89,59.566740144523045
s,43,25.619046432640445,34,53.03697472969498
k,49,0.48530775998858466,72,42.64259848687345
b,65,82.98130140602534,67,68.04674765941787
a,75,67.57445015258116,48,70.37512026564026
n,27,19.730201088238264,99,8.774288613581938
m,98,71.54765562317338,60,93.79182126465405
i,69,82.33021403161344,27,62.756579506043465
x,79,50.61418228022635,30,75.85965295799633
a,42,9.315683564882915,13,42.616757894195004
f,88,34.108995135693434,92,61.102522277227756
m,74,17.92922716824571,68,71.84332932465593
t,81,77.34654934722415,18,81.27054758675251
h,80,74.02520742412071,100,68.89074098552888
x,25,23.300885821669727,20,25.339593921091442
m,78,62.369934798046955,25,69.66030616165031
f,58,92.1160812411002,71,26.172597518904883
m,88,68.42651409154365,66,12.336631462775449
v,45,28.91258995871542,32,56.967781906946534
a,90,1.1958359259004347,20,85.16031277594821
u,44,47.569076083131364,25,61.03590350009117
i,15,73.47532727312316,85,47.45417177409214
b,52,15.298681438647288,31,35.27699451645584
b,19,30.397343825345747,69,55.94302381242107
t,81,81.07359417598578,76,15.503457002110487
t,65,92.4542133653637,94,49.112355722109925
o,77,42.982944887156386,25,99.31570020738403
u,25,53.83847143365331,25,23.866398883346907
y,18,39.777614340218804,4,16.89115352134809
k,80,90.22017372685515,39,45.04987699755484
x,84,70.27368530707867,53,47.68267252931342
q,83,98.466723605548,16,62.86281978557693
h,10,60.002479883108116,12,24.38684716791133
x,66,32.76604698717783,91,25.448307402876125
y,79,72.27136724217048,51,95.68356340487357
r,28,12.994682240178424,80,92.16056102590818
o,46,12.954354674843305,74,75.00659584262694
e,54,34.00586298766224,79,97.6569375163119
c,65,6.391760139369551,71,61.57861116553845
z,13,64.10920098743388,32,0.770973478146153
c,98,56.83818584994063,70,79.27502014065536
o,12,91.36074642213073,81,5.014505979431217
b,90,32.466193733401546,14,26.829037731907523
g,86,41.83050158812481,71,98.9430056467096
k,79,85.23791442855583,37,46.33695795498639
n,66,12.662583814780248,60,34.88719629671363
i,45,26.703996268254482,49,27.031224340530535
l,46,89.34444628010733,6,49.15431617534944
o,63,27.721802003820518,55,30.330731312142532
i,67,60.393073225518336,18,75.61269749600086
e,95,51.27062900320753,47,72.97973372987751
d,8,46.06607665040008,30,53.24792187046704
z,85,40.73651478632586,2,17.918986115423465
s,37,53.312987437318824,65,78.19530219009714
t,84,68.31081841699435,36,84.37164916272917
b,57,4.108307334992634,29,28.175193857190926
d,66,77.21861410641984,89,36.0621578574696
o,59,17.52640976001655,58,37.45141060108723
i,40,6.000343749008619,6,75.94745536170777
h,15,62.628154540782496,60,51.30297031495693
z,79,83.15523591635207,10,3.3849112475553333
i,96,65.03289351478922,89,59.58624700354675
v,25,90.67555097129546,95,5.877063521594595
z,14,79.97256864262474,47,24.232812857898345
o,31,15.022378384718515,5,96.92880164329085
d,83,79.10522049828396,52,23.725857714690836
g,28,25.51297580963878,66,9.513216414532867
a,86,51.933186247032914,44,50.29165974857462
x,63,8.42742994467618,84,91.19304843335058
a,28,20.794032129837536,93,16.20389705473698
e,56,86.80686701258054,21,42.26808322583185
u,74,11.12202421610824,84,85.53838512062148
y,27,39.02425660437594,68,5.767189261423866
x,99,75.93033528522147,94,61.93869792675859
i,15,84.16878550086034,18,67.41105497484969
i,99,53.53364393991693,32,47.967254323651744
o,88,9.091290733167979,10,79.06592941083962
t,53,87.06681484307082,65,72.19879193856804
l,53,5.267531271256964,14,8.197441913712
z,84,50.833240517017295,17,45.33809077366724
b,39,32.98505450418973,19,48.70482196235175
b,17,12.724879947095591,44,31.60056934438059
h,41,2.0686096938670073,25,91.40530876321394
n,79,99.7778017085572,62,85.27695501163683
v,9,63.25830420010997,92,72.68745446022612
h,0,75.35961157545944,91,51.70648656969538
k,2,11.810424984351897,10,84.77374858326382
y,90,16.544094997038883,48,44.49820555683437
z,19,57.419148267470824,70,73.93902127945512
c,3,3.670215464502402,81,89.69152924596831
j,83,31.67414333646793,15,72.50363184572292
l,99,37.52539489181379,60,70.35608109972704
k,91,8.50824501269145,49,83.12471463875158
c,51,0.7181726830633339,10,22.117830371507974
q,14,23.34371445933816,7,0.7216328637618341
z,58,49.95636444149979,38,81.95376711130028
i,88,84.0036426382875,29,72.65247805949738
v,96,16.587732168238833,68,44.70987676917297
n,23,69.85186729350265,49,13.098530956083543
e,4,94.74635752785726,19,58.50145338477735
g,81,29.270976500335788,40,20.534181335108347
y,39,81.4100163386961,38,14.886099858847468
j,25,42.474779665552944,0,65.41969338165107
o,54,38.727876345380906,70,71.87858540365181
t,80,42.83921890075915,39,92.21098562968622
c,33,86.38899093955187,64,60.31586638165807
z,35,52.530644975508146,9,1.571042520012178
n,41,38.27165940776791,53,68.5702970996663
k,23,8.008309799478441,6,13.384982949888292
r,29,52.987159431093666,89,54.293669162893146
d,55,58.83879067005159,49,98.8949173254391
f,61,3.816320996161515,36,21.084638917661124
a,87,2.095089959712937,10,56.18204840874378
r,80,89.42686598736302,47,37.39773775269237
k,6,80.31985336128761,19,79.4840458580502
u,61,12.671369506463959,69,74.60247527527636
w,95,72.91861303008751,68,65.20051156726868
j,98,60.44901720328744,58,9.322654343761494
l,0,21.54962100258666,42,74.85451594439412
w,75,36.834368041206226,15,80.57248132311815
n,35,51.69506982957526,64,85.56630124010016
w,9,37.07645749877874,94,44.76240362149385
w,26,14.643021379221011,58,64.23537888188815
g,77,18.004113850823856,62,57.831350269050894
s,54,81.40767089012894,99,67.72523178566699
e,88,49.93784498338497,85,24.448050356819493
f,26,85.39615751350507,88,3.8891095319847357
o,19,89.51576047705753,65,97.87747743259405
n,22,41.539936448274126,11,0.8887451307653449
y,19,91.65488591409067,7,0.7772572081633067
q,34,85.13282523176197,63,5.37563216622009
c,4,96.89667695349249,37,16.58226897415256
i,76,85.0929962761318,27,22.852039462434213
r,55,37.83556599304215,31,67.91983645532572
o,39,46.091353368879226,7,91.11351031039263
u,27,21.41513841575331,48,18.760648154262473
u,11,50.88052549386798,2,29.665884834907665
m,70,5.729142124971931,46,83.3057578830341
w,8,55.58777001073083,10,57.48709232443839
l,3,37.99185531043484,96,60.86818579470514
e,29,92.8144345469922,3,72.71897012323872
s,69,91.46791879466865,39,44.76303300365826
s,61,23.01334545830358,40,15.135604678421021
t,29,37.607896030828805,11,65.45635871777696
k,68,21.91507568230209,87,78.62020353426153
f,57,60.23599235817911,19,92.68867793607245
z,42,96.85563277916987,61,78.64463195807599
o,41,50.36817169552968,18,12.385170584990169
v,1,84.92971794897556,34,2.353301744993852
a,19,66.86408410221834,85,37.57390410369078
z,44,58.309874937763475,10,66.59918411589966
l,5,83.29346285872805,23,4.121389240942341
p,86,5.931131936394351,63,21.358870382131013
g,51,78.92428392087521,98,65.89876943705121
t,35,32.464192827587446,51,21.061117138852225
h,56,98.34128635435194,36,86.50323254458628
o,13,1.597078244480632,93,24.02150298731105
g,6,84.35233043924427,31,78.70433936285596
c,44,53.86185339063352,94,8.494199279155856
b,68,53.136074437799806,1,24.20863519482269
l,4,12.693112428311315,37,69.4520540482802
q,9,6.92669074011345,99,32.86772639589882
o,14,10.226035078313789,58,7.643075079754347
k,98,15.999908105693939,61,55.530523273527
k,51,89.81731122984002,88,32.59444418749125
w,98,76.85314641897824,90,85.38905736712454
h,18,93.1038845148808,33,3.7649677330056197
k,20,24.993672286799175,52,60.24511802304329
s,4,74.74444470522096,86,39.13317693461197
l,41,50.34324900564536,66,1.3139489925285908
s,42,6.580249788218295,98,16.979274660785137
u,9,66.07409240864709,24,47.80721321579865
u,25,97.70975414743573,99,49.84848160137412
z,65,92.89267578217319,22,23.81532264218422
v,91,93.5086665779996,47,68.30413102158968
u,2,88.82331162367653,88,95.91396235160849
i,50,51.91814251215165,55,37.910791440292655
l,9,90.57272077412797,48,92.00341650156952
i,50,56.678582505112864,28,84.66267768501048
c,76,87.13918284903944,80,74.90287048021699
x,92,18.160816059123587,91,92.4164102650236
k,6,27.023982476528417,89,78.71778891447927
e,28,83.1259315596742,85,2.8390875889772405
i,30,18.575597942313358,97,3.7754980295514162
x,37,49.7034593791681,18,36.836279511962644
t,34,49.183701709100745,7,51.36191939180183
h,93,66.12845621392128,45,48.901107466984094
o,36,82.86155744462246,8,23.693892375542614
h,11,45.63382862819508,2,53.0669971115709
m,84,23.534546332665705,14,24.17765089739018
k,60,98.58307882767136,78,31.71625598460519
c,80,67.49884936672039,29,29.491005700253602
g,98,72.46411947505516,4,51.17303729811823
r,86,8.27420764775213,22,63.295539096416896
g,24,7.073938462163931,85,16.238690234991626
q,17,97.0610224498473,76,19.708062298673035
y,23,58.978623332969995,80,59.10508715286087
s,81,81.30527776435808,73,59.566341692316485
z,34,2.481557045186389,89,58.24775846022242
w,28,65.13283784728422,16,21.781216865621822
f,6,19.30631752967956,47,44.608256484176614
k,100,28.64645693871427,12,5.076692600142851
o,21,64.31763261796254,79,88.1978449824198
