J,V,H,I,A
k,91,28.18296247525701,96,69.90667517303851
d,4,26.992569092462425,24,3.617422498444689
x,97,10.35077291935268,49,62.13733682174072
w,80,36.881812143243295,44,62.064231408177214
k,69,42.89994194583369,57,27.81658350115581
i,62,99.37989279414036,81,88.44134333160312
n,93,21.000259792607622,27,26.57181603696417
f,39,8.20424262747813,43,38.00501695588808
n,78,8.268504686478718,96,85.32533975091457
o,22,78.4939963066161,82,75.46582749269027
j,88,33.99337120085225,79,43.12398270252
y,60,15.851357484745588,64,0.12924628380369674
j,35,70.2222661722612,38,72.54915502106901
i,50,1.0160874138685938,12,23.56278126536854
y,67,6.628098794050075,11,38.15828662827256
i,16,18.81970125605673,47,44.27225560055478
n,93,84.08559945994584,72,76.65393087876195
v,37,74.95279445451195,63,68.17548519226872
x,4,37.58627018985773,96,91.19976023053248
j,2,71.35700320106893,10,84.67971501632977
f,10,87.41889403663785,98,9.58304379423237
b,94,83.7967955510501,75,91.08275907081808
s,60,14.196539729091395,15,15.138758771934002
h,23,67.11577777495359,20,14.990295358039173
x,60,33.9045321289028,82,38.85291504201187
u,14,92.31566958185982,59,84.3480363872175
i,34,56.19024944559244,31,3.7704471137971485
g,26,7.086456384432138,63,29.89682014399747
e,20,43.58016266393733,85,12.93329137079019
y,72,29.25829229486552,22,63.849080912636815
a,85,65.95841436076267,56,43.19275838376968
x,7,8.458545280804664,5,32.96458207598847
h,64,82.9095075996893,1,51.50307939726812
f,56,5.290352128416398,78,41.048099794028246
a,13,5.520477047766825,88,12.630458768117181
j,22,52.9451559462115,89,8.027404915484858
u,61,66.4256089914871,15,9.12861073236899
j,46,39.635265773921226,81,38.73435238682492
e,52,89.12093474649669,27,36.789844587924726
y,45,37.85358306297283,97,26.46869081229395
l,71,62.91544900407481,0,90.71519734979691
p,13,89.15949035546417,21,84.33860753305726
u,16,59.023351214424565,97,91.68008402555564
i,38,30.85719006868528,64,52.67466689462895
u,59,83.27604367859274,0,17.50839954805421
o,42,41.68737973925259,29,86.93832162111767
w,29,58.85570000176268,78,42.216935403023555
y,56,77.24756006365985,40,54.616421401412076
r,81,80.6569871913831,52,16.30340686534518
d,38,85.15152687088272,7,91.65549818465473
y,15,56.42740440814021,20,67.39382485533957
e,44,35.21177492337758,6,41.42758611775591
j,18,91.34603543985692,64,6.573350772095676
h,23,59.92767294931345,71,51.724442494058756
t,88,91.745928446736,77,76.87642487757688
u,75,29.46990534807855,70,20.918797016874024
b,88,80.26268878016171,58,71.79671827411363
c,25,10.317174919110062,63,73.03673509546198
d,68,15.60527349489158,94,64.01953696492116
b,79,94.54335095714566,90,63.2760939481959
x,89,50.069290522109554,14,79.09406176262037
r,55,24.749988457001983,98,43.32611183784013
t,31,56.10927621675349,43,43.24633403287086
i,39,67.30601749436585,82,36.31461746062633
r,8,31.934482727047552,92,71.0793896891192
q,38,29.63026158090193,16,22.16533543491499
d,82,61.793789820106845,41,68.71626026301915
u,85,79.50249325977671,83,97.10664979249889
l,6,54.182428658574246,33,22.55626732838959
o,15,2.8422510310068816,50,34.61338965872094
i,51,2.528344640824809,18,31.285708532820276
z,36,12.581699705778316,13,70.27172341400086
q,13,3.5106838680445063,32,62.64477137716064
m,76,92.10960454086008,43,58.12189915221251
l,81,56.704168001442724,85,9.000930753512614
v,11,26.548080607576985,90,8.192635147936755
c,9,81.52239951767558,37,77.00340110823693
f,52,15.525770943185712,52,96.65448177774807
u,70,10.243060292530126,65,88.13956240349347
g,45,24.113951878041128,75,2.634336790263425
n,44,79.55570900441546,48,2.4049266501984357
g,26,87.43072088587138,74,36.33247318522594
s,45,53.64489109069158,3,82.5158536767393
f,69,64.39072992272511,66,71.9845200253346
c,21,18.801115606767162,67,45.29513292036895
b,15,69.74435767471981,11,94.38453318288322
y,48,45.97698554911601,87,75.47645543167515
u,59,51.30306004740683,45,74.46530260580762
c,3,24.33084127504037,13,85.5034889652156
y,48,60.505136050981775,65,87.9806872034886
v,79,96.33274897190898,70,85.18551281096968
x,75,28.939154307930593,17,71.17130645936382
n,69,71.31221455895012,22,11.241324006626519
w,0,93.22793158161747,14,61.49188561470993
x,72,34.47930987572534,84,40.57898451930468
w,17,11.070758622702638,42,36.41342819532274
q,22,57.36389327696114,74,22.09836614302423
a,87,71.22161848202458,14,10.415470662724779
j,52,3.0059005900552993,55,64.84947347631524
l,95,43.66964249803148,14,19.801710890707458
a,56,2.1196275533243436,75,23.343562498937686
o,48,87.66762330843414,5,41.747344955010405
a,42,19.897534094910064,46,16.0053026652237
a,47,59.59409867102517,22,26.198677932217585
g,15,49.200759416129245,59,40.28523464451571
i,16,41.82476234454605,66,89.17351920767092
h,43,24.419445863834,87,33.17894886982516
o,44,10.527727918521412,41,8.261720112004845
u,19,82.06763257835024,6,12.548136238659024
a,47,0.4944544609837731,5,5.918764572665336
c,4,75.37664330670705,61,55.00736325044979
j,91,10.112001899262157,50,2.668959611085353
y,53,49.166455560338264,68,80.10807770748517
c,88,79.54548357196157,57,31.28484612245157
l,66,72.24313984810817,63,55.98424972521382
l,30,7.495338672331597,41,20.707276988961166
d,98,31.548616771335126,11,30.304027741682017
b,1,78.67567865652317,90,22.032510462740827
n,95,31.49743533417221,55,13.020565022900454
r,10,13.935641650227327,52,82.53759777576104
r,49,47.2992473175585,90,30.1894308179657
z,2,45.051353618797464,46,71.9922542699458
y,11,73.05622586275025,42,84.06177076271398
z,28,54.16827007329113,30,98.52748164935005
i,48,76.15956832902815,59,58.36287731692919
p,59,63.67187279015044,38,10.30470767787046
g,11,32.65646032575127,64,48.44578041793355
p,17,48.83426348400505,43,58.47589350178991
a,52,27.14433004938114,59,13.350554911708157
z,13,65.7524527890249,0,85.11416151971507
p,61,23.992613709967014,52,81.09503537313849
v,35,6.15351762766887,78,47.06304301217556
w,58,95.90878933991323,26,47.96617643044419
y,10,5.098843383300366,49,54.027450725025375
z,88,11.087898991208,60,26.75061675908539
j,99,56.77862398563367,64,73.28288092329049
i,31,9.135042694779493,72,9.148586095923738
k,59,33.97221157414497,94,51.29432207829705
m,98,85.86909367559836,4,54.84155243989404
u,51,79.92300713765334,21,82.65592021229563
m,98,16.412716301538456,59,98.57368908513057
v,34,84.41232101625872,16,18.407385026937284
b,86,77.54638336694197,5,97.44755704133586
r,31,22.94071641232164,75,50.012254481044714
r,36,39.99448562969344,27,35.52892002172799
l,90,63.21660690974409,62,19.168186995199466
f,95,4.685610827506581,38,8.97352494589223
x,81,47.04712532140236,54,29.34200739239762
n,29,76.00965433925633,42,42.79692185346647
w,48,36.99887728155659,67,54.44010273398919
f,75,89.77732679314848,0,21.77877777923971
n,4,25.658013711966852,73,59.3677286251962
i,36,47.492379778353786,3,82.60526888590508
o,98,64.005826290129,48,26.671303079816376
p,15,54.338171583290084,68,21.861865698828243
n,81,91.83011764804594,1,4.090714410502416
g,65,10.108985965548545,51,50.30783310034569
e,37,27.567937228451655,74,27.683338341113007
n,1,50.539342794394095,86,15.979038185407301
r,75,86.69024207359321,90,51.87743845033087
b,78,1.8748936873295485,77,76.51317150661797
x,91,75.96475995418537,76,38.546461069213024
e,75,96.66135279908292,54,12.654548841823631
s,93,75.6089316271584,17,60.26415428832043
f,49,78.91205794555646,97,7.817162242971154
z,12,27.638625793690963,25,77.87826600999391
p,32,76.23812027404449,93,34.38754421033827
n,40,78.12601646716176,82,51.17722674055318
j,50,43.94175876939524,33,80.65919330352945
o,23,88.59218334690514,46,51.93664430307597
h,86,30.69793139197291,76,26.84440528715797
r,49,33.14920151705253,40,84.69990837457557
r,1,70.68015414117612,99,43.36237734064918
z,17,47.11485466791545,67,32.77728142829025
b,88,35.78812469421806,51,43.483469084521
q,28,46.93080605640172,49,67.92018676270463
v,67,73.88262848268465,43,72.45764610707788
a,24,25.807447845376863,26,3.73089245751822
a,14,68.02334341110749,87,71.77643479797669
y,96,80.10090916661656,47,23.528687422655636
v,78,14.562576743121436,34,63.45668432875333
h,92,75.13434801550923,40,57.77875023885319
x,88,81.46080284434191,56,56.67956836909529
l,96,8.389299258795402,82,29.44780914507199
s,41,92.60689986090333,48,3.111162506674614
o,59,21.93178206065629,12,94.85220485739364
p,21,97.8223161051681,11,39.74862458304379
q,5,67.66793797796944,100,92.57547262017911
t,3,18.10992704001403,67,2.356945608904115
h,69,61.841700196657875,72,39.2449520654667
m,44,86.98815645958403,95,86.71606618492216
z,77,61.68099643217877,10,58.380729629388405
k,18,47.66421580224098,39,60.11658729995801
q,41,75.55901957181965,56,73.12820377130578
h,43,59.637211743387965,17,19.716756584651908
e,100,22.775583689477173,55,28.568725572832687
u,51,52.964401401378545,25,42.530358095640565
l,12,34.02630937540011,69,52.33281642995157
s,19,47.82728328625415,61,79.87373955308476
m,91,67.94341232982575,16,72.3685536270214
b,21,95.26909227503201,52,43.40991774569254
m,61,12.36148074728508,13,38.063936973450154
s,68,58.32042864751824,16,66.60004442365238
e,2,56.968086305281254,23,91.1354640788159
m,32,95.00881023345836,86,39.59625490815731
d,78,89.19638987283003,52,48.75347281735183
p,66,43.11901385232326,48,0.00692269688488123
y,60,13.879379799220482,55,92.05663583552318
e,66,56.23510374450862,43,0.5261510471474939
v,2,12.020419982520691,1,20.7796935683768
f,18,44.90567171029136,47,93.45969449345895
n,50,51.75251168106367,50,37.93186938557482
r,78,90.15110583600568,32,8.610722991740605
i,81,13.100800831013482,7,75.01820438251603
u,5,83.86997902306852,92,35.60063961701063
q,63,32.55218132993946,79,86.25676114605606
k,89,81.11797913907193,82,59.13363208142982
a,21,10.625150555713725,88,20.86067886521057
t,18,94.59306742718844,55,93.75400691112148
z,36,33.53325263595093,48,56.27942207022101
i,61,46.55396470530783,87,2.4726910272008795
e,91,16.7936400487788,87,93.79497031872852
j,39,99.68169693741987,88,37.095575952295135
d,14,89.26076925538648,77,77.83717621398003
f,10,24.40901033539744,6,2.189885408034864
c,72,49.72290804608058,56,49.618663097851766
l,67,49.958420895403364,15,54.12976175123888
r,56,13.232466392159626,34,26.33023056438094
k,24,85.3595537456579,70,47.578344993037135
q,32,65.66793081540818,12,3.29678498818583
m,61,62.32848073155558,66,45.27802681354325
f,56,55.42556105232072,35,50.32289659175678
p,37,34.04281949329477,74,37.8688917930682
e,25,47.870655454481955,35,39.6187587009222
q,58,91.4340772027403,72,98.16445813063768
g,19,21.690295714215424,48,93.08040733269695
v,55,28.13137525920797,2,62.056355893651286
y,53,96.01817976927524,84,88.56378021208722
l,12,73.29991159004265,20,34.997222040092325
s,21,3.721486750019354,56,53.698751531140374
h,42,98.80312430918201,49,70.22386734321317
o,1,17.095717097926922,63,19.534138239123234
t,94,94.84182977284793,72,61.03995403250203
h,98,0.8227234985024756,24,10.92119424130733
w,14,27.00689410037439,31,49.341379170624556
r,62,76.91339853415955,16,9.34413594689345
z,96,67.68166605810472,84,39.62732984217986
g,9,85.95750407626956,31,21.48508103930653
u,98,15.446400326526287,52,4.372098795448698
w,92,78.55000209903928,80,93.71074695880988
n,83,25.90365813639217,70,36.90312896534399
t,61,29.260483528064285,61,38.069142937680965
d,18,9.58078004884656,29,50.45594819701505
x,14,94.72594008096006,43,2.7123054650933343
k,56,9.547999186819023,53,67.41218262800332
s,48,23.574230360111404,77,36.96656938531603
g,61,91.9627610154773,63,79.50087885753273
w,6,88.58395859850089,93,94.53793597667534
f,53,6.687777621190449,54,55.786006514384034
w,85,32.993600926257095,82,77.0197953768809
a,8,88.18976230772103,98,25.054461027838947
q,88,15.429114641177621,68,68.3920799351782
a,32,87.15055312299489,94,54.751106282753156
l,16,56.18784049722333,32,81.90510862135064
h,58,70.4857435545149,17,24.732043509622383
r,20,33.507316795231134,50,85.97343017323527
r,77,47.68560942297031,60,68.24518190155585
o,75,6.456024083383893,83,16.500937324815023
m,72,81.3958773770521,60,53.705242709420865
c,44,37.830557833029566,74,44.446673998482254
e,67,97.62774001070323,84,63.05935976789655
l,32,70.56021944656145,64,18.596682676502752
d,45,40.03141029962156,54,36.420021470288575
k,26,17.46386926393996,76,23.5334722502338
n,20,90.62064682876392,5,18.579090981853962
p,15,94.0485335126604,49,9.619553328017705
d,37,97.76899604791072,51,14.846834330023917
b,68,64.08286077631973,93,20.297723417464997
c,6,76.42068242881437,92,16.933261718094204
u,15,83.31627699490429,77,74.49554261118753
d,35,93.129908507623,92,23.331307891584274
s,19,4.312012360741813,35,91.5921742740205
k,21,56.61827331106617,86,75.57516150727704
c,36,99.08609260119324,28,88.57043741782257
a,58,75.49014916203205,43,35.04094180058899
q,36,41.797984962909375,55,50.38825428566194
c,34,34.566439991034024,2,68.02968726043449
r,69,27.856638925482702,24,87.43410993717168
j,1,86.03379255404946,78,90.88872994180839
t,94,33.43961590958023,20,28.56169737478622
z,83,87.7285970920049,25,14.192551867945703
j,45,91.35133462896302,70,97.53234410050182
x,57,88.4844693552164,38,15.159804702932933
k,26,9.270355705513623,18,69.46398905087764
i,75,29.917227743493235,53,78.53719470315741
p,2,73.53332400831145,12,46.46786722195498
n,50,39.10301262116648,70,1.9588342089051802
o,0,89.8316143767841,15,16.68915735711497
d,4,79.85950644308949,11,3.309920514905851
s,20,92.74110591400803,73,51.02120515392763
t,66,30.403682613167447,80,29.67252855591116
o,65,77.0261544948232,100,70.38188474168952
w,76,40.51067559599257,66,75.2577331611279
p,62,3.184004196904322,31,97.89758019796568
j,69,52.29324113230061,1,91.76549598444501
e,37,13.770556782283483,77,12.445526379689797
z,13,77.97658333336254,95,34.31204477922388
j,44,6.128967196668034,3,91.68885738558834
k,39,75.62304923194645,94,88.02377891203948
u,12,4.636534905785017,85,23.10493264615624
m,44,62.336256169423685,87,96.13669185730728
c,19,78.80622201814413,51,3.3008176525660793
s,59,21.346341874143548,70,31.652742772753417
n,17,24.622121094769167,8,10.436568854752403
e,96,26.995384266716005,97,75.33293134447871
s,57,25.834911463210297,89,23.351008476793744
w,97,95.49206683779397,7,33.33318825648629
h,90,38.101654500896764,95,75.27458844440963
r,97,28.122288968792564,8,19.540839537125652
q,95,22.643799722996725,7,70.19520769541042
s,55,86.16718577788953,18,63.66522782405627
w,35,7.455198220209103,83,97.64932994986762
e,76,6.853734325218818,45,23.286257062614247
k,70,17.96088094573207,10,44.789765830709335
j,41,3.927338391701507,82,9.073181455511282
l,86,78.79890760329552,48,76.11776200683819
p,99,7.2257369533503475,38,13.258051811943815
p,83,60.08790789769163,85,7.11051808024955
d,41,18.41041569925902,82,18.58766525455784
k,36,65.3010635047849,89,18.038629456315103
f,29,89.07416044709142,12,35.149547258999206
x,93,23.116174380932275,52,36.120093198825145
l,91,55.9503458149964,37,97.82691573891728
u,73,0.5261607540420488,82,68.33209686857725
a,80,84.92840478396396,81,13.464628795724742
t,27,50.02220470170558,80,39.949684350347404
f,80,76.32476513120241,39,62.277905124208225
k,12,26.961959067845576,94,48.395053233000596
r,25,85.05433471980184,90,81.10297929479964
d,36,31.713079639820375,71,71.30138576660102
a,46,45.11313310194289,35,66.81258555359673
z,81,10.442160311949845,78,22.141750991786136
e,91,94.49624122461013,45,89.25782777063979
n,20,95.81234399984058,69,79.89026776185025
d,63,7.2119508987879,76,23.890682625927774
u,64,40.53903316754882,67,54.32725633262512
d,50,86.41084720896555,84,0.25438256459103803
l,74,81.90078739938565,30,47.040417210484975
a,21,57.33574949067016,75,66.90244097870125
e,93,40.62959441507004,65,24.434862539012503
v,6,61.80651564582713,15,68.88268044674604
s,1,46.16507950816312,91,46.73126282055002
m,66,17.8226796173794,92,52.27099980855181
o,63,79.19373724046925,63,62.481664014959335
c,52,77.63852712330657,34,73.26869027360601
m,90,96.17732094147298,46,78.73651450829824
g,96,73.01782518771574,35,8.26827708449528
i,9,77.75169011220558,75,36.02253704863506
z,65,32.24100342080458,70,71.35840921796557
j,79,34.755838853458734,85,66.59168843000076
a,43,53.2334632091278,30,22.381286595365204
q,92,65.72023364621279,25,11.716617883887048
z,11,86.70446183885369,70,51.29331493334007
l,7,19.071480998642244,22,62.97100805468426
h,64,54.71252557009125,92,73.99353119852448
p,58,79.72872124701516,25,46.28186035971781
z,81,96.87847401270619,81,24.20431365944934
i,41,20.69481100232249,57,69.55073734261347
o,37,81.20289348421507,31,21.46817172690878
c,25,99.0910732035883,2,3.98429700547831
p,47,27.134800692859717,74,99.30309008380628
n,57,87.56953928502391,71,57.33589174050599
k,32,48.66109458772417,97,5.456519104502067
l,100,96.68997864967479,55,9.321585677470445
m,19,12.968541650113142,81,10.021913092946921
c,10,98.08349848453791,43,25.05134878925459
w,19,4.214715848254014,52,21.541525726638977
s,92,36.65498640306938,42,55.36335957833194
e,29,82.04895747201891,51,54.466704184521454
m,37,49.53288544286332,7,40.5755771447248
x,38,27.14080296047824,42,33.0303386873702
f,97,61.052440094197756,41,89.73486217147526
j,60,4.415676475128816,7,31.6969231443473
g,5,47.57045434503967,98,18.805739152121713
p,31,55.209908655128444,91,34.895033563187994
