F,B,Z,S,O
h,40,26.654355988267763,81,72.78870455438081
x,5,59.42414293906779,16,51.75346009142601
h,1,45.98789889028959,49,95.72020005934165
x,92,19.48728102186028,24,90.94017171656033
o,22,79.22500687299944,4,0.4945649609968794
c,32,60.84659418702309,29,70.84169885383335
v,71,11.773496046650834,64,97.74038395028953
l,51,83.28022917945248,19,89.26599985054237
n,56,20.317190920464878,66,68.26006712480721
h,97,41.84188836626035,90,98.822843920485
i,38,96.42509295137836,57,63.02064876372743
x,36,33.48099731706037,94,88.28335457236321
c,70,71.49472687907632,3,83.79586791452903
h,45,27.19186667092458,11,22.987599691215475
v,46,50.49446462688123,8,64.83654229217713
h,75,10.217917693686617,26,18.987318372356967
p,7,96.53203276120486,43,76.55403950894406
b,15,4.352189548052632,73,43.94622373932393
h,6,35.75828725054554,25,1.1544587879246282
r,17,64.23433616573325,43,68.86292395778023
x,97,28.568624621112782,6,12.300619099763367
b,89,79.30977397892218,44,87.36744231829238
h,55,37.205125162016564,68,13.041343764102054
d,86,76.91331441129098,16,88.72791250549132
m,24,38.726285092708835,44,43.93446293196332
x,1,44.73265231344801,86,95.66831614600184
w,94,28.85112633013992,19,90.83182205255328
m,63,19.762990564283534,75,45.21801665679385
q,89,16.307067335847414,86,43.65902085781867
e,36,95.65108076139963,26,66.14915477955076
o,35,49.73121137575419,83,8.160706737741297
p,73,47.98202895669099,9,40.183800262307614
r,30,92.25047031522963,63,46.23148333846188
g,32,45.10595794932142,77,99.20584223970258
w,68,31.38026802035889,44,33.006238188857836
a,41,2.7583009725539953,20,15.905163347249685
w,29,9.169795711469675,87,3.1513345965953454
i,56,38.70058605016732,78,99.3692679803975
o,83,91.65453058790887,89,6.406978444906408
z,54,89.2773063629425,70,47.31670314659101
z,61,87.84385870052756,27,59.061824119052886
v,75,68.07424404291352,92,23.21454000656652
q,60,15.735467078441678,63,32.77223123622428
r,6,18.15955787982094,83,64.69978674270625
e,46,96.4412155217521,67,88.21612903532683
y,52,7.815548448696507,47,93.03231858630735
c,68,5.473805675482469,70,93.29486299068995
y,90,89.26807802219197,34,9.939601235577689
g,22,6.166940222136574,49,69.37064204218046
n,60,90.29296960166721,9,72.74477322896182
z,99,95.53464614495765,86,15.503777001074436
i,98,27.390976719296788,50,54.140956656207976
i,43,60.56092397560015,51,78.83821536539942
u,92,11.117696418788302,58,60.21315261541987
g,89,70.27179070044926,12,12.033695356731899
l,52,54.077598313084394,18,13.545022564674557
d,91,40.39980428359505,71,64.60744029186252
a,33,26.944999730992294,14,44.518631044886334
e,88,75.68024136361126,64,33.72285069153337
z,25,36.14535874607962,3,26.73147903185814
b,0,14.191240702915241,47,0.36606961506908675
n,20,67.85693784649386,50,46.48054333558848
y,60,17.416433621839676,80,98.57176529140601
k,99,54.81377412158695,28,90.94499551000645
n,53,98.03430197079807,28,12.227166890206876
v,95,18.50774241533195,67,58.565370563058295
p,13,92.73418006473776,31,44.58030834733646
h,7,31.442337643528795,33,38.87405000780439
t,11,79.69195051248676,74,36.41249479840456
i,87,58.42493369816148,84,26.029133044486418
f,41,51.21656666345802,9,59.3802304862863
m,65,15.233933711325898,13,96.16731909476593
s,14,10.473969934936612,58,41.895666049255084
g,42,9.514352827311923,24,50.15421150440663
x,73,63.12872837661092,68,60.70369922284765
u,47,74.61198053504262,55,13.563317007140196
a,92,31.44812016875056,93,60.912797158144315
c,38,53.20922309150191,91,32.87266690603451
l,16,64.78026655317464,69,54.32182497588703
z,2,57.85390971959926,10,21.71169243366341
l,99,33.33672663491741,88,19.913401766056495
c,33,2.547277406543058,23,17.891541458702243
i,77,74.92790900019898,29,91.70679978759291
u,68,48.62321053942904,74,11.613797831891869
v,3,58.95227228871918,95,63.7636240664232
r,58,96.57750471981085,62,20.278206125578556
r,51,21.599073541766955,28,80.83616130224023
f,90,18.906711221987205,98,65.13143345039529
y,80,47.530317602822315,55,34.33193818092295
v,100,12.154940885343047,6,76.30047380289943
u,1,12.404337323118519,24,77.67008095992908
s,8,27.16456479169591,65,34.0029540793477
u,85,55.625174927576424,14,23.82840868534806
g,60,78.91179259624192,6,1.788694273912017
g,23,60.13250541861589,73,4.764408644865325
d,2,76.88858225040411,87,69.20170433631353
g,73,37.30753124353997,23,17.36672899838444
o,87,26.23223869624557,16,41.43921097996841
b,3,16.955086658022324,58,26.010727605876973
g,95,23.208560649174757,47,75.21044532533826
z,75,47.869261180434805,2,91.82421054627349
u,32,62.68048830911324,22,25.459715817835114
x,56,89.59688320937525,14,18.514524633557215
k,98,59.254148671555285,30,90.59291464982428
y,64,98.19179638705702,85,32.639324280722214
n,59,71.40464746512232,2,40.37217248368686
c,35,39.906381371403135,46,51.39153943459769
h,31,43.26209080927151,72,44.921808497032536
d,70,47.77847864670155,69,31.09553899361742
y,71,97.21231116535425,52,55.29508398291942
e,79,97.84568156968501,10,53.053415278059276
i,18,35.70541813002092,5,63.31879720577902
g,93,78.77170832580319,58,68.64068634823612
b,56,18.96360928811506,82,68.82098883905155
z,37,24.254143618837965,68,32.255261411086586
r,5,64.45127862417228,73,30.545338581822623
v,73,38.6372231619008,40,42.971402796124835
j,6,99.2506108786557,48,35.08664851684248
q,71,40.24679607197044,55,48.7743072927211
c,44,86.80279258027585,40,23.85659864524554
p,86,21.218986746454092,100,30.706590716626504
b,68,23.941783601404698,72,3.4331444102565944
t,28,17.410685456544407,36,43.27662846380641
v,45,9.537033428024365,18,24.59721412091462
d,58,26.98541874174616,68,10.761679739965402
b,75,17.48410633426527,4,42.334261186410316
m,89,26.439768323732938,45,80.52220277637905
b,95,95.21816539843194,59,81.01707814055392
v,61,10.361568943169297,16,73.06413318818431
o,70,87.43126107768641,0,44.19941667691452
x,9,53.813786289340584,68,10.569279258337815
k,58,24.35725719565579,93,40.60081174801008
b,9,43.62681503819602,61,9.272287358158538
x,77,60.22962155242495,48,26.285649237221275
i,57,41.25494803085405,80,75.13559624123187
b,52,50.77450672104252,33,17.27808810742577
m,69,93.76947293705152,14,69.20272386826716
o,98,97.10752155819873,100,33.63986988399541
h,78,71.98608214300313,14,75.68803222373295
c,100,80.43305471371528,54,3.6888525085014834
b,69,66.34915462522731,27,12.488039389486062
z,71,35.77203120060028,52,11.356877159974344
b,85,68.66495603583897,38,7.7811563487569675
n,2,66.27574440794123,18,26.52274726296716
a,64,51.55116599398409,14,24.236347250244282
v,31,76.61851669905954,36,68.05210524626467
f,74,27.82272932723615,84,67.15216340557514
j,79,9.093240190362295,20,65.29462783967844
z,22,54.908519384329566,97,33.667739201500304
u,61,28.945325525908004,72,76.8600436067147
n,22,33.41122648820415,24,23.734504135069358
x,64,53.927253706914414,95,56.5520982296541
j,1,11.87542558901702,73,41.337379745635005
a,65,46.02085025760182,32,35.4907188294039
d,53,74.0210458569464,33,4.758817915890834
i,3,90.53473754078739,64,8.63027699358886
o,43,21.638521865765703,20,14.627198168577015
k,63,79.7959383949825,83,12.243767047338384
h,36,63.922492742876635,100,23.12713696649863
n,97,42.572337852081574,92,34.733497258751164
f,98,95.31525920185365,51,20.54511450754046
q,77,39.97270857561469,1,89.24236300515983
s,23,25.53743213788564,50,54.4842268416426
i,63,65.33701392206746,40,97.1378219771493
i,92,7.824588646173369,83,0.045367467298240705
w,61,66.34961320902667,9,48.308165765518496
z,41,98.62075430352294,94,65.74336763580058
e,34,93.58823376241406,14,24.895287474756678
f,28,52.00760129767444,5,3.5351460894322173
m,53,53.877094029709994,90,70.95388158451455
d,47,91.32795460305856,98,69.97664348474424
r,96,65.7993547371533,79,85.14494587052752
z,90,66.25621169471533,70,91.95269488150223
g,77,31.844541994054588,0,98.43293153749083
z,58,80.59803501367566,3,60.145854489150786
m,96,90.8775026334334,87,7.466804482924239
n,23,55.42460765540017,95,51.711768121352584
s,90,38.47729721099864,10,36.0735692303626
o,1,95.34820042360819,93,51.01946803835317
k,56,6.30121996673666,97,10.64359876410933
q,71,34.01230567729881,88,65.37956069293496
x,38,10.840333151149862,70,8.519783666116787
l,47,44.33603062506215,5,30.340146085398047
v,81,76.2311725004736,5,16.75113465464283
s,51,66.51944164781943,20,45.419290630078436
k,42,68.21276260513926,98,22.140672448244036
g,47,87.76381351155614,50,68.0324393913159
o,36,3.427282048940372,55,27.156676330786013
v,13,79.80723490915906,73,46.57183946220442
u,69,91.91663001564959,4,62.878504571546955
q,76,56.09602928664044,7,16.58084633333138
c,64,63.03879186206447,36,72.25416621530286
c,71,13.679990465312475,81,24.747987801902795
r,95,98.24879217843478,54,17.581999753139023
g,71,98.47070866979283,80,81.85279005014917
f,38,56.249102965664434,47,81.89124464495235
e,95,26.089325379079888,91,79.98179222117867
l,0,98.46832016947832,3,67.31396592091487
z,29,83.29279799127174,96,32.38578865988681
h,54,28.049562700624588,3,56.62790289498568
f,97,76.66043786116532,64,16.103162699938157
k,55,74.85957917247028,33,65.87326015228386
j,30,5.425888598628781,17,58.95300785487909
l,7,93.6970213118775,18,47.47993584932891
g,14,68.6337006536308,88,98.42454709653103
o,33,14.351882798836524,12,72.82155241920283
x,58,53.329151048289766,78,0.30341390435971727
u,37,89.05542859543858,37,11.678801641060844
n,38,28.542782600526007,51,81.30584201645543
b,91,75.71748117032398,28,42.55032442311734
g,22,49.73709295599996,7,69.06430642136961
g,10,30.68255739818493,51,65.1234833798291
g,8,98.5769451570276,4,80.07386671560023
v,25,6.244018696416154,86,8.91434089588854
m,74,22.20206812350678,83,60.92372690649722
e,100,88.18856090748622,50,97.7875191101929
i,67,48.52007407987394,88,0.8559396865142066
g,43,74.29817610490718,24,25.695861810423526
z,78,4.016338067317782,53,0.20319952929148677
l,29,90.72491872412637,68,3.9871069184844066
t,67,53.897455244145455,57,9.742581076207346
f,41,91.18941829245198,77,67.8338768629826
e,78,87.95836069530068,37,54.60669540736862
c,14,2.759935195233043,18,3.5557937603305834
f,19,84.48223121434062,92,11.582867127777796
a,84,17.431383432291415,97,12.429174600075344
a,89,89.2120571302973,52,90.7141259117456
g,78,70.77761756601268,8,34.55996948228174
v,2,21.051507979917005,88,27.24550560653588
u,3,81.56021230752647,53,73.53668315219694
s,87,34.76816588289172,52,84.8391630627059
y,2,63.04118285250689,45,49.45260434511295
u,85,51.4095744559253,81,86.47109174343151
d,62,44.26973967826521,76,34.94485670986792
x,96,16.060150664203555,16,77.36598867116396
v,37,81.78153135982727,47,22.09687083946521
i,33,80.8369040364596,60,60.8949902662269
j,44,35.46372656815813,3,50.53003628904169
y,23,36.070576903192794,80,14.999459363922686
f,56,48.790581517191555,30,43.47694901173649
n,61,78.2369657315719,70,99.9885066352573
a,21,3.619415584751551,1,8.575992013214329
e,29,19.46812588459138,73,96.51258162259016
x,43,54.268755489155836,34,60.54923506214946
b,94,21.931923500597538,32,18.25117618642046
z,37,73.7176176657104,26,52.47358287593584
i,33,18.320031305871687,63,7.256448167253038
x,17,17.637157973955585,58,5.80484308784337
s,4,10.866215570538662,87,82.49985400350378
h,59,93.12913613183076,61,23.86409498732156
w,48,50.006763711936856,30,68.74865120896077
c,65,0.6309943601185086,64,4.134075159908024
v,24,86.82353091073475,33,7.987890283577115
v,98,46.16476712069088,56,70.18798754034994
v,47,2.867476965397797,39,2.4293885832747053
m,80,14.503313022871712,13,36.42009997394533
g,67,2.778638337709094,22,49.59914418210267
m,74,89.06462977782338,20,80.86063725470521
o,78,30.917462326346225,29,43.25325991522225
a,8,3.572348982878437,11,29.50894226230828
g,51,55.31613223534092,21,15.642516499335123
t,47,87.38416281325286,79,80.05279080741764
a,52,57.54880790316361,59,25.364243443371905
e,93,84.44500680387735,39,88.58477149603799
y,36,42.22487284021332,85,16.24727981188855
e,21,94.75240959704252,80,89.38519056544716
b,21,97.78285499562594,66,29.43555741565821
o,67,93.6909421949468,80,79.26329038340609
m,18,70.94342937539156,80,40.82602327331946
b,48,32.619855190759836,64,45.36286594658564
p,33,32.670576948046524,84,92.33734505850751
w,50,7.379283782961066,97,77.48844884487661
d,72,74.13347407816835,99,5.555101973157495
x,88,56.32994564975651,0,20.20050335389523
x,47,18.986354057258815,86,67.31400243160337
c,51,5.213601454890771,88,11.266646316063344
v,16,94.25484461894568,2,89.13325820844985
u,31,25.60433660329623,41,89.50817346474284
g,21,95.25171993722105,54,39.74031703233584
x,91,87.3559186385796,26,58.29413556956433
l,87,40.8182624783059,95,57.9872954009568
n,43,14.462423650122814,7,67.72910226465545
l,99,61.83918193511477,50,84.44224126314668
g,70,77.0750388276839,64,30.62015016648688
j,20,54.25756625053128,83,13.70961916015425
c,6,49.5586313596467,96,66.48216946450482
f,12,16.53814641798843,60,20.06216206559348
t,15,91.66520541133801,80,42.661194418144476
o,25,11.673015586288148,86,44.6931409680728
z,30,7.815834954879774,1,57.79416038478087
p,70,82.70782852774201,83,28.439877563285098
k,10,84.27169461899679,1,0.6137716920131431
j,23,90.9244299628598,45,45.525518174084056
s,75,76.58927452317877,90,4.403082347721432
b,71,86.89490130626484,8,48.868788264350115
g,67,29.583099066313533,50,92.61702084600957
d,74,1.3540006646683977,76,93.2121803457743
y,14,31.925346495037232,40,90.31309354914158
m,86,47.22723157411474,23,6.096265449393057
p,100,90.37406521680924,61,96.07209943866948
u,88,35.00343303340595,1,97.88299088456735
x,48,43.06041263089075,2,78.21507544339235
r,14,94.53985726506288,77,64.10599904316688
z,32,31.723675518855043,5,6.678974879915067
o,90,82.75101009527175,60,93.39849321932965
l,24,82.91718196643771,13,28.652356311537318
i,91,5.423552210462146,27,47.68776923424731
a,28,85.77949686051932,43,63.135197807479784
c,89,64.48213974190502,78,15.164693278410123
m,23,5.494413785642715,22,38.765505495531016
w,61,93.20600151726417,87,80.31291955156766
u,36,25.909968402205806,58,20.86008161649453
b,10,59.88572559670124,52,8.785753503411687
s,61,51.91665682918269,93,91.58373957351145
f,79,18.112998396425063,3,2.642782905374186
m,46,70.5877316667967,38,95.57349834655619
z,6,40.831617301546395,85,40.26805961704576
d,24,99.57385876086477,59,34.296721045770106
d,92,62.99831085703137,59,61.91559801537018
r,95,42.83319052211071,10,43.109753321695656
l,46,75.38780338428322,67,96.02575447194998
f,67,91.40199495415061,9,71.7641180889736
q,92,66.81388269183157,69,52.07314297015071
u,56,91.06703563277252,63,64.06351615793939
s,66,96.09704522954225,86,21.755061606835792
r,58,54.0579604069159,24,7.1400414578891125
u,18,61.10503858680124,35,87.71392189699753
h,14,96.70206412939258,56,23.932412768972235
x,77,92.7534572212366,18,49.900774530129944
s,26,12.210820900712172,39,25.993559613125605
f,17,48.47345085455991,80,95.0954368477797
x,8,80.1037606139903,3,6.164509170015952
d,34,55.87613134543405,98,62.245077721346306
d,64,72.70013778721143,7,31.999705914265476
x,39,70.55538337564596,88,21.740825221255456
s,61,75.77825035106584,88,29.538135934540254
q,8,60.92686698648002,6,63.99787823535837
v,17,45.92946588695356,21,28.30579849715493
l,58,36.71257339952872,64,64.64220597802164
l,81,76.73746337445664,58,82.75168241875535
y,45,64.23295091618093,50,12.207911648249103
d,32,50.79400799094705,69,67.3307657246269
n,72,22.253303144030024,19,79.60938091842348
o,17,44.73882896874626,70,39.68654023254574
y,14,50.51547964033581,33,61.97434502689402
o,64,61.53705235053142,40,51.46655824783809
f,35,81.25306766870563,77,47.82080151566566
f,27,88.49956048564007,97,64.48393932871325
n,68,99.41812719507685,93,91.44799047460218
m,36,75.59844339408492,100,34.676373396339564
k,52,42.706677144023374,91,99.1592983332169
o,69,56.57391348573631,3,73.40450207547738
k,30,48.72311706257143,85,18.88226043868835
r,65,19.934757656148673,20,66.53329540143581
h,83,99.67611641188911,29,62.50830141588363
c,61,2.6207568660501557,98,33.46661809111805
k,7,37.000501923407946,24,25.67060110375624
o,87,91.0753794283527,84,83.61025379997174
o,42,42.79819487588098,72,48.2381754954014
j,44,94.45193962555138,9,5.467490164197375
q,20,65.43660947305241,5,62.40832582150939
w,2,2.946848120937229,5,5.03482384480437
l,13,20.193176222173403,1,0.002632155143567072
m,59,56.36041730742482,64,74.88872886254214
y,6,88.32920179541503,55,6.951230739781133
g,71,91.84789800629804,32,30.537316769079183
c,39,45.45355203008443,81,15.491823733542532
o,11,82.22696448554193,74,3.11589342763956
q,51,47.770035034763794,20,65.53215528362894
b,41,84.39606719158593,95,47.44066714394396
l,14,76.61319785135149,36,33.394078408491765
p,25,58.69378322708172,5,89.94000629406256
c,100,79.17881957726081,18,64.87881702625391
n,56,45.884800114644875,39,56.32624734209198
z,26,2.5417709646938347,24,75.91972754103072
r,95,6.563824020220322,28,93.74085425832068
e,51,62.04880018179535,95,79.33135258026037
v,35,52.77273399371746,82,46.076133939641664
d,43,43.455504620732555,57,51.99712340850079
n,52,24.950573018140933,65,76.61495584574072
j,72,94.12357190098129,20,79.27627957766371
n,84,45.41577145191028,63,39.893407566465285
u,45,76.52564303559033,100,1.3695206250656011
g,80,41.63949225231526,55,75.31753374718032
q,33,73.65543377471671,81,62.617657011109095
