D,T,O,G,C
h,60,81.73159132867696,86,84.57822951176928
e,31,97.84058050023503,9,0.9319345676946478
l,40,42.6733244859952,21,99.60751755269006
x,10,65.6611989599963,31,83.58046519836603
n,68,6.286290750018175,55,95.85456971108152
c,79,47.48274568613161,71,18.432100033898003
s,45,26.672384873955735,56,23.089249602783113
r,15,21.530269042359063,14,54.44770966863377
p,68,34.55725519489927,16,46.15171202960815
w,27,99.60038699024045,75,69.91212039345663
r,23,66.64752730338202,27,18.83112326043227
l,24,19.42680785569125,81,2.3618224393297305
v,12,46.14069727022966,40,17.628573432674987
u,73,81.06513229631113,38,88.59779674904846
o,62,50.14141270873675,45,73.0678817726352
t,87,55.52696754939582,32,65.21843157638433
r,20,97.59787113658574,6,12.697205824011126
h,65,41.82123114089451,23,44.32811085830455
y,72,97.79942455486659,97,49.04735133775138
u,47,64.54780927466925,17,78.53711082745144
f,96,99.12901243075449,12,55.46956083211114
h,67,47.5729656434383,64,81.28664665688915
t,97,3.5104015243351383,67,83.08078701207533
l,82,76.00983976472254,63,43.190488883490254
m,66,51.377902301401704,82,9.51618789551113
a,96,2.7114886640531632,82,45.61110950701072
u,27,25.295560532804306,22,97.44516184654775
q,100,21.269741101532514,73,84.56799167874671
z,74,94.61077735938159,66,47.0796497784905
b,6,81.87839779183183,6,79.8164535259057
l,25,4.582272258382536,55,39.37477267455025
c,81,64.57134752007279,86,75.99699962230262
i,3,44.08741386383295,59,69.54283787670722
z,4,58.107489073091415,4,36.832233786691006
m,55,9.381885088675169,38,79.33155347611583
s,44,5.299147055509357,30,20.64280697917028
a,98,87.12068401024324,62,49.42774367172381
i,100,79.7892864032174,86,78.78392282042829
b,17,68.49389413634653,64,88.8608866797923
y,72,32.53572171392539,29,43.30413557581475
n,95,67.71173721086734,11,67.7647445357173
f,40,10.89158047501202,53,8.62336212573398
q,67,23.02439596375735,70,23.668163890442695
y,99,42.95855385856059,84,43.850086097940675
q,14,26.736339803594035,4,69.51247084981162
b,13,79.9478647111349,97,67.25887642120784
u,79,19.02638177056346,80,40.72498953263721
x,26,8.07688485365584,92,27.851234403149594
m,24,84.6389521206107,48,72.43437037239504
s,35,59.94416363561512,6,78.38403827237063
a,82,42.38773760815289,85,55.58378266905526
m,99,2.7346287265706093,18,69.45062481825002
g,31,59.326704151198385,31,92.81120939886057
v,69,48.428034329613446,64,69.48993119128657
i,22,3.045733720788113,94,7.332501028177396
z,43,17.365199272160016,34,85.758391696331
z,60,90.7693042320616,28,80.85334552474096
l,49,67.30469526719084,10,43.47041437243349
k,45,78.24912342660802,66,88.68491742551797
c,59,54.096314335181496,7,54.51244970237552
h,66,43.67612503361582,24,63.98621387318338
u,26,25.613561464152966,91,33.210161425283566
b,5,23.260203341967944,79,42.69627346016416
j,39,57.390164580596206,72,89.47885142523202
s,53,50.95569018319212,84,35.36326826479749
t,89,63.67820483278174,94,15.05145211767066
e,4,29.509668420434544,84,59.78645458894911
z,3,16.138589518025448,81,67.81809264223676
i,98,6.981095986862695,60,1.551139748917818
x,56,44.913110829424994,96,58.50741884981376
n,41,12.99171515520693,46,45.50356478261097
h,96,72.5068187362394,38,48.21418496607336
p,14,70.17921310178859,75,27.064386027194764
c,95,45.90472310876309,16,46.55648913795278
q,20,72.99227546992782,87,56.7380369627035
g,8,18.878401330812633,27,58.89139244337892
j,48,57.09692013377493,64,38.58804117411656
a,52,62.30463273607085,97,52.168691491107445
c,37,66.51061382910213,1,96.67568634010574
m,93,85.83921724532601,15,49.3781858185691
u,92,60.791191963563094,49,23.777471951108133
w,32,35.753688828380824,36,70.04238751328174
t,31,16.22964321443655,70,99.39924739691898
r,53,12.69886393445927,80,43.83232365382915
s,17,76.1033466829987,5,66.42200248049174
g,11,63.7119085524962,82,66.9916027382057
l,31,69.43966291198278,92,71.05065540138938
d,69,29.005369015633033,93,80.99515002960496
m,16,53.63082556322411,33,89.54795412859185
t,5,77.47708005676868,76,21.309455511906027
i,24,50.60956221582865,22,22.890385145607418
j,29,77.6196643011857,4,69.94807463631749
j,39,50.06251524669657,39,54.22119218253635
x,0,74.93402838708417,17,45.93158292232709
w,100,63.845652501862475,42,17.726617671061806
f,46,20.33450513730527,3,4.141660715394946
v,87,49.25727950816998,38,54.55133661292734
b,92,14.244048043414924,56,24.027548949587274
w,13,87.1748476144173,63,40.835192759777506
r,16,68.8855065387593,92,53.02172541423281
u,95,30.749160757611282,15,21.39722600730759
w,81,7.624848616049295,80,47.07808339745074
l,91,30.054627539328603,79,12.380890014653446
s,17,53.10611643582048,71,49.152785756467566
w,61,93.16162979277539,91,3.5693767502724905
h,44,20.674721189359836,100,69.7623220421908
m,86,23.279771333229647,83,75.74186465076346
u,95,91.68774527254006,63,85.4362654753534
k,10,86.87528204870891,77,95.31424359213989
o,26,55.808393176573844,2,38.09190810785628
c,70,69.17470935669438,33,84.00327005416605
e,27,94.37661278298012,43,30.85891288179471
p,82,83.28688773993198,22,42.39571405287902
t,47,36.281995452144045,45,56.26697820958889
x,57,43.63054054130413,41,52.404998727977414
g,26,84.54103689327329,55,9.686513627060577
k,82,53.17010910677702,7,44.362971479717196
t,92,51.59391493017358,65,81.11726589002963
d,61,77.58598766126896,82,1.0535340884020972
g,8,48.411739892780645,26,50.44704384589982
u,75,37.70320032998443,12,72.95734673151676
v,24,63.00984301151416,40,66.15575528035633
x,10,25.01194976141764,28,56.75200186624397
x,81,82.25253730838314,61,87.61685930730317
h,44,52.78903230478841,43,96.66946444088641
p,81,80.30600737066766,11,92.11341830458704
l,48,1.4964255413404404,33,39.429305470353896
k,75,73.1774277284589,92,8.379061091669227
x,30,19.933840209391107,35,45.85177501169548
x,49,32.45132917469286,68,5.7040588831887895
v,99,56.16964995085313,28,7.871967555713599
i,66,97.36744065417173,39,6.779144170991691
o,21,63.68920431947341,12,95.69186005025684
j,68,49.95378507028717,72,73.12981589050074
s,10,25.609696278163153,12,26.274260823642482
f,98,87.42846574666252,67,34.85240725625468
k,80,74.10838290141166,71,51.50453718001682
u,11,74.7499256139317,38,39.66151374584622
y,88,63.53848328090679,30,22.041500106210442
d,17,59.70881569073636,55,21.48442891390916
a,98,9.361874213285637,40,3.7383621885293983
n,6,3.1681285652693347,97,29.589121551111162
f,80,28.055919475465508,7,29.637216727549752
y,90,28.643597051370094,84,20.791812497048014
i,18,75.66463602084761,35,31.910409511726378
h,73,0.5687950997858016,10,42.786551247337734
z,33,47.31853984513893,54,13.916684216633913
j,90,10.11285912835147,84,6.105186966947141
b,62,75.02521343101711,95,31.37894897374641
g,68,26.213641838741697,9,98.52992801956722
v,88,54.49028486081501,39,15.794610554209786
j,79,90.86291213703839,79,81.85316381764925
h,57,68.23707834489008,25,56.2228935619552
o,66,24.544119859818036,18,33.103083005994996
v,1,74.0586254685837,40,96.5498383129281
e,16,29.864450290108245,37,24.80426470563033
q,25,33.57574452692078,94,39.48231733790229
g,81,13.79591741765801,85,51.0519525750768
u,83,99.62709663048793,5,42.33854218790122
v,18,99.99169349897474,6,67.52702737071348
y,17,10.545331897744592,0,65.10861310439809
v,31,69.03392986126346,65,98.58996896896444
p,85,77.50692087851928,11,26.2480394927586
z,92,27.77908013159388,76,18.44299823825022
w,90,60.77091172971546,29,9.812835195961211
l,25,32.47015836780085,47,15.446511894328719
h,40,95.74468491320988,40,96.31610122844786
k,75,31.41156096611247,33,50.84584147531649
f,49,91.90946807071614,97,13.691499074409553
r,10,11.951204201477672,64,47.52821101144649
g,38,49.63339459260584,66,72.26144978527832
b,52,29.101985324630085,65,41.433992950710305
r,99,58.864473217452705,30,86.25109745227356
e,93,58.731407088823495,59,47.89357579150353
a,99,24.166858412641723,96,93.26192340345604
i,26,5.932001229273198,42,36.63849671908345
g,22,98.41610343110396,98,50.407001018894924
u,81,75.13284853914655,38,40.09310093771897
u,53,0.46745322771197806,85,84.64492655311165
h,67,82.38955240959135,61,35.66356368881765
r,89,73.5342271709449,90,19.169783599063305
q,57,16.841878671042366,91,95.09248961545805
g,97,20.23784177938941,1,81.5224389512025
m,92,97.79201777952112,72,1.1270716041473006
h,30,16.901454205485145,80,95.14114097303445
c,17,75.50976537095117,74,28.453187303624784
b,37,32.15389837745367,78,27.45137328173265
a,26,38.38917251431246,22,9.985279453497498
j,18,4.828092666317929,91,66.88645923601106
g,75,94.02320191048858,61,68.75392405390112
k,90,43.26315171133091,30,63.655797270165905
o,41,87.5014277391264,87,8.246025295923253
j,86,51.65895835976316,33,25.704638765807108
n,65,25.429246288348907,68,64.83413053602152
u,75,39.39158524775112,97,98.17489488916328
z,79,1.2356504580045669,56,0.06464808568057423
t,70,51.033900778769755,100,82.29389490443974
n,37,59.25790022123854,16,27.46107938187904
h,40,21.244087941726185,77,97.91838663351363
b,69,12.546637530643212,98,45.56743182487581
t,81,66.36099219141394,86,50.57957242215243
u,52,12.546465937798857,16,26.80103286781481
q,88,73.02086414960056,58,36.000962760732506
z,78,37.05636221235028,54,80.17108140025947
n,78,25.204786930159663,36,44.13152156051372
k,49,43.49134799722641,38,4.872573291687576
o,82,20.1817728081801,20,35.71947272392695
e,17,39.08273224297514,31,69.95153822184336
n,23,48.44635787175198,22,37.61816422187001
a,30,57.69030046870741,70,16.958909106056772
j,49,33.976318915318906,19,50.69088591448699
a,87,27.74250483570535,82,17.259642910364935
e,34,32.17151328745806,67,58.55638016483269
l,18,39.913201377861796,9,78.45122808641254
g,76,83.56258530422332,70,71.93722167232228
m,53,49.662917604568335,5,83.43708763867511
f,4,79.5941935671863,86,78.15765632899038
r,47,5.208850805999921,86,20.70065912022946
y,83,63.339666680376304,45,68.71160172110706
q,54,28.172393014713236,11,44.712458783246944
z,60,76.25747004392107,90,31.864970055332222
g,92,78.44175277492991,21,24.37660029854676
y,39,95.27650344606538,100,93.6385457261378
k,30,49.93032101087373,83,35.26988593593363
n,5,53.980429855489106,51,27.139720007017644
q,53,49.63395260259824,13,50.14174889237887
c,95,32.31129052463908,77,37.023857795833614
v,67,84.98140254305497,66,13.956472383974393
f,91,68.92340666235503,44,6.418213744638113
u,19,87.23082944252602,6,25.28206263488979
v,5,84.45735568444755,47,95.97849454910474
h,93,77.42010153257213,17,70.07853017846642
x,38,5.366218730145755,19,97.42191797960268
w,77,93.71853031376857,80,87.57016886015394
j,27,21.80254859473657,49,49.30512119228329
n,33,59.558200178895035,40,31.47003384167233
n,77,27.14922350034088,95,98.71857252674207
n,24,54.28110247860198,13,86.73014167867115
k,96,19.064865659987106,66,69.30177065001162
k,95,25.282993322910784,60,34.39005268029123
r,84,16.617639830092344,51,66.22700480414781
g,29,36.440901314938834,79,62.994298434066884
h,25,17.939623342514132,77,68.14677865024747
e,22,32.71668661204538,63,34.98568040405191
s,20,32.58357820982199,25,38.700271009052386
u,16,90.78162535077566,61,20.57589178099226
h,91,63.87275359797228,46,94.89304824176608
a,77,59.027265879456024,4,35.58233881747665
t,27,37.93463994166445,81,73.13793427521172
p,45,88.58547363422643,96,98.36401624510557
a,36,41.250307610206825,18,23.018639327283154
z,83,14.520008602749822,10,6.1483914581128785
y,66,0.4730923733104797,83,80.03919389594225
z,27,37.722349086479646,100,13.986686859573727
u,2,36.731507993982525,52,98.07936619177413
h,92,57.969545993429904,16,57.17270308702259
b,19,85.0906632929989,48,77.37436590444173
h,21,29.777919599395442,88,64.63749826208239
t,30,6.236039570508578,8,0.33237983220046896
b,25,93.50027155487585,13,1.7214045811542733
v,40,46.63137120494195,72,22.285805701010432
g,11,60.792243031392765,83,22.910348748829644
y,15,95.20136776430704,14,10.369287993364118
u,5,22.438153705416784,85,11.669300842345699
h,34,9.40445295457748,81,78.36621084605996
f,46,51.56816937964629,3,93.08162453283792
l,15,37.59199406815299,53,87.61276043526472
n,26,30.0383763758594,49,53.03070167920162
d,70,63.54234159490102,74,45.71103268332588
o,75,82.18034016890805,91,73.41678606743287
i,93,71.1325130138767,16,25.28163619614562
f,71,57.91556728961292,78,69.19945129927699
r,65,8.050256399338585,25,52.28122343828814
u,84,27.681902026409098,35,27.91009264962837
d,92,27.215938244492964,73,82.89688423031194
f,98,38.081085750351775,2,69.37925261222843
c,92,67.80658184872306,11,48.887040703984816
q,26,24.5185844613505,38,30.859986247537485
m,58,28.611451716110004,42,83.85073799528993
i,2,54.097860575738885,64,8.41707034850414
m,60,45.425431262780755,3,71.28802322762007
i,19,63.35030289019195,1,56.946985669287166
s,24,91.06487562164723,94,97.97540166876733
e,17,60.27694812421826,35,41.94649717141823
k,31,51.74911654070152,4,74.36742444406823
l,64,73.30251614060013,36,63.459258093694494
p,45,88.2169997160174,57,97.2437188671443
t,89,81.06198217760169,58,95.71402137851267
c,61,27.563486647742874,46,26.282237228253415
u,81,51.589782112338746,72,26.922359901260773
g,12,50.88384552364237,70,4.261221302635098
c,66,45.37374340051341,55,45.2103860262822
k,74,72.56484511703638,31,53.12960864582731
a,68,84.77228996525787,98,56.99088908073882
a,19,97.15078180393212,28,14.319470861281292
g,44,90.46678077652564,46,22.37465689443421
b,88,73.31728614400635,10,55.065624846022565
v,82,84.5736675000491,47,26.665187157717895
x,76,82.4598515885177,85,47.64007196339103
c,9,88.85563919658624,71,58.72103001535678
k,37,28.031057262012414,91,15.176555563768702
b,37,56.32432121341346,56,71.74440643597036
p,15,59.741871990385285,16,44.27608264016795
v,74,73.18441476061976,99,32.024380570924116
m,52,92.20111088710375,72,11.644354622006759
n,35,11.401347899220704,2,30.004857329072443
v,59,21.92409070545409,30,36.66410647992583
x,31,41.90878959475454,82,88.85048958275709
z,90,38.18306627356981,34,63.47924490898769
z,39,88.1619637006407,64,47.38102799390058
o,4,47.62391119331605,60,43.57329289780921
v,61,1.3148932776538502,50,86.11123561639104
m,18,40.647557344555366,97,4.7600930503366
p,1,32.61504596354564,73,63.21357227977629
x,59,15.751702288327685,83,76.60093876053874
n,68,61.69399994695105,60,91.60055553214373
y,34,40.571585355191566,58,66.6614139024624
s,87,15.051386755605801,20,32.0402931617304
s,64,22.413526275280194,68,54.464282008803146
b,79,88.7627354017725,83,67.37656531029297
r,14,85.71096166905625,39,22.388449880583615
h,32,24.3403373470113,13,4.373089743454628
q,11,56.846501674712556,76,3.7943793467296927
b,34,98.24112549398995,48,70.59120918505684
n,88,13.41770795303735,39,8.616243455923867
r,11,61.41320201806252,47,4.645420252740773
r,70,19.72132923229707,93,33.665375258732155
w,12,42.540642570562426,88,7.644694793746987
x,24,91.15600215840578,76,50.334214420907685
t,13,66.72869909100935,53,46.19252053760422
e,52,95.73485503451026,48,13.118817630797553
h,41,70.67668339580877,15,20.94198313764698
q,19,38.9776561888702,45,36.53379432369006
c,84,37.08014239934839,73,71.54318522737
v,6,27.84706473234816,57,37.55810181442454
n,8,42.533204663156646,3,32.44780346270042
o,20,46.3951304798957,94,80.76850421002364
v,31,24.34148273540403,40,81.76939571763415
k,17,44.24301414954712,48,69.75751631822898
x,91,61.71611859625887,73,34.38035072930279
y,20,58.80828047088805,99,32.824005213346474
n,2,35.31588265594081,13,7.280728426570082
m,2,93.61602474176333,91,91.93873856383513
n,50,26.14980421856721,42,96.47611034759991
b,88,13.312782295492065,79,34.284856503251696
y,100,95.62039276370105,44,50.89825658233661
l,3,10.14338865584994,97,31.188351532202653
l,22,62.12923328552154,41,5.272784644766015
g,93,9.440164904710436,48,56.31790259012778
a,35,46.58322504690653,37,12.447606065065619
k,0,5.865777043242826,60,22.320622989884463
y,6,76.48341986703464,95,69.75380624752792
b,97,24.854594442564746,29,78.56741327634282
n,40,96.73969451248728,45,55.888236053200316
p,19,81.8572980398521,7,7.994321570874751
u,35,11.83735664213813,84,74.51882617741053
j,43,88.28721755391923,56,76.14410896233346
r,50,56.23804099789432,60,13.627699720442365
j,77,60.492520695647414,40,31.052566808551163
y,22,83.76196256078673,4,29.208986804175964
q,59,91.21732635437783,17,46.885662761689574
f,98,67.61870803752629,28,49.854592909816716
t,89,15.955083500628685,35,63.25385929222491
k,40,95.06392528951689,100,10.35617191654018
y,35,4.606124579243964,39,64.1928435115901
l,71,21.349502358104022,24,31.243095877177108
s,33,80.90785640762046,21,37.64811499660321
r,93,99.54282544297524,80,54.02754464159767
i,93,94.30347898793768,86,26.326196670204073
r,72,76.0898581740339,45,37.04157528425887
s,51,12.928616489179834,70,49.34977598605549
c,76,7.77881325377926,88,99.93939998503973
u,10,50.6945592196113,72,89.2957473909581
o,46,17.18149797788516,19,79.4894186443886
s,89,75.43074105695902,8,36.93452352273718
k,29,67.8171089489831,21,63.87135735742259
g,28,33.91045163190084,52,50.45635314464197
y,28,97.18123828845586,28,28.584542592225514
n,30,73.45276294078168,23,24.05764693014548
d,25,73.82960910781303,76,41.937136298423816
y,43,78.82960024574918,0,31.04955906695953
d,59,0.6137733127434153,89,70.91339752170053
y,44,95.39996215784436,34,56.13052139371255
l,7,13.400612221588604,100,33.182628840108244
z,57,2.6838721717607927,25,1.9513139637075128
