T,F,V,B,H
s,69,25.875571633011674,32,92.94890854458828
c,15,24.96633908210257,36,85.00671069645328
t,12,55.3153758526643,40,61.28667191146896
l,22,57.87987740863642,16,60.30741714910049
z,72,16.859778137653947,77,89.48558348378023
s,95,48.92432751224014,87,85.64050091764223
f,81,43.78442115336513,55,44.86975129319156
p,83,24.122584148822757,1,62.849626188637686
y,88,45.06755026935833,91,83.20857554997436
r,41,42.70596659317043,100,90.24912722091035
d,2,74.00050635180541,17,41.76697052609507
u,45,27.162498147614144,83,55.34940079080125
p,63,5.972257182620099,19,79.56080778978274
w,87,71.90487836567489,17,56.494774104839806
k,1,27.895411319121312,94,74.74455462834514
l,52,43.275938490799945,20,13.422162684602878
p,54,56.432957807698045,22,84.51739772968274
j,93,88.5464601677115,54,40.786182911420866
i,13,36.810022169774314,39,45.0307300842575
l,30,90.8433361375562,41,84.0899595618208
r,41,89.09949659698042,30,16.593977162233596
g,47,5.920026146244062,61,21.3250343069326
c,72,70.5484794494031,42,73.0709436171298
t,65,30.589659637251422,28,21.900210763512263
a,88,62.42377247280165,58,94.19681531574464
w,24,70.5785342854482,27,84.64983083755729
x,41,6.804247348865877,30,33.84066666427009
i,80,71.36289906052215,61,2.9314073080587866
r,36,16.684092438596153,92,22.619213869847865
e,94,42.344637814353945,49,62.109308778298846
a,100,9.465392387909144,8,54.1867502373042
z,4,56.125038497378846,4,33.557786485838726
v,78,54.674858527376166,15,45.98738520679046
b,78,69.22867663907371,31,64.93177710634399
s,61,62.13129323793639,91,78.5037851937069
q,15,64.41972451075964,40,6.062717363969861
b,47,54.739136249395045,47,37.987009540870595
x,83,55.82409647729468,20,13.106799519224522
a,59,25.069691631759362,56,2.3461054974789453
l,20,97.29771220631933,90,87.20801533838215
h,15,85.62938339523068,59,39.92570760083167
i,28,35.66129996875432,23,56.57513939336237
l,84,91.66464498433832,86,39.06616858240797
i,65,71.60095656675341,22,0.6501973753579637
n,48,26.945947177394093,86,7.308808979578963
b,6,81.10525975035411,1,46.732494752470444
s,6,16.729353305279115,57,37.63715363747059
a,92,37.8488928110287,16,71.06784562128215
g,51,29.22233314722993,4,46.31144743703999
m,38,90.9785766191803,100,44.1452923777901
a,22,29.020009088983645,74,22.975466588895642
x,75,87.98061368824997,37,87.73191294404803
c,11,68.19866811836405,74,55.88960706544754
c,16,94.88778386246837,89,2.2022001365535004
b,83,64.36033299408317,17,54.64277540820449
r,27,40.73535269637982,16,95.64216344719667
v,11,28.426496680692214,1,75.92795155697749
p,1,50.16293775577797,5,26.63421438222623
h,55,24.222360865659265,99,98.92782358231729
v,18,48.454297487346224,16,26.415890175795155
w,89,58.96915661370833,47,6.037951679570863
k,89,21.820534731475018,18,62.85360148081536
s,24,14.714327856250254,100,90.0369468970196
l,4,64.70418571354418,59,71.27943276618458
d,28,82.25240033770807,8,65.79918404138459
j,78,48.33249897803075,100,24.304803296500033
e,54,39.29745130253929,61,42.459966562785354
l,24,90.11083065036635,67,6.929315545160208
o,8,53.028780964884945,59,77.49535900641268
x,72,29.973414647646457,22,96.45698526885948
d,5,59.51903864025964,17,61.200081568969075
k,81,89.1472206886572,42,86.98385095014922
z,35,52.640485786472524,54,66.9004894671643
c,22,9.383657484956753,37,83.75469747588157
j,72,85.6927640844349,77,89.11013345943229
f,60,11.827218439849252,1,15.101409698571944
h,91,9.54639678863104,11,47.18058317019912
n,67,12.740290722508963,6,62.22131940981057
j,100,39.39237735800811,51,3.8049109282366933
a,94,52.763747943946505,49,69.53968645688302
l,8,14.056335573239764,79,45.74184150035556
k,65,55.11889758502958,5,43.73181853736917
c,67,35.98108269488189,43,30.309917899697293
b,19,4.21672630458173,97,46.89862637705253
f,15,50.01746153060873,76,25.965354264110186
y,9,38.41813033882805,47,90.805102243236
w,34,89.40506834470864,3,29.039506091026745
a,27,73.92663935058822,70,54.422782981505094
d,18,63.32746774139072,69,88.2931953339641
r,59,43.207694636456054,2,89.73741428420242
m,84,13.826174096696853,97,55.125029802626166
f,93,13.229634551026603,25,70.02249761130807
i,43,53.680634759373,4,31.09398241997542
l,79,52.521311081063146,13,50.17661801222785
w,72,2.0174174525769195,13,52.92847294239944
f,88,12.170395145196377,66,67.24653605878179
y,30,85.31478827976038,99,88.95320023118445
u,78,9.780078654685498,52,21.17801464029644
m,96,95.89538873368598,41,4.195899363459887
v,38,53.07520028830446,38,23.482309939088218
q,19,37.781491257292764,48,53.27381330949809
r,86,93.94545474655388,98,48.28750702459388
l,58,36.707058020914694,43,58.84706490246635
d,43,7.815538905102759,0,43.42523604391967
u,76,45.24655003864508,58,99.77552999353863
g,96,47.26786954376401,36,43.48126104589976
c,95,53.70598773292209,44,11.449247650514927
z,65,63.246162922477026,97,74.77459661889844
i,56,13.249095154710865,46,1.2968880638247526
m,94,81.54491118895439,54,38.067703647316186
j,43,49.78354907575741,26,25.630880822362244
x,6,79.9842843657005,76,70.71088269771892
z,78,36.980469245167,77,81.41720444558634
v,95,50.68293122109947,67,19.212073338358948
f,7,48.66474823344951,44,86.43104079578993
s,86,27.68507033736357,35,84.36991884850185
a,70,60.5156245622471,20,8.471428284856852
h,62,29.39981299618728,61,6.130636737215179
p,7,10.648007754467903,46,80.22061468651033
d,89,46.92464142957308,93,58.60204200900409
p,61,74.37296427028886,99,15.309170725261566
f,70,51.84915709095414,15,0.8265867033038776
v,78,12.877327434263286,30,86.82415992553054
o,23,66.80881581255896,50,62.8773725564013
z,18,38.17770499180172,64,76.36713376982242
y,52,86.1908427220777,48,36.980172389520796
n,58,85.2475134733022,13,31.881888196234943
s,21,68.59538022809895,11,82.29475446692624
h,58,66.48378161443279,2,15.59088157246762
m,59,35.1503951864873,34,51.91686357342223
a,62,75.66571818878934,10,17.11346860096892
y,85,42.338808733124125,57,97.00517089882534
i,86,89.99778345406955,15,10.897206676388437
i,69,2.491529354501565,97,61.86142049168407
d,98,43.96368513312681,67,0.5168852272968594
w,65,95.93824295233584,47,11.216603374932554
i,30,99.81809562065533,3,75.8162262642876
s,39,12.568284323657874,53,64.48032656478277
e,12,2.4891784528425998,1,80.83720738244571
n,8,50.25400672144534,90,87.82938504112529
m,38,53.68262213323205,87,27.867844926017206
k,81,80.31999915662638,93,83.43350216022525
w,84,81.07373071244253,5,5.991155051109198
r,78,29.46040963874912,1,87.79430964861746
e,34,6.35992791119725,50,82.80040267119436
s,80,19.08135662831385,40,93.53639365452526
t,81,27.003658013366085,52,2.150168689225862
x,7,24.601037751725197,57,27.29659700402921
v,30,89.23290760028544,74,62.06062619434821
n,24,63.78626987557821,43,81.23859066951323
v,35,3.207707777761648,10,98.40780340748762
y,64,6.553073666826393,62,32.843095050279715
l,100,12.463402169511106,89,57.98364256870148
q,37,9.737509029034698,66,88.93863858288097
j,36,90.62563713711793,72,4.3801217911685235
d,36,2.7008369523807585,96,1.2607250646544332
a,3,65.1840654930687,79,92.24539946243176
k,71,47.75524032841281,14,7.841159930192054
h,34,11.719004045141768,96,54.527867170121304
t,55,7.9272696446584305,13,89.38987906217982
k,31,88.31962161948888,32,1.001534480407884
t,78,34.3814272463917,14,19.221590550530575
k,34,34.15472643451645,62,45.443814204861646
c,70,46.51309034009854,58,46.59389364712081
n,40,32.024017849739565,37,71.32267357853954
l,26,70.4150148379528,19,54.77623026679645
f,70,40.1502981999642,83,77.44589610058968
k,94,5.9180520794264275,47,35.76249358699016
x,25,12.812958788694184,47,17.224833289410803
j,41,33.12259529880595,76,60.02168498327312
a,99,88.24660060545862,67,68.24309582268884
t,38,19.951640047385645,82,61.49505229264606
b,50,25.927598317490798,15,40.804870672091496
p,85,49.28555901312933,18,85.05579570818922
q,37,65.90538923023048,58,26.276643872595372
s,55,88.27621018017699,70,87.60174176766552
e,67,49.404018887009535,51,95.1574638283127
z,31,33.51329612369119,36,31.06561080126733
s,28,54.129994965831365,51,51.97344006639445
k,57,32.11682550067009,40,10.57649933714221
h,48,97.56431931614942,52,39.49553498344029
h,95,9.600704530220128,37,47.164850231477
b,5,6.867122040949725,9,50.67125863076956
w,14,43.072337619428836,43,19.327131906736085
m,5,60.65663230645203,19,72.41598146843555
v,52,98.22393137871883,25,71.87201673873963
p,90,74.22691451309828,36,51.65028879283498
z,68,11.649642753251587,2,15.822813756842535
y,32,91.99033923892952,21,78.22657322894845
z,32,11.390066315625202,45,80.04293482030656
g,66,53.560655207692655,12,57.658759929686795
o,61,49.839133712927755,53,44.02484923822595
v,91,74.80418805278866,61,6.010862525756311
o,75,78.94578289399567,99,58.74103043683861
o,43,8.340699643811655,3,50.384310311593026
b,83,74.33303970675173,47,7.222892585711493
m,19,14.852366600004652,17,77.49912546322885
f,34,81.83987713149583,86,9.930271716830086
n,96,70.79633083901135,66,43.07776148524971
z,64,42.900264964108125,15,57.92498986206965
a,36,8.323992696129013,19,70.14130431766485
w,40,79.57354909961644,69,99.13230343157271
w,85,2.258052565151103,50,3.549326932013952
c,70,34.13052733059714,60,91.06751993789057
r,33,80.82516060361236,1,75.65887781534724
t,35,81.82187370825112,70,25.864465660425385
q,98,12.438054495317797,54,34.180179281139786
e,100,40.627006237807215,8,4.924470509190904
l,52,98.57954799111826,4,66.58187856439774
b,63,44.651362165730056,73,26.32190144767661
d,33,20.838749176338535,51,59.54229158234299
m,88,16.837679011087893,56,88.77986779208065
r,77,83.49418148914327,48,85.44772567579938
g,37,42.03908685325442,75,19.249030803100542
h,33,27.203724564190402,39,83.7265347258721
g,35,41.452996976212255,35,70.04434181994318
v,75,85.58859066543523,65,96.026057679896
o,37,23.417951683183603,3,87.29410063154548
v,58,21.659665826874487,57,66.04805162033914
s,46,46.528638787597465,59,79.55223896863048
i,37,69.82794805852389,88,70.26366396261625
o,28,6.0145906607240835,13,20.101703051335097
g,84,22.768741702757676,39,89.40727541742719
e,42,27.761242065151304,72,73.33585344847296
x,53,21.463052688292805,82,71.36736585203202
u,7,44.35952424974842,99,47.66168674707685
m,21,4.19058697744088,53,97.59432260596249
b,74,15.029527546191634,35,22.42928017524177
m,31,23.921703133310924,67,9.964236746243838
y,13,91.23432574086513,70,73.70517871702666
t,21,69.35442311367403,95,82.7602810990988
l,54,82.46330293713359,54,36.35849979260903
y,3,44.039401980346646,15,34.05110927076156
s,41,58.407273549404636,49,8.56080644375835
x,83,45.03646550216425,76,36.52695530530647
o,46,39.4028629784933,13,88.4885731834368
m,74,3.8254824504686646,95,35.67482699194549
v,66,58.23807348253867,12,49.825925640707815
v,6,1.5753905224340947,51,7.426601459437965
i,0,86.73490338421067,52,32.46956072669982
u,46,38.14948999237608,34,90.56810970225305
x,98,77.60065288036479,82,40.645998499136795
b,41,12.31239436551802,28,48.579373640280174
t,51,44.662511870042955,61,98.47378815485654
w,39,3.4465967277821585,99,72.95686077722618
c,96,63.46094076410618,61,61.17432983494925
w,55,4.230104469335516,23,6.882248452826845
i,58,97.9624474532231,90,23.066292971065185
j,25,52.85654018320328,49,60.09421733274852
h,56,15.603766032458555,30,44.79191764336642
e,47,81.321215413005,59,66.04190574554735
t,12,36.74485349968229,18,21.547825507667774
m,43,22.14963573779891,98,87.731454334117
r,27,93.4663792710241,55,85.76389586056806
i,80,42.58037095440277,87,63.48522946991396
v,8,80.49178437857174,62,1.195378559528515
b,62,83.25711957773926,73,96.78478251094272
b,17,5.4235450774940634,1,18.3541798201749
s,97,74.16440619925908,74,94.79911677065097
j,27,81.66314900899677,72,96.49278633190197
j,86,86.14777499483206,58,69.20025067780315
u,7,62.782231695419235,79,42.441894007553586
h,52,44.107371674416996,1,68.02507169318375
y,67,40.29578972599307,53,45.94900438786394
c,94,16.52495324482539,29,73.37384437934897
t,34,21.379204082396353,34,96.92282719651817
r,17,6.005075110916469,78,51.388695521120496
e,56,55.597769977975865,98,94.06091537806083
o,3,11.022137146012035,69,92.49637848004164
e,47,68.96353394134461,82,51.18554109618473
n,80,33.08917539152522,10,85.98379258936613
u,3,57.618081652806985,39,45.31838383645478
v,92,97.48582591203757,4,26.9078670850903
q,62,86.20632100367793,55,10.935309123215575
a,62,93.99641679963224,86,79.96413153791583
g,15,48.014304220959644,83,99.37533281856746
t,34,12.626798035194465,45,82.45249660074764
l,60,24.673073875882412,12,3.4510936554730587
o,63,1.0881900654949872,54,94.22794098563041
d,75,1.4741713175136284,83,66.36519110506764
x,32,37.53416512597474,17,46.240875926789705
o,80,83.48801337328133,51,81.62576379704419
z,18,49.52593533926517,83,94.47497318280821
l,9,89.88389096422664,77,42.21624280912911
h,2,70.4287973070991,37,43.170725302226046
s,67,87.13707034577287,40,12.47993585867867
m,71,23.29728083917183,67,42.71308998686138
n,37,80.28178036776914,60,92.48233005369845
p,2,0.0858237401085371,91,20.840323334100564
m,42,80.22248753676303,75,39.46127106454834
f,51,18.445129618158383,85,52.43023174103002
t,31,57.034760105873936,85,23.324106233897346
l,63,59.3400249153909,86,65.25700039083085
f,43,2.375616808842196,21,55.665150185810795
z,65,28.789230406726464,36,25.715093178407944
x,18,97.97822673377856,35,34.4029762458194
y,63,28.08066659095071,7,91.33733442344804
i,51,13.114265150453729,83,23.570244253222803
i,53,29.890523823625692,84,47.8426386246004
u,70,13.939902950952865,55,9.171930693497089
p,89,18.69052230760123,72,27.036717271285895
v,14,33.00521124629942,91,14.410886686309542
z,16,37.66383095233539,68,10.832119620944336
k,89,72.25049430788192,93,42.95784826462554
s,82,79.91182289487784,11,92.50810351585027
u,99,4.39135047806799,55,84.40124894125836
d,57,46.402440018305825,68,1.8203253807865027
l,42,60.48373409232699,46,25.695382977373406
m,52,84.29591831281091,7,27.22535709998627
o,91,63.565100190355075,14,57.808333776641604
e,99,7.713837675761781,72,58.546945184129605
z,68,45.79066957654777,6,37.64687149355625
t,82,54.52131308132698,34,10.273061941374973
o,9,41.78115489473958,66,2.556370151408449
i,65,47.98607054818399,62,12.457237057117233
t,78,65.55939240349264,48,3.642676266036271
o,26,85.00900012987867,6,13.776383498928835
r,77,79.35273315214017,11,35.18680675143814
w,15,82.2436781250845,65,60.85327493341237
r,89,73.47037223299023,88,81.83731905540779
c,62,54.48381067957791,32,91.26693591705155
m,100,22.581725252457186,57,64.61509882871701
h,30,20.197965357818127,84,84.69453999934736
s,54,34.6958141409493,74,78.19393723881134
h,96,37.69825772654399,56,59.031972275772446
n,59,55.35237915706117,62,18.881402013021464
l,59,67.28561401531672,30,43.6178943850267
p,66,73.7762303695168,23,92.374108832666
y,87,4.842517148420922,46,87.20668282027422
z,37,33.395077437670565,76,61.52931494251461
j,3,41.99416802184675,13,13.597206928624717
e,20,59.90038417891391,60,32.14263055703855
w,58,96.00067164650493,79,31.012186855339287
y,51,2.6362154909537527,70,17.343305965391952
c,100,64.20219066090509,58,86.5086767566181
r,85,9.164043650095588,100,94.3068433421821
n,32,56.0203087605506,62,70.11613734028306
i,91,95.50806517625982,32,40.22920595887163
n,17,14.896773876005954,78,61.4312763097453
l,79,15.64282180231611,87,50.43020747040462
q,55,72.9310877385965,36,25.092861656966157
f,98,25.309576447500504,16,58.01569306999732
x,10,37.185310313536505,1,89.38125156457026
i,76,12.016677460054058,37,98.01864922814732
m,22,43.446035255748306,7,4.0096665765132045
l,27,56.20674722560781,75,16.754086549166015
c,78,17.17394052717143,51,95.96091677711493
a,49,20.333000297093406,88,63.56389690691633
c,71,39.30566395720756,37,79.72969658450948
c,7,0.3580391652496129,83,22.31663380068025
p,96,79.7139152003655,44,15.963354872865187
f,83,87.59655171207723,40,3.0129759709909276
c,57,89.45035230343261,81,26.923059178691833
b,2,87.72524095489455,45,51.55223661481173
j,93,88.32568048945404,20,31.57338579582295
t,68,5.78089693567283,61,38.8710936211518
y,74,15.411260664667148,91,16.557097574657455
l,100,16.129324912523245,53,69.05576936090924
m,26,2.6774316896373995,7,97.90990354018385
g,15,66.37747717297938,25,49.35721623096032
v,15,24.066550409704956,5,21.787350188405497
r,61,96.42248737205577,29,16.610850484900695
q,77,85.04374232636147,88,71.85217345513097
u,83,5.9732010273599645,81,39.5001202420889
l,39,89.2534172040391,35,81.50984082766657
w,65,59.41063952518204,0,7.73622217537846
h,95,85.15908837098348,23,97.60108729856293
e,81,67.01663684582003,34,33.891473512035844
q,29,95.9733327180306,89,61.79599128610427
g,41,21.581557836554865,60,94.78011774145706
a,77,48.25579350752768,63,46.06112616963893
q,63,45.1924486186927,90,78.7597981327832
u,57,19.955818998180806,35,75.7333482055522
y,89,3.3387703613891095,67,17.660445276645643
p,57,84.95233303091987,40,96.7014342786525
q,74,32.11887267973076,60,81.1106760059668
x,13,67.91000737859869,51,22.37120421260427
t,38,24.2942185154263,17,48.78318014922063
h,91,64.7943957897457,73,55.794801481900855
s,34,24.072691205857666,16,76.0488209000471
u,13,48.710422022209585,43,80.85331300125804
q,28,41.74842757904456,81,16.30784107522587
h,61,11.898865115952628,89,70.26102644971266
e,23,32.04885025090805,73,81.04039033513536
