P,O,A,S,C
u,27,31.633337669378292,93,99.68632590535206
c,27,2.4027317012652483,51,61.14170869485777
x,12,26.627206317062,96,21.898966629067363
a,75,87.52880880761778,43,23.249855346067193
x,84,30.395686173740433,100,25.919797053690697
i,26,11.95840037980388,98,49.15600977033191
r,10,90.83071750111714,10,25.771722034629352
w,8,78.17806585191266,2,2.808991724639054
k,77,83.72701091388561,46,99.49865017583068
b,86,18.684142906582522,89,16.105281375334044
y,68,19.4902628396167,12,66.16496940399233
m,46,42.81467303753178,0,74.26997132940049
c,15,59.39425468580709,73,47.32324334096874
x,60,8.473307767508164,66,93.36108629524055
r,76,59.92988232889176,86,76.1568473523144
v,61,11.18175935329797,61,33.61190441737606
x,87,34.26928257018965,29,20.747394062968173
l,57,63.72792861199329,70,38.425276953524815
s,10,95.31909434681256,81,39.386776715060776
z,73,41.47002935360005,2,22.321680708693147
g,89,14.684296278541375,65,3.201681067338269
f,67,69.07328450700318,60,52.206962679399396
w,25,86.32647872655707,63,97.99942945548898
c,10,42.61334296640752,35,37.00107585012014
n,2,84.04768535426813,11,53.64632895340948
b,78,80.01543186362285,54,18.206140220105894
t,57,26.018421013939374,42,98.31203927323321
j,61,32.21499348685071,45,9.57233856105666
m,42,60.44292562003818,88,68.84554772033066
q,39,40.333856312509006,42,47.750639607506365
n,64,56.19994876382193,37,31.113685302047045
d,96,46.72183776781361,47,7.708879646022759
h,31,35.18713169843405,21,73.47701705248971
g,37,99.0247525885507,9,8.96806277387958
u,22,39.60641469449813,12,42.015950972879736
u,31,66.5869829073173,69,78.29918328273646
h,74,11.14602791195728,74,4.595924913506511
o,29,50.41375886034024,98,45.24030974218262
k,30,86.14202589662125,56,86.69720778201273
r,100,12.659375313585098,4,95.32740345237305
t,93,87.75724791199347,79,94.17902258747567
h,61,18.87577591643399,90,18.0499544044741
h,28,81.1816524331627,27,65.8927330403439
e,9,25.477246529451424,18,30.272672179519788
i,100,79.22144883395865,98,63.42555604444219
n,62,22.589353603515782,64,38.25879731516129
e,0,55.22744668200114,74,29.141703918825122
h,50,83.21345933311386,44,96.18204175280441
s,97,81.49476285720316,60,62.30087003843061
s,33,28.947736919734623,44,54.80540096021842
m,54,85.54317111201232,84,63.46287411032324
k,1,84.3502502124439,11,16.448611367543354
v,72,40.87010390873712,23,70.69305791769854
s,81,66.59148057512374,98,52.36262796106165
z,100,11.103528355392545,92,24.41957248795118
c,27,7.90861278031012,14,94.42742057042625
x,53,46.83272102699111,35,11.131290191690436
d,19,14.46414638305431,94,24.16165816996604
x,69,53.328623366203075,27,52.17601400748916
a,38,21.03968413938315,35,54.29103435841718
a,94,41.40904948202214,14,78.94787379936976
f,68,64.75382355624974,22,44.7007374429858
y,84,85.97594672414289,19,61.77167972575093
o,12,79.22993998869974,79,73.43101668565446
t,83,82.02366956468953,22,66.32148718031112
i,1,73.0394099588951,58,77.29971567813033
g,49,37.56643140858631,66,6.823160727951039
k,63,98.40856579967839,28,83.74611753383977
a,55,72.58875006829383,98,74.78864331294578
o,0,87.78187391961055,27,90.27861319194687
k,24,92.28433624881406,40,75.93204350739217
n,15,29.149119073435557,38,34.90076393289413
i,11,67.05675450777665,41,24.868085259637716
y,52,93.41475419921885,82,15.695488335036556
i,39,4.157781812137751,77,96.96577406768964
d,17,34.3295697382247,42,34.777434453683945
x,11,83.63550841349398,78,89.94432826866827
n,84,80.65308581885029,23,44.568776852243516
p,1,32.00139939212352,1,55.08594922303983
e,96,25.804214885226795,80,67.26188375745157
v,23,22.83022333065361,62,86.25363245272035
b,28,97.23512399992677,13,6.094693374887184
x,17,26.740338289056343,24,11.281890579779185
m,56,15.514778525444228,2,12.345188631499992
p,67,88.34700153994342,37,21.92133419159693
f,75,0.4804515104940399,70,7.246683921224372
m,5,69.93402550103457,50,89.08533186333672
z,8,87.89796822460441,57,0.11281237732458926
h,66,18.73768343388048,44,47.76405037441129
e,26,39.099599697004805,92,43.47815405399754
y,50,57.87637552729148,33,46.575646238794185
m,14,8.523942875564705,32,61.5228301949135
u,32,88.96345366829787,29,37.42929286030346
h,24,1.1839166638271004,19,21.22161022815653
g,22,66.03879837145044,48,18.189557493579688
m,85,45.335757707703486,63,87.26224826359798
w,22,31.25977797461841,70,83.72702070311895
z,36,50.063066352651454,91,57.02731197633535
z,67,89.1435229373071,19,45.814836094234636
y,38,46.76892876922347,31,85.89404557916238
b,72,89.40371687438551,44,15.480486832657093
t,63,25.97050020909647,14,96.40269419107365
r,30,60.584786209351606,39,38.04870610352412
d,49,98.62290167379837,28,79.3060464506587
s,7,69.02018382508118,2,47.993859333863234
q,89,14.430989773398718,78,35.598712653238664
h,69,19.216901560323496,1,1.1912388369273108
q,11,98.10471828131514,41,3.2948986268360736
i,91,5.084772041786634,4,47.50869683986776
t,98,14.95616536673271,29,3.2333564994599495
p,20,46.40030102099411,34,60.0998499678689
e,1,68.64550924339751,10,62.329834102890935
b,29,50.26572243405876,18,71.957414827644
w,27,52.477579948941646,95,52.76208613986834
i,2,77.56522237959217,6,74.02997193159176
e,31,45.122407502837966,8,41.669603577604185
w,25,57.50644694612197,92,42.7544410404093
f,63,31.56102233941067,90,25.968038391914185
x,32,29.651618631691345,1,85.25895731705201
d,73,11.709923721679994,45,57.55187841760476
w,34,98.98203633760086,100,68.77989027100845
b,9,92.00540470055265,2,75.23211822578999
c,76,77.85936025735445,52,77.32731102818981
t,99,97.45265436875854,76,2.762957056670101
g,4,54.45666361437112,1,35.15152407127394
h,53,74.60454168885506,89,90.33109318800102
g,81,95.92844281386775,48,12.304331326917396
b,21,9.0426201951607,2,93.5485199448033
v,17,58.99486294709505,81,45.862355920039974
x,61,31.38144832609121,56,12.158889337437484
k,71,6.478662372823907,16,19.12948011343808
w,36,23.589615927568154,54,66.86922849540267
r,54,48.64013052508713,55,23.59017584283579
e,54,61.35070150351255,56,42.048262088051615
e,57,67.8521577891368,37,38.754268797547766
o,65,45.962646819618826,42,46.22976017420617
p,29,43.69550501040028,43,73.54582088026508
s,78,61.90182944594746,59,3.4505969816160276
z,43,3.3853951969350704,90,22.238728456524083
j,63,9.14604603145307,6,18.48303734406783
e,31,58.157167231832766,41,48.74386324881597
r,83,38.73961257232481,22,35.78865270690902
e,54,1.030346797251358,97,56.1461951378774
p,25,58.35953129875458,24,1.132914060414092
h,35,4.085116876693884,59,60.31252740104623
u,75,65.7024474675209,65,22.228200249530726
m,15,87.97582556447871,78,33.18809861193305
p,8,70.0440089232346,35,42.7208932010423
u,1,80.64355062114547,94,0.9492728531618644
g,35,43.601257481455576,80,74.44369697880093
l,41,25.229811698101333,99,46.69691967038737
x,25,76.2152320717334,35,50.108320999237435
e,42,74.08365865900501,89,86.7054383878272
x,85,32.573998987979245,88,44.0035906733629
w,79,82.29708853342187,75,94.45986049174732
b,14,94.68579027690446,9,42.45758575010778
e,96,19.481758081480105,41,73.82894813117088
k,63,51.4615479756236,97,3.482620938071579
c,80,99.92339111343813,93,62.07247214687383
y,58,18.110496346142956,31,8.802162104894363
c,5,92.06239311515859,8,53.63062885752738
q,49,3.6472283052430665,97,49.21218630995593
x,4,69.70210031933796,7,15.887172338357015
r,7,12.43178350367895,80,60.302996028649204
e,95,88.63466376339302,47,27.11821330444042
p,60,66.45650410611624,25,0.3888607321423043
k,54,8.25922907306824,62,40.412062774408575
s,16,71.76864234945202,27,58.87626962654306
d,84,14.8562438875937,35,38.74427237409596
p,7,75.81341125378714,90,37.230320702662944
z,31,61.259167709334136,30,60.05852433532147
c,8,10.984657455907765,76,96.96237509974817
w,7,17.220311311234216,94,17.28133372619015
b,6,65.9617314114749,69,42.3507751367917
q,51,26.22785932699686,49,4.036101151238092
y,46,46.17089006938282,21,43.23433837187458
d,74,53.675232360405225,79,5.454626580442323
m,37,45.747960818085254,43,52.62653800681878
u,75,25.749914312813615,43,0.25828953420973244
y,52,87.87324435530189,65,18.664709183779614
e,99,33.25740273250831,5,95.72096961876517
u,46,68.86285160997194,73,99.80539792097368
c,12,91.42503289995831,76,88.7124487908254
z,57,70.87407164007794,79,3.6910977233030606
t,6,76.33755644538924,44,18.075838492035523
f,38,5.672834422478545,43,35.40857679638806
f,53,65.75551543320802,77,20.893639328491265
i,22,86.11374956341992,96,22.626405740936097
y,21,53.923864499899686,88,50.111590492378035
l,14,49.6167710974985,18,97.59342419633302
k,41,47.6187847089514,75,96.00968835965593
n,64,17.68206268864373,45,77.6253642550289
l,24,93.58113274263992,83,22.478423675197355
s,18,22.43044049521573,14,3.829529612587357
f,79,28.849811018471648,87,43.20417713872854
c,30,94.61732665788725,49,25.6576275396303
j,27,76.02912390117132,57,73.0639365814829
o,10,78.79530373240671,26,68.63236729792857
w,76,12.662051662206842,70,55.010204457929476
u,94,95.14948383710022,18,20.848805902007783
l,50,18.865014457441408,64,38.84544073149502
q,87,11.903148642116456,20,65.35014469011878
d,35,39.756464908263965,7,49.42107323867151
t,55,66.13888681519674,56,24.03999961178456
e,29,26.017582435267673,53,97.0045364343177
h,34,52.251988444168354,1,95.84830287858081
e,67,29.121963290124185,2,33.217332068595375
h,75,17.580622934218816,54,53.74297083642582
j,51,43.15517113936649,3,1.53731507747632
w,51,91.89752959142695,40,64.17072705866127
r,68,2.418705193548354,4,56.17616458027518
p,7,56.197095391576326,17,35.25226069847186
m,47,52.85619788257523,30,28.114427573236924
x,39,32.67558025731163,77,4.71139992463071
p,79,33.57009242684998,71,91.78983881846318
c,60,77.48852737321806,23,23.19429854074182
a,47,81.95867408611338,77,69.85252246864883
p,45,50.12106469725091,39,97.13533450027214
a,38,26.779407663102926,29,99.69941104068
q,50,62.245838309520394,61,6.284503795608487
v,0,67.43364161706032,18,5.956047049818047
m,17,50.0815396469693,46,91.59394427084027
g,73,39.604866156720455,19,90.81990018963775
p,100,91.4885547657629,65,97.82171624466471
d,16,76.41008694314691,54,13.02090703128107
g,17,61.61921424965671,99,26.400705336766052
m,18,3.4270914112571993,31,43.62869758380425
u,5,31.230754338207856,92,88.89901376893006
w,69,71.94883130893263,38,68.76372609485416
p,62,84.58717757059485,32,52.30221062918441
l,24,63.76374656525581,11,65.86981077102838
h,5,63.49488487140753,91,15.378135903915402
y,3,14.492879015114823,17,7.848963310921997
l,16,81.25776693877823,6,80.22616643482868
q,8,98.06469736635322,100,71.33790360054985
q,96,85.19670687814008,20,61.83393621327794
g,96,37.05898735606971,69,57.72039416188059
x,39,7.687896360644864,18,60.78844864742054
d,81,28.925195983488305,78,33.01050591419292
e,2,98.40104793896059,38,62.84629516235039
d,76,17.197884527747874,26,78.62288881000555
w,43,15.579481178001487,56,94.0965129288864
t,56,64.74665841325778,59,29.130933812144512
h,31,62.13434489282178,91,8.290644722309793
u,36,32.343833197743464,98,63.91933829578399
u,64,95.5648816932547,93,0.7441410821469208
e,28,91.35605890482748,100,86.27979655872056
u,3,69.06682598863812,96,77.88907237476039
m,47,93.05415855139236,49,84.0096175783018
r,75,51.120339067801744,47,61.884990343828385
i,84,66.69224634275554,60,7.015521935906044
w,75,4.142114228404115,12,77.75938294242263
r,87,47.54436206759715,52,73.96379540115038
c,62,85.81750649569446,88,44.62435321893168
c,1,13.295824831567494,18,87.69665240984307
w,70,52.603439547552654,66,92.55006537802201
c,14,31.927391912998605,58,27.39910095577216
j,67,36.98449673130694,8,38.24003548857683
w,77,1.0562177898124414,39,75.88758906531932
s,63,94.1470991010617,12,9.445657877345138
n,42,80.7760261168837,50,34.339896623109176
n,53,90.82414741702532,6,92.95739767621983
p,10,0.6289293660957984,86,32.37621388219869
x,19,12.891363653209941,56,14.31710642994367
h,46,4.669838824452677,66,71.10037323666498
w,26,6.07898192414792,17,0.6146906332302193
q,56,71.65951013807828,35,89.0335531581854
q,70,28.061377119179465,58,4.8908337515882305
v,58,11.238403488943149,90,97.88990531561346
f,49,18.14218367189886,32,44.243725219451
o,58,89.87992906585279,20,90.05430686647921
u,80,40.86783584698107,33,15.585114667164014
b,21,13.991983853335576,7,29.668752035996228
b,95,83.6421066694893,60,43.97845871747549
s,18,26.995496364284467,55,15.730853006541235
x,0,91.62249895242152,85,40.25607303927966
t,41,26.39423186861617,10,0.49168464760865893
j,53,13.693317970119168,46,46.74351246553502
h,94,6.636350706649585,68,92.5819368943095
j,44,40.34655629192726,58,19.669130765982025
p,66,48.05375796257986,39,82.30374400135901
h,22,76.0101322539019,76,69.20056537960104
n,42,37.85883242982079,88,51.6803072560624
f,86,26.204825115979734,85,75.9355038424475
c,68,18.944242472162298,61,2.9720099601107774
z,96,96.05305042876205,83,16.97387196753014
x,75,5.828104252964494,93,16.625700012987256
c,84,48.70862841325124,89,46.105872034852894
y,59,18.898380358913624,63,50.91681726568776
v,99,84.45447969221024,86,42.33407188407651
p,99,84.21948747945666,74,71.01442150226454
c,55,18.266891843510003,8,15.763579646568926
o,3,78.41694644329861,20,33.70402753608555
w,20,25.321317288064236,56,97.36722230170416
x,47,91.02511140098025,20,80.55664217014639
h,1,84.3693352379133,72,19.381741859988246
s,11,79.75487181971833,69,68.43209061752692
t,39,53.5435114909128,4,96.85007248344013
z,53,72.92560276998522,43,4.995149883555872
m,8,47.93647717624647,28,59.93669128872694
f,29,82.02529965671002,5,82.74482206712129
z,37,93.30847341475771,48,14.124227272313682
m,24,63.18433938101386,9,63.341692561429085
b,8,87.05277493832754,25,83.08487970120862
u,34,23.032760361274583,12,45.74496581492142
q,44,24.431799129579236,8,57.3766068712158
c,14,71.53635303618199,32,51.326703216089385
y,95,15.407973693493348,10,9.909992470619356
j,31,71.0679594081056,24,37.67693914510978
d,9,32.17146452403827,5,29.797323101910557
q,64,43.80816848000486,49,78.12457438005877
y,16,91.59791985819375,98,32.928538191597966
h,87,80.16002617715864,29,0.767275020591307
y,50,29.75792616088315,39,24.865880387239734
r,15,68.13164855887402,37,32.284019915828544
o,8,64.21544113454976,77,45.91112888017239
w,22,28.21661672516569,29,55.9502036470246
o,63,7.830244373795836,81,48.20662463701802
v,6,37.14413148914926,45,29.858864989533174
g,82,85.40805112278721,72,15.815529447991638
m,77,82.25047894982063,25,30.970731417185625
s,4,83.26599129673299,91,26.62778732464496
s,22,0.11440371798392412,54,81.51364596603686
n,18,84.98540903327859,78,68.45441406372385
j,17,9.204322101140361,23,5.082978691655359
t,16,6.307614109954651,48,44.7264152691178
g,73,78.73684779367049,86,3.9400382740834683
w,92,34.40860868103943,43,96.04690755423181
a,80,80.05776974938388,76,6.589899988116188
v,37,36.29861828996657,79,48.446538579449985
i,82,44.56852790848123,75,0.2918907407562177
i,23,13.932058963950212,27,18.045148519819787
p,4,8.450145950935106,29,85.91722447764995
t,56,13.902778427869379,44,20.607708716352324
v,19,84.32689504019788,42,76.4508227356113
u,82,68.0652831840603,73,13.402605091941155
u,33,2.7715867153933704,80,8.688213041244097
s,13,50.68691394689433,29,19.850273227838034
k,26,95.6871609838674,86,50.14165308148978
i,2,47.51283818292049,96,75.90818820635224
f,20,5.025403043380649,85,59.627766592431385
g,16,7.502192818794306,9,13.530868652121075
s,4,6.373256257465021,29,82.9849709487812
g,42,10.13045901386328,94,53.9933731805752
f,4,66.53213339791724,68,59.15627967338691
r,51,30.458069221375737,7,1.0968368436237719
k,17,11.06118822581319,27,97.57633762953452
i,49,81.09329909724372,50,32.1924931860888
a,15,95.01234686980092,3,21.0615418483167
f,17,63.69828495220873,53,4.22883885764076
j,3,58.69296141173006,94,98.96512006656322
f,63,8.38094977429783,8,23.927373186353428
w,41,78.75045987780005,67,57.95597758451113
o,39,34.9056216891673,90,69.15540398776862
y,56,83.37468220250959,78,60.08630968957799
b,48,61.80951102600582,16,36.20206932423561
c,82,55.6206278287121,50,67.27439209182526
p,60,56.73904630121012,99,59.498631846561246
n,39,30.12412973585976,57,28.52433087621189
u,8,80.11217411622012,5,24.04429461237433
r,69,28.347722008549113,69,13.300499263551657
m,31,69.51752178152006,85,38.46829385580596
z,66,13.892815689231053,19,9.34447856373507
g,45,97.04095313755579,44,12.533474542492174
g,39,76.2491374883364,33,9.630709574824925
i,39,32.879291141803456,50,62.93347046612926
n,38,85.39377651172553,1,93.68947756125777
q,18,34.47775941400215,1,62.65776297826685
i,74,38.575041556694714,72,68.56102291490298
e,86,67.10134439631538,28,55.04477380240327
a,89,31.289007506524836,60,70.57202219375219
g,76,81.99811953282986,77,28.59597830380939
u,8,83.63811918736273,27,32.42959080850998
x,13,48.63349024262883,14,50.48175356133044
b,38,70.80694344556002,24,16.9981140980373
u,24,94.93197988558265,35,43.03057026980078
d,25,70.51910754488004,62,62.43924330861649
g,59,36.58281489487696,20,72.27765223798157
n,18,73.42594137792832,46,67.2048436651423
l,60,84.60881806293624,38,13.240875921448737
u,42,99.20432431265777,13,55.48227635225078
f,75,52.25146885428492,32,14.727681405194271
r,55,78.88431683840774,42,6.91069475810373
z,80,81.05786476725311,29,51.88987564930079
f,80,30.290091465706748,17,9.710661573289093
v,35,77.77788855827794,56,89.00366693938486
x,1,21.34205388386633,8,44.8426825448758
