A,Z,W,J,K
r,42,68.31581909454833,66,85.02760156668565
f,83,14.25737198693927,71,57.113523067019266
h,61,75.41782940380016,74,67.11835140733548
t,77,18.07635125166516,78,21.081366818696743
v,33,90.52147126662521,48,18.864886528802195
d,0,45.48241392486955,1,70.08970091444058
l,26,22.64695101808053,41,49.38044276766964
q,98,27.996473742758397,51,59.185780403411655
p,60,79.46500127986839,94,44.94832158248544
g,21,22.823127064507243,59,70.3123925970809
k,43,99.7409227021886,64,47.04233781972208
c,87,76.42017064491768,29,55.51102902281987
w,13,48.655906157395066,48,50.220209023076
w,8,91.15188007398815,26,38.794398090257886
z,36,16.442176962738163,46,3.473771521349178
p,69,92.70870594997453,21,24.44880265077688
m,81,21.461311591758225,61,92.89480012612404
p,24,7.709841583455335,36,67.84271437596885
h,42,36.32014804834274,80,12.763752067693535
l,45,64.87499086047538,27,8.6754141470902
z,47,34.64871316074256,66,87.67999998349897
h,85,67.10054072926832,22,55.507828544985315
f,10,0.8632191610157047,67,13.55386365885185
t,74,97.93497012257606,67,26.44663118142976
d,59,9.74993204217024,99,28.38366360799477
p,47,78.59503197344733,89,48.19702846645675
k,0,34.43568258755565,92,70.94486652855737
x,45,12.96627539956341,22,25.052636868262134
d,96,81.23033486921948,0,53.97707776271824
d,49,65.06389731408909,84,18.939968540575503
i,35,92.48392061761683,13,1.7820444556483128
k,44,76.2321120571134,90,56.57639434718096
l,28,41.590835675425765,10,13.83915442946636
u,32,57.12186533547495,76,0.34397191601899246
c,38,48.1409141709208,33,70.09925174351402
y,58,35.47306864364519,45,8.529637600247963
o,98,10.982196230918728,86,22.915432526746727
f,87,8.879259892622038,20,89.19754207906905
j,63,21.488692970128742,13,57.56235666623633
z,100,31.268087746315565,92,24.11303244201607
s,51,44.81281875651029,89,23.77198567633332
g,58,2.433014857981508,25,50.63707724844024
o,72,84.20126010116779,43,45.189215454279385
l,39,69.65975086857938,65,99.69385445483027
p,93,87.55251446346153,80,9.548456443818177
k,11,77.83983707400019,43,3.0371752078314107
r,40,79.36066676478985,68,23.47227743386654
l,67,39.43881412031226,39,8.10547758704927
y,62,72.10870106123011,25,81.74029958790817
i,25,24.257449620110584,10,70.11750076146218
x,37,8.57936257587425,9,6.813117820203274
x,98,13.750823016021641,67,6.016786617739633
z,3,12.926418646802173,79,72.80778576601455
q,55,78.61662795610798,24,1.4257574607312695
d,82,47.67796911463778,89,45.27278849458386
q,72,95.84872746691808,18,96.50432983291958
j,16,0.9635506743349564,35,60.84803059025059
j,44,17.227963914154888,37,42.54470136748692
e,54,26.611585002300497,93,47.74062433904924
s,85,81.53659038393522,100,22.092245046342462
g,36,71.63135817268976,43,3.736961827032592
g,13,84.19331687983454,34,90.9364873569359
q,63,70.67761140245341,59,84.09485883402887
n,64,87.61802187391818,9,16.39425465470771
s,69,76.26650344711008,36,73.405031564849
v,2,0.3603985955823674,12,44.64696720278115
y,56,99.68204225739068,44,58.693613582567814
b,86,80.05207243617751,93,38.99034804085224
w,40,47.83506637036085,88,8.904392109047542
w,47,88.79536856753641,66,46.946224607348
v,81,11.476475198922042,15,27.129572002126643
b,40,33.20916015516443,62,35.41587701744883
z,72,4.645344525493544,11,67.83224949186838
s,66,52.06616759909808,87,70.07633829658305
x,84,18.433777115159167,63,80.09352164703225
q,60,5.875288071291052,41,36.331301376313554
k,96,33.85360981087684,58,70.29475631997771
m,76,36.64018231453008,19,83.57993138116872
g,27,61.92025723913055,44,53.847284921711115
g,14,69.66629657574622,62,3.9651712677843065
m,51,45.249791156255185,100,30.24350678564045
h,38,34.91697148010995,34,63.005265593744085
o,82,97.35457454072713,100,77.30763275666871
h,31,58.76077180563293,7,90.77523489804248
n,18,56.79232259677206,35,6.461955894558136
r,61,69.05593760628892,69,46.7757402605936
g,1,88.84064103714311,68,78.20469375980944
p,77,0.9789856239558525,62,44.9387597642456
h,23,80.91873956624318,94,8.72556724464637
e,10,2.760038798567621,27,12.751292477438604
t,66,3.289608438483327,45,52.963255997775974
i,30,81.18882012589856,12,37.298371202622306
q,42,5.418220379726668,51,31.76263365426304
f,59,67.65017992451455,55,29.302757190959117
e,92,0.9726998559259625,96,79.5448533092273
t,48,20.767585378657916,3,88.56822722064751
h,40,37.226979512669175,91,95.56076872880412
d,33,73.044283175769,46,81.12507870837982
z,69,41.06854399081799,60,96.02552229294453
k,44,70.57047899165705,88,42.134421559125535
v,12,13.271520036245965,82,94.1731920082074
z,72,1.2013105242067112,50,41.916676229494385
u,51,36.1451462439748,61,29.523710843523077
e,88,7.8613155738340375,25,78.0192364680865
e,83,36.82359860976266,71,4.966876064376546
n,88,29.587506445520695,67,77.6477784758953
p,90,86.86924646460439,23,23.948110343100094
q,30,54.63310911317335,75,13.75677237197499
m,91,85.32985815067138,80,95.49547303179176
g,22,12.705067969966933,64,10.563150517511843
u,67,81.88627001177822,59,47.30339960635177
v,57,63.57489468302874,30,92.05646589990083
c,77,26.625920918576405,59,53.33775140734793
t,32,26.82350809117149,33,8.169586840558296
l,85,38.40257628988113,99,31.06952650671282
w,26,67.75144404994799,57,49.75516719020931
q,87,96.308575895035,48,72.12605640262
v,69,74.60975829141691,9,82.54636790018768
r,9,63.18718773786301,69,50.19886508981426
m,37,73.7199185255954,73,23.124930945544943
g,48,94.64428960664782,98,86.13716789063378
h,88,96.84095818259195,65,80.97183889976584
w,59,67.71575472163805,65,25.467421323959528
d,65,3.5660337886651794,60,16.11364451496048
d,4,15.797492935147107,76,95.84507959805308
e,73,66.82173049229169,41,25.846972592362473
q,96,48.588080654835395,61,30.561386023375213
j,82,69.69099832588144,20,49.001776199110424
q,50,99.30248593758344,92,38.15823290483732
x,56,47.31987139022051,78,45.371882405679166
s,1,70.70921096653005,90,7.776784695418804
m,80,23.191217677475784,37,64.73481317745895
m,47,59.26949684294526,24,75.44349119892027
b,15,58.41549477911304,34,71.2711731085426
b,10,15.971949103877837,24,40.26842763635501
s,68,64.26770222957272,32,44.33570179590103
v,12,11.76239231764682,78,62.64906211583428
o,81,67.87822958422953,46,31.160976689344523
q,33,34.100072119584745,23,62.906252633763884
c,14,87.33876987097824,32,82.34921245410844
k,39,92.69166688866845,38,23.41082969457521
s,89,97.28580085368426,87,95.06579298350331
r,77,96.87200470252458,70,3.0210941040005213
w,84,96.84620628452016,45,39.15133299320534
m,19,98.1902277496631,74,96.56125553917298
g,24,63.53208438205823,15,53.746204761952875
a,82,22.501296287201345,60,82.46279339971056
x,61,24.717986142323557,40,17.58509564034555
c,79,93.49056519821136,90,96.79582700680311
l,28,88.39109946789985,69,14.605689739866602
p,11,69.57543890622375,22,23.12503704601142
p,44,34.9773787234152,38,14.001261237518003
o,96,21.461275436865467,92,64.92295900127272
w,36,97.15113658922596,23,46.106211896948466
e,36,11.821163085626086,62,19.015148005531135
w,87,16.171070232779584,53,62.569522226769735
p,75,68.30200448578672,7,23.954489148059967
v,42,16.578848897580922,34,12.422010129086381
q,20,52.39893137704733,82,23.972132030730265
x,43,66.95363257083578,96,83.90135954018963
t,78,59.33131488225325,27,14.756088925566734
f,17,71.93658275696976,23,99.20484245770194
n,47,53.09886992709853,82,53.8411925475067
a,82,11.235162898022322,50,15.459099513790974
h,30,46.690489938078585,67,23.911684841947732
w,59,93.67602811697678,87,10.281017380517998
a,53,25.447118900564913,86,60.72414701268368
q,86,6.618522978170982,88,0.8733640708942336
y,99,20.475749347494276,12,72.2046755783544
y,36,86.153534887076,12,2.7914716454119026
l,24,68.15919942856111,42,62.46849959555782
o,48,48.72311679956318,73,95.73408649067436
c,65,57.940034059938725,75,86.85651802882114
m,49,73.87183549170949,65,69.04517267015285
z,45,58.53581275111217,22,73.98385740631751
w,49,86.14511271137562,17,36.62277197961254
e,42,47.06272756139609,83,2.1749940904673526
e,38,79.43301277824534,67,45.25888954447499
h,83,40.86531243227509,92,15.849177484203981
m,56,92.97326009411238,57,55.10792213848731
y,44,60.52779664750908,42,67.29131049916754
u,85,31.215960601544534,75,92.18723650969083
k,48,76.84022324689407,62,70.84167496573878
o,10,7.794504691652149,80,20.071602599404304
k,92,45.95754821994963,42,86.69915539510694
s,85,18.866014133767173,98,95.76220371342029
r,46,26.411222062799744,24,83.95506612887968
q,21,97.3946101818697,90,42.54971776283315
h,8,79.5252171688416,78,90.81085287394298
z,77,99.86690823719803,94,86.02831940718855
k,47,8.247015548950587,91,7.283171599900983
n,77,4.054763660001126,40,44.356026027038375
j,54,93.46346172586554,10,48.89063104495312
x,34,59.441756661504954,13,6.969817457431004
n,42,15.225897225601702,36,96.14370955636147
v,40,4.905538727022152,98,46.51462580994233
u,33,33.943301174201565,35,3.629317269045418
t,97,71.41275636981898,25,31.433814355868517
w,21,34.30646532838205,45,6.9140331548668055
c,0,66.4655294155089,68,60.60586563626479
u,70,86.7096388457022,80,5.823648570959106
r,44,94.88919561168797,40,92.07392163462967
q,45,1.794469618463146,48,46.67241269798213
c,92,83.16015074756888,44,20.48797194107631
v,66,0.8522848924128912,70,8.557045278891861
y,52,70.28321805860963,87,1.6854830865660864
f,83,46.99197835163756,96,5.685129655350152
t,25,44.18529036747019,19,47.928053756145395
o,82,34.36592848265897,36,97.84503810545414
y,61,58.99940639801392,74,12.580146505664958
f,35,74.43624292907322,39,29.418786241172757
x,89,22.369963427641302,41,66.56748504024421
u,80,45.58519366355354,40,2.321087322334947
b,29,77.93990658678695,30,60.58348219956289
f,29,35.031940587706934,1,29.74432881351422
q,82,3.376119377010778,10,85.73912955475545
r,39,67.82108749395806,70,41.67810886111041
d,97,17.982256712663403,29,32.04834021569659
j,20,79.49928291928737,49,84.5156343028442
m,47,3.8299679659303365,22,56.07811569565724
q,8,10.409020520853552,35,4.277744526397753
n,16,87.25005785036849,29,90.9711336310087
p,12,62.585788169997514,24,37.32183643802946
i,3,65.95081669496864,92,42.05908611414654
k,46,42.77883275169248,10,36.837025599729934
f,2,14.303381071007626,94,1.5104378697489151
q,66,42.54811468688651,19,3.7365707433615003
t,12,25.42435898418419,20,90.35711078783854
p,96,91.44058112128076,20,43.11878026153486
l,88,82.11864728177311,19,36.338068893080155
k,78,21.415955829392765,50,19.517914583274486
x,1,82.85233595638651,45,38.98819197148199
k,37,97.73116922100425,24,97.27968854487696
f,59,42.51460926921076,77,62.333469687316644
s,93,78.60238976168984,99,49.726518648986506
h,17,33.76983592975134,19,81.86969458244391
c,11,16.552299960786566,11,67.45780378130674
w,28,17.7894933951955,76,35.355719914835646
m,14,69.85890493431094,49,15.43085454727483
s,18,49.82805093656477,97,45.13575617293366
y,4,41.82107737126055,81,3.207387250313465
t,80,38.91551058959859,98,31.33698655368694
d,3,50.42666656511714,98,50.46864066664731
o,53,89.11281830646016,30,87.14510351248903
f,5,71.5793222009701,43,68.06357907904095
n,32,9.77022645095429,99,5.119352199712224
v,6,1.1477733508051147,22,71.41384580591935
q,4,50.78604095168806,80,17.34789355337839
p,72,1.8107084341417168,43,74.85820051067066
d,91,58.70857097254423,44,14.85796691462643
j,36,11.985542951753214,80,94.8326027402016
r,92,31.44452863411121,55,93.2894755082332
h,9,27.700062715160623,65,54.46372190111184
o,54,31.51306565194467,54,22.95356591891393
x,69,25.815198767140892,71,86.14129471380377
i,53,43.38381477969043,29,54.521361974245906
s,34,67.9676140026354,6,26.68846283041626
f,14,90.70680897800243,55,96.89103659916658
t,41,66.0146154890089,50,90.44596789168475
e,5,63.75840362308311,88,10.352838191880343
r,22,67.52383689685048,17,50.78890204028578
m,56,71.90553354790761,68,42.474566534890066
n,3,78.9758475271155,54,17.127087214688117
r,23,42.013230525132585,23,68.49053575906461
k,19,97.89663508428235,92,34.432952344573074
g,78,92.66726472768482,24,46.059433170914446
e,23,63.66247834100801,87,76.40951132862446
c,25,87.78326774081303,48,56.23737343284042
v,6,92.22974263779564,88,59.490605922078444
e,64,98.4093433958379,11,99.03023135816063
t,8,95.55641148946506,28,84.38853747335827
k,14,20.44757335399141,95,56.54525980582776
a,26,68.60173989443877,27,37.625757525987154
w,43,95.3050420664992,80,36.860612836752324
s,12,39.63294841546907,31,56.937853134522435
l,94,38.73360022602036,13,52.8857921024826
n,96,56.23248277108303,77,30.24999965141335
g,94,39.31510045998511,4,62.157231821053195
y,36,93.73691179970912,26,63.18683457148174
n,16,58.167529336905055,95,19.64806520589175
z,6,73.71064819144433,61,50.41633659598639
j,12,64.37100077665482,11,46.247767229807955
b,58,78.02410230925744,65,58.43252759876283
m,17,87.31689508130151,38,86.25285495082385
s,69,32.84329448043613,90,68.73897235688318
m,76,69.27140188903931,15,90.66739662908525
p,90,5.173942588007929,21,79.52278928164837
d,6,15.71363490858787,68,72.18105576905488
z,66,75.51383982872744,32,13.324710036481957
t,4,93.86481635565296,27,7.784484233082134
g,93,2.207851376320158,86,54.72418200287478
a,63,30.623120135291447,56,57.4382780108455
r,82,53.16852575321875,3,19.375239910549837
z,81,66.8799003466903,15,37.14971673305624
j,6,27.968096695336264,48,37.43405875244144
z,0,41.95570256873696,66,62.086811886967475
i,46,71.56239374965163,17,58.83362808819732
x,60,17.653274800748818,13,45.6902848861665
n,90,47.39861449048433,5,23.894305580273922
a,92,66.80849432116595,23,39.307102540310865
c,76,38.472622053694174,12,11.654207100361269
v,48,27.517977379798374,61,31.812223457218415
p,35,54.127334589261864,49,84.54314294250875
q,2,64.32150381623339,30,75.65578145260987
n,97,46.221760293663706,0,90.742059251864
d,5,40.35377167038854,56,85.84959628850689
x,81,30.695343619824346,83,17.58867937187556
p,32,42.22646468358604,79,98.76988502168508
m,16,65.82499733597457,76,61.515604392799595
w,85,35.3828841647214,26,26.067448050294228
u,52,10.32935291828424,0,96.28321171746032
v,28,65.77696329380687,28,82.985710494731
c,52,12.07354884375037,81,7.641236328225798
q,56,22.176962379236,94,1.6348226337515759
q,94,53.70953168435383,95,90.83400039172844
e,56,86.82317056100057,48,89.39637032381022
x,51,44.9358953051056,26,2.684070696089391
d,4,58.22076413918966,0,80.23649387049552
h,20,7.951072521429436,49,73.38985469368883
s,8,2.7491068984203393,45,11.211011208918197
e,61,93.73039283052083,48,8.061806915426029
e,56,67.58386171174735,16,0.11596576290482385
i,97,95.04326713678607,72,85.4516716068988
t,69,65.78123892287961,67,95.11120291706162
j,56,93.38058052392756,94,97.5847912922961
y,45,33.8871794614641,69,82.28223275460323
f,50,77.14759494418352,32,70.68258653191948
q,42,6.298804343625964,84,55.589029139796075
s,81,16.098037495438966,22,21.304100937603966
o,26,69.29252351019758,16,46.982646379339684
d,25,52.408532656458696,68,24.707227420523935
r,34,50.451106142300475,20,84.75409740956144
j,63,90.47643119007948,34,3.317478951983477
v,58,34.023340365286614,75,90.7165183250385
s,56,34.63322283606173,18,1.7187146609583537
p,34,82.68770099685078,67,9.12987739248946
q,83,78.93678979070994,54,72.15431556808005
n,10,78.43382849183543,93,57.69987979794027
r,53,20.444186866558233,26,99.15681818964345
g,55,29.21624308020587,36,86.21890167710667
p,37,13.74788493993564,51,0.14735674543420174
h,54,17.052474783381953,12,13.477116240775032
p,38,79.5839748734649,4,53.7827277041346
k,12,83.15531946170255,83,61.076285268698115
e,79,94.88388136793753,94,82.97079092419142
i,15,28.684937040756296,77,25.015384295512565
k,49,39.500282776279626,57,29.323985430497036
g,7,76.71686205722283,6,1.1265051359243272
u,64,81.33762810509725,27,10.55986319815474
y,23,88.01597832283902,27,18.574087991635967
i,68,35.863530361699745,54,92.75454698356245
c,71,87.97711948623174,29,32.180711748104116
d,44,71.90945349255995,67,22.175078102066625
e,100,18.367076734887434,75,90.45508452595949
v,70,74.2567391323441,14,22.654122572269063
d,18,31.99508736415836,1,85.6507930711377
p,79,44.34843005162424,55,96.45336271388393
r,82,8.043497730460237,13,27.182590281045126
h,99,53.79965565173086,33,78.19224816042052
c,39,9.66970818490367,26,86.62319123466452
o,5,22.00490810199596,8,10.522905308870524
i,34,65.1884411694661,97,4.967036903181221
a,68,61.524877375854246,35,66.07239146512627
k,80,84.63933658506124,50,45.85077094832848
o,20,53.616425188836004,81,49.46151360368849
z,54,39.873481404772846,70,15.960910371629577
w,66,6.375906584103541,93,18.37312644886443
e,97,35.28435702833528,56,82.6177427327593
f,42,90.00852665802526,21,40.0348259600967
u,88,23.90640040200669,83,18.468458677606147
f,60,30.65107273805532,3,63.26900322714138
t,20,73.043307771773,44,27.136460654877304
p,48,88.54627630969995,59,12.237534402987738
l,6,67.30507960495008,51,38.59902470123783
n,9,95.1208159935127,70,27.7200960476748
k,46,39.159584104785985,47,20.401272725359874
z,78,31.225898863851697,67,51.09849649805659
a,20,48.906822008137,48,77.81681052915278
a,46,74.88194132123057,97,5.610519144865622
z,31,34.85227081486501,53,64.41270632767805
y,16,77.42518356021876,81,27.104164759890537
s,60,56.01829235389075,52,7.537497381150649
y,26,55.735167637138716,98,50.27235493968399
w,25,93.00789433281555,100,37.00753870112875
f,61,50.83072408064293,22,19.230766442231307
