X,Y,M,T,B
u,56,78.58188287906846,92,1.2613243251460404
e,11,80.45600710734479,0,10.892438056900456
i,69,67.37075164788818,29,44.9822214738852
c,3,67.78142928654968,27,72.38548555274221
l,26,35.90019169265858,48,99.58057723316932
x,47,96.3712975532252,9,66.94503967804536
g,59,93.18287430081625,6,11.630282331689312
m,91,61.92195070064582,86,56.86675697798515
j,96,81.27539802528786,26,75.74024092929567
l,88,23.979861329054387,87,50.12981606811522
p,66,2.9109783456774063,38,67.79158692300628
p,90,30.356087147970413,37,96.88629602451269
u,32,84.47511826932936,9,89.08255226975841
l,74,56.69906284521347,65,60.43915790822524
p,38,78.22156998202452,49,41.90820217276908
d,15,95.18353097130367,38,62.62463249727618
d,88,8.982231220872805,61,39.00980160134713
i,98,5.780199546077758,51,47.47781384040156
m,20,71.68805531925454,91,50.893246547929415
s,61,75.47298898024914,47,9.202576526992623
y,67,33.805011810038465,53,85.1146421670608
d,74,63.41605673104574,65,72.63827202798754
g,34,10.95378111016041,37,53.138118570750215
p,67,61.380326950004296,84,85.53491581897799
t,14,49.90251079191152,91,97.14817995624186
c,11,17.040756689991778,20,40.22533272519524
i,94,94.70947831654668,33,2.9342841009924236
g,89,52.98731703394425,63,17.089418738692753
h,41,63.42718677689989,68,79.38159490721945
q,45,5.631976254813365,33,85.69370038318928
e,53,60.36910518836559,87,6.645752506518865
b,67,83.8196688709583,78,17.86598395479778
y,10,69.5806436325084,17,25.696053293648536
t,90,28.839643540612226,5,29.39246016395086
w,4,11.041254616103169,7,50.36755264018913
v,35,90.26101201858926,55,13.018034552283876
o,39,85.78521466353533,84,33.35226512281307
w,69,89.89462954429649,34,17.299990449199964
r,0,49.697914438652866,98,5.660195827078862
u,39,28.82910741154503,19,40.318707917396026
k,74,77.12461845214527,100,27.516293381091373
n,44,8.115220514687715,99,20.969278304333738
x,31,21.096369239961486,27,18.974514070171324
u,25,52.57742522497987,34,58.150452626046764
r,92,50.92429954331228,52,72.72271819295521
g,90,9.253753534962229,53,93.07504710021094
z,9,95.89359724972849,0,62.97920078642375
o,64,99.83103134591542,65,90.92369511915112
q,75,17.121415343172643,48,31.68860711071898
i,81,16.16727392022187,26,49.70073524392683
n,1,45.88370825727199,27,30.925860367397963
q,13,57.6428464237326,63,34.8876532903527
s,49,66.15396498677147,57,62.298239623557286
z,15,12.424698731972661,77,54.156993342551054
x,10,68.0030722007703,53,50.442803187622374
p,59,54.99061473810796,97,16.31524649695407
n,4,96.8005626186956,70,45.58736197550394
w,63,69.92419745299546,86,30.24632585390644
x,1,57.67040028754605,93,66.69837002882286
g,35,18.66404295788726,9,80.66682188903083
c,84,50.66659988564294,79,48.65486621082626
i,81,97.1089352627204,24,46.294745185625665
q,93,4.828847675423942,26,46.454248738389914
i,37,65.1973139356249,70,54.03641273562376
p,64,63.096733179609075,22,1.788561151191892
d,60,55.103888119237595,72,75.21769274679788
b,84,20.853048939383655,99,86.2875196444938
q,92,79.56976158627272,67,18.819319647527077
d,20,21.271588019362074,18,88.5877784322639
d,70,78.13896426688655,30,36.681287127087835
n,20,51.682044706394294,43,23.10208062052159
l,61,74.73835175912605,34,8.89500477468179
f,93,0.4326159833161203,54,50.79165733964379
i,0,10.376565568995911,80,58.108005232426194
f,27,14.361873641751032,69,83.84404057532831
v,55,83.53075479201823,16,1.8113652709777495
z,2,46.33264945977953,31,96.996693043884
c,35,63.79275415096692,50,21.39043877738421
a,97,13.8408315319562,8,3.548404577587072
z,32,10.07330379722433,80,47.58371112020029
m,7,28.29739341081797,33,27.18981066867274
d,55,62.04021593933112,42,13.756713541344666
e,83,55.84371676834417,51,9.267620956248546
i,96,11.817381187118336,37,27.129603823675698
y,58,22.895190105711162,46,81.70911415425155
n,95,61.103565111865365,42,54.55536525250667
p,42,5.483735488154407,62,7.510323150120046
f,37,69.62444002482601,3,53.611228725615625
q,48,33.49834584552155,69,46.261081446786264
i,91,53.813309039815735,15,44.63442130929115
b,70,48.4286494281704,89,81.23920791681549
i,81,16.164331350288307,41,53.398867607268365
v,12,34.08217467285297,57,50.46973559151421
k,84,12.901460931298491,25,62.17681633162996
s,26,95.28384749311968,94,33.18467741529601
m,51,83.08443452701886,14,68.84593943861083
l,63,36.104972624743546,77,76.43904813788626
l,35,19.511278557378542,41,47.98983110979322
x,65,93.65004135429838,16,37.394287394300484
t,37,44.49802607813811,61,61.59047562351928
m,39,72.01035882186103,77,87.64311656029243
i,63,73.8776453551763,78,7.897452811239036
j,95,43.34460176841356,68,4.364969276939934
z,71,48.57651286828742,65,66.7963265662881
h,97,1.646800422113981,50,20.672814386211257
w,63,61.787616058933146,13,9.778895403357424
c,2,76.8384729581922,15,62.76529438366428
b,36,24.17297972103867,31,83.67689911359273
y,56,42.88557630145659,37,23.399185239974997
d,18,84.06372781965487,54,26.27146123163382
p,94,69.9388438171523,2,41.774863601619906
f,17,16.788563810973645,54,90.81700520857726
o,32,97.94894909059072,3,21.098649261085978
g,30,56.8036076654321,99,22.179437047388916
t,66,79.54273526547931,51,75.24357922952372
l,19,90.7642205358702,63,20.8313917514069
c,93,87.40580274390011,26,88.81633497869822
f,43,84.56159760530751,0,52.92088194871535
g,4,74.26953030817752,39,52.67343558157951
c,56,43.220559867951195,90,39.91934933327463
u,19,25.820693458661957,36,17.816740159902654
g,33,50.766756626971656,3,94.11258816245855
b,66,97.61931230933858,2,28.944323126381953
l,58,5.9846278145559095,80,20.325579210965216
w,79,45.699043302196316,77,36.750242717194546
x,76,84.09417845908119,69,72.00572012138524
b,55,23.10155337404697,63,63.37159052447959
d,32,28.32000648513896,21,26.65904614321385
n,54,61.93874421732296,49,88.4680801046074
j,71,13.994973737925209,0,10.72428249945797
y,30,65.41860758807817,18,71.37363345661417
w,96,69.12661541726783,60,15.961360126567403
x,59,87.93199854785027,47,52.20344066386561
e,52,56.277080067678895,34,9.602942047858454
g,7,38.46387421196058,39,89.08007125594425
d,83,80.0797569078452,26,76.0602058224174
k,22,73.52578758864367,94,76.25959792893643
z,96,12.887707906851665,79,93.58182749674076
m,99,40.16090159455648,74,45.98941989085941
t,40,74.07508679059201,20,4.011654245705943
b,37,48.376598945344575,69,86.0236499740919
n,57,29.321305463122705,82,26.70471202431921
z,97,86.31927766131314,87,75.130765390458
b,60,21.074082305674015,81,51.29894804330558
i,62,4.76516108961913,35,25.826165892189913
y,93,54.976382504113495,40,56.69219831755969
c,94,17.441704107490942,50,15.880970168229581
z,37,27.42580289258063,18,23.15453438105548
q,56,96.5180115495558,54,29.572456276481397
v,11,72.3792693592216,45,38.1067856598992
p,55,59.671998955556035,29,48.527552078347725
g,21,89.44737661857644,73,71.50681389314005
e,55,68.50534654574788,36,70.69618265703976
x,51,64.80101641401849,1,42.48355780496927
a,35,86.60727739489909,50,63.645691338489016
d,73,18.6503719172213,40,42.18476757615824
b,88,17.338748970553485,38,98.00531326365933
s,93,19.44898474311104,35,63.542411289689596
a,58,23.274088868429786,45,10.879741611810845
b,0,62.81531376090855,70,15.198433932350163
f,86,28.297538814877253,71,95.03572562919386
q,39,70.33092799138242,11,37.878092319963486
l,85,70.9071783734418,33,85.46020074123841
b,50,35.946455594791004,96,95.21300940588861
s,91,6.641934456399534,22,92.73271662767868
e,37,18.56684705507491,63,19.58686959681505
t,61,56.72859495370349,17,67.03405824959249
q,91,72.63594722629034,50,73.108844346613
p,50,12.702127364672188,34,50.110065528940616
a,39,21.188144553268284,84,7.040819682303045
u,53,72.1721098587764,25,12.405251847836873
q,73,60.26170754285013,26,47.00593221473658
o,55,98.1851093015363,1,10.77522243412753
s,1,70.59757702639251,88,10.21453886999476
l,56,69.96136001158881,13,18.08557798250132
a,75,93.57398125003196,5,19.96075620943283
u,35,79.80804696187188,1,69.52035418467018
d,82,28.319138651780573,56,71.43371645936105
l,69,11.310247947680029,28,26.7416322337807
b,49,1.87088178478525,25,45.71751438343886
e,60,25.515580493624633,7,76.52874730741893
j,49,55.12593141520977,45,74.74684073918915
n,13,30.22053825379767,54,70.949801976954
d,90,25.165563796825673,10,12.341386534078413
i,64,24.311578553022883,93,64.1615538106805
z,4,21.936901567796053,73,97.90243268711559
p,72,27.990008383787103,96,31.805839631783318
m,74,87.53012707763556,24,90.21840955284739
b,98,76.79809595225908,49,68.53143549400001
d,87,17.39430369505115,28,14.066681505516222
h,40,17.024236500230185,9,98.78945262795995
g,96,38.48678575839983,75,9.169056060002067
n,50,61.86834701939632,11,68.7452882426224
d,74,38.237092340469935,98,15.583544611425548
w,70,3.80715142815502,55,91.19784596166137
p,40,50.08216352164555,6,20.535431459511898
q,28,12.386135116937124,10,64.16225098325029
w,90,22.165218334757284,4,31.28591154493704
o,86,74.36814420248736,58,45.67629174781311
d,75,10.839170153564659,26,35.46890167345741
r,7,81.90933428908063,32,36.03255830381451
a,39,14.382920781196917,31,11.380979199080754
q,24,76.5647713193056,42,7.980310075556241
t,67,77.22182999507726,40,28.279724621518866
t,27,83.55164008566993,19,95.02899146457825
u,47,69.74696400358006,62,89.37838736898001
j,27,91.0530553270735,74,31.263548508574036
n,21,24.689167825585844,41,96.84547968600128
n,53,75.9469318715616,55,2.0266386861308883
l,29,30.48216205104195,46,42.3924582284116
h,11,86.02335396926406,40,51.84788753947315
r,87,6.911670367380152,62,83.84474558147575
e,32,72.19241578130512,71,63.32672761740936
k,83,99.9058030593409,23,75.26405021775065
w,82,34.431791246398504,48,5.605620204533734
p,62,89.92475216603988,94,95.74443584027483
x,9,20.727727394698547,32,65.83855147334367
k,31,40.527244808262374,93,92.86053128031757
o,59,18.738102851608176,60,85.27872125917449
g,86,24.908203591569045,82,4.963055428313757
w,64,98.98121829771335,3,4.635761768654745
h,65,10.338881704449232,44,81.81078276250038
x,69,10.863523906474715,7,26.29162993706555
i,83,78.50948908402806,48,44.89833202014347
d,73,76.87447064437173,7,88.22022390951807
t,19,48.875888582685626,27,21.520507291432047
h,78,46.77144204311655,9,78.66974798313552
z,57,63.63043747217007,96,36.97087458517914
x,51,5.384539802806287,2,89.62491459121327
h,21,96.67022483580335,54,52.447731175031464
h,69,36.199647563326046,7,36.46322326901653
a,54,65.24066337960642,68,90.028501882217
n,44,65.7430397027992,11,81.53395138918702
y,46,25.68800558292881,53,41.265681784865635
i,5,43.721754442062114,64,80.48073703364278
c,80,89.84612010397609,50,33.72003981586078
n,82,72.16112201638002,22,8.633663448918838
e,78,41.3293039095021,80,56.848898238314895
t,22,82.82537723598067,50,61.05249220939645
f,37,51.11649563053027,42,28.0439691389051
d,99,24.28198557138963,55,3.938597305582514
u,87,12.91947670548711,34,58.29948774881496
x,82,66.36379065328512,24,8.357040922218983
n,87,7.2245993453418755,9,86.5630997558123
h,46,51.05946482131569,16,31.432878049574853
w,4,41.48398804900347,36,97.50274753121049
o,37,97.72350364099279,64,26.268907221268268
g,52,68.5421361338492,38,25.692077662239566
a,41,52.22508662908078,25,98.54345436629447
t,89,29.135899340108185,81,34.0160307842308
s,67,20.05160269248748,36,56.3679307657587
v,59,69.15478295059809,53,4.862658522136565
r,22,90.1244470478992,69,89.02614948132702
r,69,49.91485427177139,76,4.080127398096156
j,100,63.155576578879845,48,89.91849473571098
i,93,44.870737863130294,2,41.34895981898078
a,59,69.77157608766285,39,51.86946149428883
x,29,35.401594846882446,86,13.251247665949373
e,12,10.215393162894825,50,35.67013475780391
f,58,15.01116825542711,25,56.14208804251527
l,39,20.300711332659304,21,25.004056210070313
l,89,87.47818476638354,96,99.01712922673714
a,94,61.05951393954623,60,29.46989978310366
y,46,95.99247902854509,47,34.84951928422409
q,59,48.67246973027576,32,79.62686466987311
e,87,63.9529100808069,63,98.92771795389133
r,80,6.520976534603351,17,73.03518100226874
f,25,10.90167250207611,86,65.00752381415013
k,76,24.35620710995512,18,21.235841583159765
a,2,58.08239886988904,30,23.657131413742427
u,55,93.9253577688902,77,44.696298548540355
k,93,5.0033900341803665,68,84.35493857755174
r,66,50.08819472213176,48,16.526714045822633
z,0,30.84959785895026,67,2.0358946393539856
m,85,97.86092083306559,40,1.900363809372263
h,34,51.152326358981846,3,26.180743434878195
q,66,96.63671433093171,31,82.0542924713106
w,41,32.29999484947393,76,32.37920964645964
n,83,83.78618253835195,76,57.7057665867747
d,9,15.889022708687373,5,24.72452907492917
e,98,27.71448719815346,78,64.14174904446077
g,77,71.5120069670477,98,46.35017089222961
q,94,28.31956376040681,81,74.60895448321084
y,21,89.68574621522288,57,15.570284454540262
i,24,74.67422977957321,71,5.293772557855691
j,33,62.68117823875706,16,92.20701451197786
h,17,98.6479554699334,8,30.613859488452345
j,51,20.193939648945104,17,46.327317811840665
s,44,62.47844023578622,49,38.49809992007734
r,59,29.01843987910113,72,59.02717594151052
h,55,64.25992276907789,51,67.26432272977748
w,53,40.59318708524546,15,52.884069396509915
f,15,69.64015292554262,41,18.99063165088798
m,46,11.171955924381416,36,34.38627971379024
h,26,86.57246236106654,52,10.08927112482787
s,29,73.86498058194286,57,85.86023053871831
a,78,6.751031724526191,24,19.09382257393051
t,76,47.84111697554504,34,21.619662085419968
f,12,87.67809387084145,63,52.66211842624613
i,56,53.524331778863235,87,40.94681154693684
k,60,96.0252325662794,53,89.7678648722823
h,1,38.21516321050805,21,78.29983655465706
p,38,68.38001274646544,99,22.732159592295353
x,19,93.58269554705157,12,23.55020266907428
u,10,22.932717726420194,39,91.94716255719273
l,42,53.536497475860024,2,53.126630343973005
c,50,73.17055760911138,65,66.10849646686101
y,22,55.29306546184068,68,35.18438596001512
g,29,7.553892625470782,53,30.664036856786147
k,41,96.31071842248082,81,28.892623933482863
k,30,29.17822689059949,6,51.9185776112913
w,73,71.24524224507056,31,22.70309336380638
f,23,77.42334705208893,17,29.860335887102718
q,81,53.81961164282654,29,45.632884271117916
r,53,95.2692009328733,7,49.14898420976827
v,13,68.48278081479698,55,58.458226907228216
e,71,13.036224111236505,68,85.00766222393379
w,36,28.953135774077655,22,60.292878376627854
f,41,94.05143913107115,86,17.079487835869433
l,100,51.71339133511452,47,5.363467815048006
z,99,83.53196541639878,35,83.20493758192475
b,61,60.89998592966994,11,89.94848775119002
g,98,76.67123300905887,7,75.60937579494735
m,1,69.5981905875261,48,29.077037248512116
t,62,49.53802705707165,48,38.80275947269583
c,82,5.889026435642963,15,77.73448266384321
w,80,83.7211768498323,60,67.99977706870308
g,25,75.7083871599668,99,16.22285494232457
q,26,14.453957403524809,48,78.00697624137973
q,46,56.047756965350914,43,13.677867058229253
p,7,27.293030575929933,72,11.914549388905227
w,21,83.3410819728235,62,88.00737516967702
l,69,51.98442973699747,14,83.99621862460612
v,95,72.33678175732915,82,31.077036152999014
x,30,40.13374680105031,66,62.302951245459816
x,60,44.53144058565166,49,91.03731110341107
x,48,22.266775598588097,86,74.10935662251094
t,9,22.648422056792917,4,79.9456898454432
h,74,71.88806486819132,90,72.4920530938828
d,3,15.79870921172163,59,46.305525402879645
g,56,23.000610034728286,45,89.68300772276068
u,87,2.507505356134998,26,14.742196576185485
r,64,18.826184292529035,89,21.642095138730454
r,16,38.894088634499944,56,56.298476240087346
q,0,35.70021752905975,43,99.93509363771432
w,60,64.69580150805791,11,21.33383032721682
l,85,48.37616575346805,40,43.669276968228324
k,82,8.696126555000605,7,22.669569941106403
p,43,92.37696759489677,21,18.529191222151542
i,19,92.09778612050704,79,63.745909450528295
k,64,42.88572241153814,78,2.023365888183315
g,80,90.3289769629748,26,28.432446336896135
e,53,59.20245919665549,2,95.64483794433039
f,78,17.573452259281964,0,48.26163123891529
k,18,62.412032825478335,68,31.246819757795052
f,86,17.582188083948004,18,1.2673293100061378
y,61,94.4806147353523,78,69.23185170548817
h,21,54.502247870373964,2,47.735188301451124
z,91,79.07365766932516,18,70.90219662581967
o,34,63.87518921964697,18,6.504926064302063
n,86,31.783556754036425,90,28.323548523938445
p,48,63.5579670130736,40,54.934405798140226
y,51,30.94208587882733,92,61.86913276530475
f,11,86.93295490801792,62,0.6570544875028395
n,63,80.68253229715904,17,62.798351106160844
v,47,64.52952301814541,4,23.981765541175115
v,49,81.78602059433527,7,76.28575953829773
m,58,22.13277599067499,60,39.14139023530352
p,12,97.29462521708557,26,73.2722192598181
d,71,71.2406656296819,25,81.21998288292025
h,37,75.70528987085046,91,99.03887736688387
t,56,69.81664719286465,57,54.042618139741215
u,23,93.23754029853283,83,61.28726850826158
d,37,78.39050276934036,53,59.44993439124367
z,95,31.2596195654399,90,42.08366412930842
h,39,69.79435525828013,6,2.8754602077573965
n,94,9.305769996759949,68,77.37013922691341
a,25,64.15004966989667,21,61.6281297931311
r,22,2.0743662793076045,43,6.907354840986768
z,91,37.026453352959734,50,44.76311235845303
b,4,63.82364250167553,18,29.622343297385136
r,13,3.9340805770956555,45,35.60733240288937
h,80,82.48273858567981,67,68.85271920682794
f,50,34.813290612309764,28,98.71981615410138
d,70,17.936721488160657,5,6.622129692941048
